period_type,date,item_key,product_name,component,matched,match_method,match_score,item_code,sprav_name,weight,index_used,item_mom_pp,headline_contribution_pp
weekly_chain,2026-07-06 00:00:00,44,"Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",food,True,exact,1.0,413,"Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",0.00697,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,45,"Брюки для детей школьного возраста из джинсовой ткани, шт.",nonfood,True,exact,1.0,141,"Брюки для детей школьного возраста из джинсовой ткани, шт.",0.00098,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,46,"Пеленки для новорожденных, шт.",nonfood,True,exact,1.0,458,"Пеленки для новорожденных, шт.",0.00019,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,47,"Костюм спортивный для детей школьного возраста, шт.",nonfood,True,exact,1.0,306,"Костюм спортивный для детей школьного возраста, шт.",0.00141,100.38,0.37999999999999545,0.0005357999999999936
weekly_chain,2026-07-06 00:00:00,48,"Майка, футболка мужская бельевая, шт.",nonfood,True,exact,1.0,351,"Майка, футболка мужская бельевая, шт.",0.00151,100.07,0.06999999999999318,0.00010569999999998971
weekly_chain,2026-07-06 00:00:00,49,"Футболка детская, шт.",nonfood,True,exact,1.0,703,"Футболка детская, шт.",0.00049,99.82,-0.18000000000000682,-8.820000000000334e-05
weekly_chain,2026-07-06 00:00:00,5,"Сосиски, сардельки, кг",food,True,exact,1.0,599,"Сосиски, сардельки, кг",0.00553,99.84,-0.1599999999999966,-0.0008847999999999812
weekly_chain,2026-07-06 00:00:00,50,"Носки мужские, пара",nonfood,True,exact,1.0,410,"Носки мужские, пара",0.00108,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,51,"Колготки женские эластичные, шт.",nonfood,True,exact,1.0,272,"Колготки женские эластичные, шт.",0.00127,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,52,"Кроссовые туфли для детей, пара",nonfood,True,exact,1.0,319,"Кроссовые туфли для детей с верхом из искусственной кожи, пара",0.00156,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,53,"Кроссовые туфли для взрослых, пара",nonfood,True,exact,1.0,1032,"Кроссовые туфли для взрослых, пара",0.00518,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,54,"Мыло хозяйственное, 200 г",nonfood,True,exact,1.0,390,"Мыло хозяйственное, 200 г",0.00174,100.71,0.7099999999999937,0.0012353999999999892
weekly_chain,2026-07-06 00:00:00,55,"Порошок стиральный, кг",nonfood,True,exact,1.0,508,"Порошок стиральный, кг",0.00342,100.65,0.6500000000000057,0.0022230000000000192
weekly_chain,2026-07-06 00:00:00,56,"Мыло туалетное, 100 г",nonfood,True,exact,1.0,389,"Мыло туалетное, 100 г",0.00099,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,57,"Шампунь, 250 мл",nonfood,True,exact,1.0,726,"Шампунь, 250 мл",0.0019,99.34,-0.6599999999999966,-0.0012539999999999936
weekly_chain,2026-07-06 00:00:00,58,"Паста зубная, 100 г (100 мл)",nonfood,True,exact,1.0,457,"Паста зубная, 100 г (100 мл)",0.00191,100.45,0.45000000000000284,0.0008595000000000054
weekly_chain,2026-07-06 00:00:00,59,"Щетка зубная, шт.",nonfood,True,exact,1.0,735,"Щетка зубная, шт.",0.00174,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,6,"Колбаса полукопченая и варено-копченая, кг",food,True,exact,1.0,266,"Колбаса полукопченая и варено-копченая, кг",0.00298,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,60,"Сигареты с фильтром, пачка",nonfood,True,exact,1.0,1046,"Сигареты с фильтром, пачка",0.0086599999999999,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,61,"Спички, коробок",nonfood,True,exact,1.0,601,"Спички, коробок",0.00059,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,62,"Электропылесос напольный, шт.",nonfood,True,exact,1.0,741,"Электропылесос напольный, шт.",0.00185,99.83,-0.1700000000000017,-0.00031450000000000315
weekly_chain,2026-07-06 00:00:00,63,"Бумага туалетная, рулон",nonfood,True,exact,1.0,147,"Бумага туалетная, рулон",0.00099,100.79,0.7900000000000063,0.0007821000000000062
weekly_chain,2026-07-06 00:00:00,64,"Прокладки женские гигиенические, 10 шт.",nonfood,True,exact,1.0,984,"Прокладки женские гигиенические, 10 шт.",0.00108,101.28,1.2800000000000011,0.0013824000000000013
weekly_chain,2026-07-06 00:00:00,65,"Подгузники детские бумажные, 10 шт.",nonfood,True,exact,1.0,488,"Подгузники детские бумажные (памперсы), 10 шт.",0.00114,100.72,0.7199999999999989,0.0008207999999999987
weekly_chain,2026-07-06 00:00:00,66,"Телевизор, шт.",nonfood,False,unmatched,0.46153846153846156,,,,100.05,0.04999999999999716,
weekly_chain,2026-07-06 00:00:00,67,"Смартфон, шт.",nonfood,True,exact,1.0,585,"Смартфон, шт.",0.00625,99.92,-0.0799999999999983,-0.0004999999999999894
weekly_chain,2026-07-06 00:00:00,68,"Доска обрезная, м3",nonfood,True,exact,1.0,213,"Доска обрезная, м3",0.00153,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,69,"Плиты древесностружечные, ориентированно-стружечные, м2",nonfood,True,exact,1.0,486,"Плиты древесностружечные, ориентированно-стружечные, м2",0.0008899999999999,99.81,-0.18999999999999773,-0.00016909999999997898
weekly_chain,2026-07-06 00:00:00,7,"Колбаса вареная, кг",food,True,exact,1.0,265,"Колбаса вареная, кг",0.00464,100.49,0.4899999999999949,0.0022735999999999763
