.pred,.row,ipc
0.29334572645123924,128,-0.4099999999999967
0.4454455953251473,129,0.20000000000000284
0.506346770155984,130,0.7199999999999989
0.27716783401125145,131,0.4000000000000057
0.3130947982800434,132,0.8599999999999994
0.7819166798500663,133,0.980000000000004
0.2980627108101233,134,0.6299999999999955
0.31642123850152115,135,0.480000000000004
0.7216827630284137,136,0.6400000000000006
0.25346396110164493,137,0.4099999999999966
0.029620945245065755,138,0.8299999999999983
0.1412211557626984,139,0.4000000000000057
0.3823792166345281,140,0.14000000000000057
0.3564161030117795,141,0.7900000000000063
0.4249742609773279,142,0.6099999999999994
0.34368132292946685,143,0.9000000000000057
0.5403453753877415,144,0.7199999999999989
0.6452299804284284,145,1.230000000000004
0.33332492780929496,146,0.4000000000000057
1.108600611854098,147,8.9
0.6742820086532171,148,1.6100000000000003
0.5566760125317768,149,0.09999999999999998
0.2556906780807436,150,-0.67
0.14405782794877997,151,-0.8700000000000002
