horizon,model,baseline,target_month,N_pair,N_planned,candidate_error,baseline_error,absolute_loss_difference
1,GroupsFixed,Huber,2025-08-01,24,24,0.7842150400304845,0.4758510219698593,0.3083640180606252
1,GroupsFixed,Huber,2025-09-01,24,24,-0.7599730405593916,-0.5926685301522383,0.16730451040715333
1,GroupsFixed,Huber,2025-10-01,24,24,0.1223745145122711,0.04322852017148193,0.07914599434078917
1,GroupsFixed,Huber,2025-11-01,24,24,0.5412472213145224,0.28456972568250194,0.25667749563202047
1,GroupsFixed,Huber,2025-12-01,24,24,0.42722762715406704,0.026409459671640434,0.4008181674824266
1,GroupsFixed,Huber,2026-01-01,24,24,-0.8506260643726028,-0.6083002726162761,0.24232579175632674
1,GroupsFixed,Huber,2026-02-01,24,24,-0.28854871329665743,-0.36631131555235186,-0.07776260225569442
1,GroupsFixed,Huber,2026-03-01,24,24,0.2263589728410106,0.20182310736899467,0.024535865472015916
1,GroupsFixed,Huber,2026-04-01,24,24,0.7505112058824355,0.7599688955821904,-0.009457689699754912
1,GroupsFixed,Huber,2026-05-01,24,24,0.17509004773328724,0.3110543073435821,-0.13596425961029485
1,GroupsFixed,Huber,2026-06-01,24,24,-0.7340607700694574,-1.0669420892676413,-0.332881319198184
1,GroupsFixed,Huber,2026-07-01,24,24,-0.33050970598416235,0.1490036062327107,0.18150609975145165
1,GroupsFixed,SeasonalNaive,2024-08-01,24,24,0.23362743026989724,-0.1599999999999966,0.07362743026990065
1,GroupsFixed,SeasonalNaive,2024-09-01,24,24,-0.43845958090250287,1.1299999999999955,-0.6915404190974925
1,GroupsFixed,SeasonalNaive,2024-10-01,24,24,-0.48874849678157073,-0.5600000000000023,-0.07125150321843154
1,GroupsFixed,SeasonalNaive,2024-11-01,24,24,-0.843215477434377,-0.7600000000000051,0.08321547743437185
1,GroupsFixed,SeasonalNaive,2024-12-01,24,24,-0.15904477323393518,-0.6199999999999903,-0.46095522676605516
1,GroupsFixed,SeasonalNaive,2025-01-01,24,24,-0.08282154963843258,0.030000000000001137,0.05282154963843144
1,GroupsFixed,SeasonalNaive,2025-02-01,24,24,-0.6744787913484572,-0.8100000000000023,-0.13552120865154504
1,GroupsFixed,SeasonalNaive,2025-03-01,24,24,-0.11452804901947,-0.28000000000000114,-0.16547195098053114
1,GroupsFixed,SeasonalNaive,2025-04-01,24,24,0.026216845803819,-0.15000000000000568,-0.12378315419618668
1,GroupsFixed,SeasonalNaive,2025-05-01,24,24,0.501310731392328,1.009999999999991,-0.508689268607663
1,GroupsFixed,SeasonalNaive,2025-06-01,24,24,0.3110265619813182,0.22000000000001307,0.0910265619813051
1,GroupsFixed,SeasonalNaive,2025-07-01,24,24,-0.12726345387359983,0.7099999999999937,-0.5827365461263939
1,GroupsFixed,SeasonalNaive,2025-08-01,24,24,0.7842150400304845,0.6599999999999966,0.12421504003048789
1,GroupsFixed,SeasonalNaive,2025-09-01,24,24,-0.7599730405593916,-0.37999999999999545,0.3799730405593962
1,GroupsFixed,SeasonalNaive,2025-10-01,24,24,0.1223745145122711,0.4899999999999949,-0.3676254854877238
1,GroupsFixed,SeasonalNaive,2025-11-01,24,24,0.5412472213145224,1.3499999999999943,-0.8087527786854719
1,GroupsFixed,SeasonalNaive,2025-12-01,24,24,0.42722762715406704,0.6199999999999903,-0.1927723728459233
1,GroupsFixed,SeasonalNaive,2026-01-01,24,24,-0.8506260643726028,-0.7299999999999898,0.12062606437261303
1,GroupsFixed,SeasonalNaive,2026-02-01,24,24,-0.28854871329665743,0.2400000000000091,0.04854871329664834
1,GroupsFixed,SeasonalNaive,2026-03-01,24,24,0.2263589728410106,0.269999999999996,-0.043641027158985435
1,GroupsFixed,SeasonalNaive,2026-04-01,24,24,0.7505112058824355,0.8100000000000023,-0.0594887941175668
1,GroupsFixed,SeasonalNaive,2026-05-01,24,24,0.17509004773328724,-0.1599999999999966,0.015090047733290646
1,GroupsFixed,SeasonalNaive,2026-06-01,24,24,-0.7340607700694574,-1.1000000000000085,-0.36593922993055117
1,GroupsFixed,SeasonalNaive,2026-07-01,24,24,-0.33050970598416235,-0.45999999999999375,-0.1294902940158314
1,GroupsFixed,Micro,2024-08-01,24,24,0.23362743026989724,0.18583689421154603,0.04779053605835121
1,GroupsFixed,Micro,2024-09-01,24,24,-0.43845958090250287,-0.28354040110563306,0.1549191797968698
1,GroupsFixed,Micro,2024-10-01,24,24,-0.48874849678157073,-0.4475691896953107,0.04117930708626005
1,GroupsFixed,Micro,2024-11-01,24,24,-0.843215477434377,-0.799222355727434,0.04399312170694292
1,GroupsFixed,Micro,2024-12-01,24,24,-0.15904477323393518,-0.16244744065736394,-0.0034026674234287624
1,GroupsFixed,Micro,2025-01-01,24,24,-0.08282154963843258,-0.06655494198363343,0.016266607654799148
1,GroupsFixed,Micro,2025-02-01,24,24,-0.6744787913484572,-0.6314981506068399,0.04298064074161734
1,GroupsFixed,Micro,2025-03-01,24,24,-0.11452804901947,-0.053570351575272346,0.060957697444197656
1,GroupsFixed,Micro,2025-04-01,24,24,0.026216845803819,0.08528632437420214,-0.05906947857038314
1,GroupsFixed,Micro,2025-05-01,24,24,0.501310731392328,0.6463432371809437,-0.1450325057886157
1,GroupsFixed,Micro,2025-06-01,24,24,0.3110265619813182,0.40109261263964435,-0.09006605065832618
1,GroupsFixed,Micro,2025-07-01,24,24,-0.12726345387359983,-0.023845867928731224,0.1034175859448686
1,GroupsFixed,Micro,2025-08-01,24,24,0.7842150400304845,0.8722340620638094,-0.0880190220333249
1,GroupsFixed,Micro,2025-09-01,24,24,-0.7599730405593916,-0.5479242417670475,0.21204879879234417
1,GroupsFixed,Micro,2025-10-01,24,24,0.1223745145122711,0.22376651566661976,-0.10139200115434865
1,GroupsFixed,Micro,2025-11-01,24,24,0.5412472213145224,0.5890425401434743,-0.04779531882895194
1,GroupsFixed,Micro,2025-12-01,24,24,0.42722762715406704,0.4545153480200589,-0.02728772086599185
1,GroupsFixed,Micro,2026-01-01,24,24,-0.8506260643726028,-0.7598814111532413,0.09074465321936154
1,GroupsFixed,Micro,2026-02-01,24,24,-0.28854871329665743,-0.2357492171756036,0.052799496121053835
1,GroupsFixed,Micro,2026-03-01,24,24,0.2263589728410106,0.32856696468775803,-0.10220799184674745
1,GroupsFixed,Micro,2026-04-01,24,24,0.7505112058824355,0.8933305633715384,-0.1428193574891029
1,GroupsFixed,Micro,2026-05-01,24,24,0.17509004773328724,0.31352201176172617,-0.13843196402843894
1,GroupsFixed,Micro,2026-06-01,24,24,-0.7340607700694574,-0.6545162688759948,0.07954450119346257
1,GroupsFixed,Micro,2026-07-01,24,24,-0.33050970598416235,-0.1887363742085203,0.14177333177564205
1,GroupsFixed,GroupsDated,2024-08-01,24,24,0.23362743026989724,0.21788366091123923,0.01574376935865801
1,GroupsFixed,GroupsDated,2024-09-01,24,24,-0.43845958090250287,-0.44988909068868643,-0.011429509786183567
1,GroupsFixed,GroupsDated,2024-10-01,24,24,-0.48874849678157073,-0.5006888303788609,-0.011940333597290187
1,GroupsFixed,GroupsDated,2024-11-01,24,24,-0.843215477434377,-0.8442211932593391,-0.0010057158249621168
1,GroupsFixed,GroupsDated,2024-12-01,24,24,-0.15904477323393518,-0.14162879879283963,0.01741597444109555
1,GroupsFixed,GroupsDated,2025-01-01,24,24,-0.08282154963843258,-0.05514497207641045,0.02767657756202213
1,GroupsFixed,GroupsDated,2025-02-01,24,24,-0.6744787913484572,-0.6711814368931267,0.0032973544553305256
1,GroupsFixed,GroupsDated,2025-03-01,24,24,-0.11452804901947,-0.10589605078828124,0.008631998231188764
1,GroupsFixed,GroupsDated,2025-04-01,24,24,0.026216845803819,0.03666658978891235,-0.010449743985093352
1,GroupsFixed,GroupsDated,2025-05-01,24,24,0.501310731392328,0.5058607491387649,-0.00455001774643693
1,GroupsFixed,GroupsDated,2025-06-01,24,24,0.3110265619813182,0.31037741102727157,0.0006491509540466067
1,GroupsFixed,GroupsDated,2025-07-01,24,24,-0.12726345387359983,-0.11112029378822202,0.016143160085377806
1,GroupsFixed,GroupsDated,2025-08-01,24,24,0.7842150400304845,0.8008286529093198,-0.016613612878835338
1,GroupsFixed,GroupsDated,2025-09-01,24,24,-0.7599730405593916,-0.7364241446014588,0.02354889595793286
1,GroupsFixed,GroupsDated,2025-10-01,24,24,0.1223745145122711,0.07620040446258713,0.04617411004968397
1,GroupsFixed,GroupsDated,2025-11-01,24,24,0.5412472213145224,0.48126061507325546,0.05998660624126695
1,GroupsFixed,GroupsDated,2025-12-01,24,24,0.42722762715406704,0.3714784910375941,0.05574913611647292
1,GroupsFixed,GroupsDated,2026-01-01,24,24,-0.8506260643726028,-0.8866536508573574,-0.03602758648475457
1,GroupsFixed,GroupsDated,2026-02-01,24,24,-0.28854871329665743,-0.26974230563863355,0.018806407658023883
1,GroupsFixed,GroupsDated,2026-03-01,24,24,0.2263589728410106,0.25587603576489937,-0.02951706292388878
1,GroupsFixed,GroupsDated,2026-04-01,24,24,0.7505112058824355,0.7446710703317053,0.005840135550730152
1,GroupsFixed,GroupsDated,2026-05-01,24,24,0.17509004773328724,0.16358190277820378,0.011508144955083455
1,GroupsFixed,GroupsDated,2026-06-01,24,24,-0.7340607700694574,-0.7341639715048913,-0.00010320143543396387
1,GroupsFixed,GroupsDated,2026-07-01,24,24,-0.33050970598416235,-0.2763779827447659,0.05413172323939647
1,GroupsDated,Ridge,2024-08-01,24,24,0.21788366091123923,0.010534832337924627,0.2073488285733146
1,GroupsDated,Ridge,2024-09-01,24,24,-0.44988909068868643,-0.12814750158511856,0.32174158910356787
1,GroupsDated,Ridge,2024-10-01,24,24,-0.5006888303788609,-0.45742628597942314,0.043262544399437775
1,GroupsDated,Ridge,2024-11-01,24,24,-0.8442211932593391,-0.892461594689749,-0.04824040143040986
1,GroupsDated,Ridge,2024-12-01,24,24,-0.14162879879283963,0.4314984125563228,-0.2898696137634832
1,GroupsDated,Ridge,2025-01-01,24,24,-0.05514497207641045,0.17694589296706908,-0.12180092089065864
1,GroupsDated,Ridge,2025-02-01,24,24,-0.6711814368931267,-0.8042696424575126,-0.13308820556438594
1,GroupsDated,Ridge,2025-03-01,24,24,-0.10589605078828124,-0.14865028948442216,-0.04275423869614092
1,GroupsDated,Ridge,2025-04-01,24,24,0.03666658978891235,0.36912572904506646,-0.3324591392561541
1,GroupsDated,Ridge,2025-05-01,24,24,0.5058607491387649,0.5469797017547222,-0.04111895261595733
1,GroupsDated,Ridge,2025-06-01,24,24,0.31037741102727157,0.055009854317333406,0.25536755670993816
1,GroupsDated,Ridge,2025-07-01,24,24,-0.11112029378822202,-0.4446481224601797,-0.3335278286719577
1,GroupsDated,Ridge,2025-08-01,24,24,0.8008286529093198,0.39810021919093685,0.40272843371838296
1,GroupsDated,Ridge,2025-09-01,24,24,-0.7364241446014588,-0.6003137435213262,0.13611040108013261
1,GroupsDated,Ridge,2025-10-01,24,24,0.07620040446258713,0.04846178145515978,0.027738623007427354
1,GroupsDated,Ridge,2025-11-01,24,24,0.48126061507325546,0.3338499551578451,0.14741065991541036
1,GroupsDated,Ridge,2025-12-01,24,24,0.3714784910375941,0.023697158586131195,0.3477813324514629
1,GroupsDated,Ridge,2026-01-01,24,24,-0.8866536508573574,-0.6078550696468028,0.27879858121055456
1,GroupsDated,Ridge,2026-02-01,24,24,-0.26974230563863355,-0.24945962948905276,0.02028267614958079
1,GroupsDated,Ridge,2026-03-01,24,24,0.25587603576489937,0.17563996131009674,0.08023607445480263
1,GroupsDated,Ridge,2026-04-01,24,24,0.7446710703317053,0.8227150608685179,-0.07804399053681255
1,GroupsDated,Ridge,2026-05-01,24,24,0.16358190277820378,0.32505420858630885,-0.16147230580810507
1,GroupsDated,Ridge,2026-06-01,24,24,-0.7341639715048913,-1.0294909707675828,-0.29532699926269146
1,GroupsDated,Ridge,2026-07-01,24,24,-0.2763779827447659,0.1461776044591545,0.13020037828561137
1,GroupsDated,Huber,2024-08-01,24,24,0.21788366091123923,-0.010722811326843384,0.20716084958439585
1,GroupsDated,Huber,2024-09-01,24,24,-0.44988909068868643,-0.15127140895228308,0.29861768173640335
1,GroupsDated,Huber,2024-10-01,24,24,-0.5006888303788609,-0.4607828987570173,0.03990593162184364
1,GroupsDated,Huber,2024-11-01,24,24,-0.8442211932593391,-0.9351277576874537,-0.09090656442811462
1,GroupsDated,Huber,2024-12-01,24,24,-0.14162879879283963,0.33717085649078626,-0.19554205769794664
1,GroupsDated,Huber,2025-01-01,24,24,-0.05514497207641045,0.18323589053740363,-0.1280909184609932
1,GroupsDated,Huber,2025-02-01,24,24,-0.6711814368931267,-0.6706243572502188,0.0005570796429078539
1,GroupsDated,Huber,2025-03-01,24,24,-0.10589605078828124,-0.12545608247035034,-0.0195600316820691
1,GroupsDated,Huber,2025-04-01,24,24,0.03666658978891235,0.4153875809224701,-0.3787209911335577
1,GroupsDated,Huber,2025-05-01,24,24,0.5058607491387649,0.5469980983768039,-0.04113734923803902
1,GroupsDated,Huber,2025-06-01,24,24,0.31037741102727157,0.03229069227610637,0.2780867187511652
1,GroupsDated,Huber,2025-07-01,24,24,-0.11112029378822202,-0.3507590533085363,-0.23963875952031427
1,GroupsDated,Huber,2025-08-01,24,24,0.8008286529093198,0.4758510219698593,0.3249776309394605
1,GroupsDated,Huber,2025-09-01,24,24,-0.7364241446014588,-0.5926685301522383,0.14375561444922047
1,GroupsDated,Huber,2025-10-01,24,24,0.07620040446258713,0.04322852017148193,0.0329718842911052
1,GroupsDated,Huber,2025-11-01,24,24,0.48126061507325546,0.28456972568250194,0.19669088939075352
1,GroupsDated,Huber,2025-12-01,24,24,0.3714784910375941,0.026409459671640434,0.3450690313659537
1,GroupsDated,Huber,2026-01-01,24,24,-0.8866536508573574,-0.6083002726162761,0.2783533782410813
1,GroupsDated,Huber,2026-02-01,24,24,-0.26974230563863355,-0.36631131555235186,-0.0965690099137183
1,GroupsDated,Huber,2026-03-01,24,24,0.25587603576489937,0.20182310736899467,0.0540529283959047
1,GroupsDated,Huber,2026-04-01,24,24,0.7446710703317053,0.7599688955821904,-0.015297825250485064
1,GroupsDated,Huber,2026-05-01,24,24,0.16358190277820378,0.3110543073435821,-0.1474724045653783
1,GroupsDated,Huber,2026-06-01,24,24,-0.7341639715048913,-1.0669420892676413,-0.33277811776275
1,GroupsDated,Huber,2026-07-01,24,24,-0.2763779827447659,0.1490036062327107,0.1273743765120552
1,GroupsDated,SeasonalNaive,2024-08-01,24,24,0.21788366091123923,-0.1599999999999966,0.05788366091124264
1,GroupsDated,SeasonalNaive,2024-09-01,24,24,-0.44988909068868643,1.1299999999999955,-0.680110909311309
1,GroupsDated,SeasonalNaive,2024-10-01,24,24,-0.5006888303788609,-0.5600000000000023,-0.05931116962114136
1,GroupsDated,SeasonalNaive,2024-11-01,24,24,-0.8442211932593391,-0.7600000000000051,0.08422119325933397
1,GroupsDated,SeasonalNaive,2024-12-01,24,24,-0.14162879879283963,-0.6199999999999903,-0.4783712012071507
1,GroupsDated,SeasonalNaive,2025-01-01,24,24,-0.05514497207641045,0.030000000000001137,0.02514497207640931
1,GroupsDated,SeasonalNaive,2025-02-01,24,24,-0.6711814368931267,-0.8100000000000023,-0.13881856310687557
1,GroupsDated,SeasonalNaive,2025-03-01,24,24,-0.10589605078828124,-0.28000000000000114,-0.1741039492117199
1,GroupsDated,SeasonalNaive,2025-04-01,24,24,0.03666658978891235,-0.15000000000000568,-0.11333341021109333
1,GroupsDated,SeasonalNaive,2025-05-01,24,24,0.5058607491387649,1.009999999999991,-0.504139250861226
1,GroupsDated,SeasonalNaive,2025-06-01,24,24,0.31037741102727157,0.22000000000001307,0.09037741102725849
1,GroupsDated,SeasonalNaive,2025-07-01,24,24,-0.11112029378822202,0.7099999999999937,-0.5988797062117717
1,GroupsDated,SeasonalNaive,2025-08-01,24,24,0.8008286529093198,0.6599999999999966,0.14082865290932323
1,GroupsDated,SeasonalNaive,2025-09-01,24,24,-0.7364241446014588,-0.37999999999999545,0.3564241446014633
1,GroupsDated,SeasonalNaive,2025-10-01,24,24,0.07620040446258713,0.4899999999999949,-0.41379959553740775
1,GroupsDated,SeasonalNaive,2025-11-01,24,24,0.48126061507325546,1.3499999999999943,-0.8687393849267389
1,GroupsDated,SeasonalNaive,2025-12-01,24,24,0.3714784910375941,0.6199999999999903,-0.24852150896239622
1,GroupsDated,SeasonalNaive,2026-01-01,24,24,-0.8866536508573574,-0.7299999999999898,0.1566536508573676
1,GroupsDated,SeasonalNaive,2026-02-01,24,24,-0.26974230563863355,0.2400000000000091,0.029742305638624456
1,GroupsDated,SeasonalNaive,2026-03-01,24,24,0.25587603576489937,0.269999999999996,-0.014123964235096653
1,GroupsDated,SeasonalNaive,2026-04-01,24,24,0.7446710703317053,0.8100000000000023,-0.06532892966829695
1,GroupsDated,SeasonalNaive,2026-05-01,24,24,0.16358190277820378,-0.1599999999999966,0.003581902778207191
1,GroupsDated,SeasonalNaive,2026-06-01,24,24,-0.7341639715048913,-1.1000000000000085,-0.3658360284951172
1,GroupsDated,SeasonalNaive,2026-07-01,24,24,-0.2763779827447659,-0.45999999999999375,-0.18362201725522787
1,GroupsDated,Micro,2024-08-01,24,24,0.21788366091123923,0.18583689421154603,0.0320467666996932
1,GroupsDated,Micro,2024-09-01,24,24,-0.44988909068868643,-0.28354040110563306,0.16634868958305338
1,GroupsDated,Micro,2024-10-01,24,24,-0.5006888303788609,-0.4475691896953107,0.05311964068355024
1,GroupsDated,Micro,2024-11-01,24,24,-0.8442211932593391,-0.799222355727434,0.044998837531905034
1,GroupsDated,Micro,2024-12-01,24,24,-0.14162879879283963,-0.16244744065736394,-0.020818641864524312
1,GroupsDated,Micro,2025-01-01,24,24,-0.05514497207641045,-0.06655494198363343,-0.011409969907222983
1,GroupsDated,Micro,2025-02-01,24,24,-0.6711814368931267,-0.6314981506068399,0.03968328628628681
1,GroupsDated,Micro,2025-03-01,24,24,-0.10589605078828124,-0.053570351575272346,0.05232569921300889
1,GroupsDated,Micro,2025-04-01,24,24,0.03666658978891235,0.08528632437420214,-0.04861973458528979
1,GroupsDated,Micro,2025-05-01,24,24,0.5058607491387649,0.6463432371809437,-0.14048248804217878
1,GroupsDated,Micro,2025-06-01,24,24,0.31037741102727157,0.40109261263964435,-0.09071520161237279
1,GroupsDated,Micro,2025-07-01,24,24,-0.11112029378822202,-0.023845867928731224,0.0872744258594908
1,GroupsDated,Micro,2025-08-01,24,24,0.8008286529093198,0.8722340620638094,-0.07140540915448956
1,GroupsDated,Micro,2025-09-01,24,24,-0.7364241446014588,-0.5479242417670475,0.18849990283441131
1,GroupsDated,Micro,2025-10-01,24,24,0.07620040446258713,0.22376651566661976,-0.14756611120403262
1,GroupsDated,Micro,2025-11-01,24,24,0.48126061507325546,0.5890425401434743,-0.10778192507021889
1,GroupsDated,Micro,2025-12-01,24,24,0.3714784910375941,0.4545153480200589,-0.08303685698246477
1,GroupsDated,Micro,2026-01-01,24,24,-0.8866536508573574,-0.7598814111532413,0.1267722397041161
1,GroupsDated,Micro,2026-02-01,24,24,-0.26974230563863355,-0.2357492171756036,0.03399308846302995
1,GroupsDated,Micro,2026-03-01,24,24,0.25587603576489937,0.32856696468775803,-0.07269092892285867
1,GroupsDated,Micro,2026-04-01,24,24,0.7446710703317053,0.8933305633715384,-0.14865949303983306
1,GroupsDated,Micro,2026-05-01,24,24,0.16358190277820378,0.31352201176172617,-0.1499401089835224
1,GroupsDated,Micro,2026-06-01,24,24,-0.7341639715048913,-0.6545162688759948,0.07964770262889653
1,GroupsDated,Micro,2026-07-01,24,24,-0.2763779827447659,-0.1887363742085203,0.08764160853624559
1,GroupsDated,GroupsFixed,2024-08-01,24,24,0.21788366091123923,0.23362743026989724,-0.01574376935865801
1,GroupsDated,GroupsFixed,2024-09-01,24,24,-0.44988909068868643,-0.43845958090250287,0.011429509786183567
1,GroupsDated,GroupsFixed,2024-10-01,24,24,-0.5006888303788609,-0.48874849678157073,0.011940333597290187
1,GroupsDated,GroupsFixed,2024-11-01,24,24,-0.8442211932593391,-0.843215477434377,0.0010057158249621168
1,GroupsDated,GroupsFixed,2024-12-01,24,24,-0.14162879879283963,-0.15904477323393518,-0.01741597444109555
1,GroupsDated,GroupsFixed,2025-01-01,24,24,-0.05514497207641045,-0.08282154963843258,-0.02767657756202213
1,GroupsDated,GroupsFixed,2025-02-01,24,24,-0.6711814368931267,-0.6744787913484572,-0.0032973544553305256
1,GroupsDated,GroupsFixed,2025-03-01,24,24,-0.10589605078828124,-0.11452804901947,-0.008631998231188764
1,GroupsDated,GroupsFixed,2025-04-01,24,24,0.03666658978891235,0.026216845803819,0.010449743985093352
1,GroupsDated,GroupsFixed,2025-05-01,24,24,0.5058607491387649,0.501310731392328,0.00455001774643693
1,GroupsDated,GroupsFixed,2025-06-01,24,24,0.31037741102727157,0.3110265619813182,-0.0006491509540466067
1,GroupsDated,GroupsFixed,2025-07-01,24,24,-0.11112029378822202,-0.12726345387359983,-0.016143160085377806
1,GroupsDated,GroupsFixed,2025-08-01,24,24,0.8008286529093198,0.7842150400304845,0.016613612878835338
1,GroupsDated,GroupsFixed,2025-09-01,24,24,-0.7364241446014588,-0.7599730405593916,-0.02354889595793286
1,GroupsDated,GroupsFixed,2025-10-01,24,24,0.07620040446258713,0.1223745145122711,-0.04617411004968397
1,GroupsDated,GroupsFixed,2025-11-01,24,24,0.48126061507325546,0.5412472213145224,-0.05998660624126695
1,GroupsDated,GroupsFixed,2025-12-01,24,24,0.3714784910375941,0.42722762715406704,-0.05574913611647292
1,GroupsDated,GroupsFixed,2026-01-01,24,24,-0.8866536508573574,-0.8506260643726028,0.03602758648475457
1,GroupsDated,GroupsFixed,2026-02-01,24,24,-0.26974230563863355,-0.28854871329665743,-0.018806407658023883
1,GroupsDated,GroupsFixed,2026-03-01,24,24,0.25587603576489937,0.2263589728410106,0.02951706292388878
1,GroupsDated,GroupsFixed,2026-04-01,24,24,0.7446710703317053,0.7505112058824355,-0.005840135550730152
1,GroupsDated,GroupsFixed,2026-05-01,24,24,0.16358190277820378,0.17509004773328724,-0.011508144955083455
1,GroupsDated,GroupsFixed,2026-06-01,24,24,-0.7341639715048913,-0.7340607700694574,0.00010320143543396387
1,GroupsDated,GroupsFixed,2026-07-01,24,24,-0.2763779827447659,-0.33050970598416235,-0.05413172323939647
2,Ridge,Huber,2024-08-01,24,24,-0.22285851280577162,-0.1637460179564414,0.05911249484933023
2,Ridge,Huber,2024-09-01,24,24,-0.20121432479955104,-0.18127398819800078,0.019940336601550257
2,Ridge,Huber,2024-10-01,24,24,-0.4734329502460497,-0.489592494902908,-0.016159544656858316
2,Ridge,Huber,2024-11-01,24,24,-1.0990772372578874,-1.062093039443809,0.03698419781407836
2,Ridge,Huber,2024-12-01,24,24,-0.2990775245643391,-0.013447246392303214,0.2856302781720359
2,Ridge,Huber,2025-01-01,24,24,0.16567000190184444,0.17349004804887613,-0.00782004614703169
2,Ridge,Huber,2025-02-01,24,24,-0.5884937052548622,-0.4855162199298917,0.10297748532497053
2,Ridge,Huber,2025-03-01,24,24,-0.2701259348715581,-0.17950802247813158,0.09061791239342654
2,Ridge,Huber,2025-04-01,24,24,0.15125234065492066,0.32357482568235696,-0.1723224850274363
2,Ridge,Huber,2025-05-01,24,24,0.5700519700101836,0.5681226301117022,0.0019293398984814303
2,Ridge,Huber,2025-06-01,24,24,0.1552308156800848,0.14439125480072335,0.010839560879361443
2,Ridge,Huber,2025-07-01,24,24,-0.33128856564621856,-0.3634504311384603,-0.03216186549224176
2,Ridge,Huber,2025-08-01,24,24,0.5389313594252343,0.6012636040496488,-0.06233224462441456
2,Ridge,Huber,2025-09-01,24,24,-0.5865487243131042,-0.590513556134681,-0.003964831821576809
2,Ridge,Huber,2025-10-01,24,24,0.059120913770769334,0.022530901022278726,0.03659001274849061
2,Ridge,Huber,2025-11-01,24,24,0.526539359730549,0.5616134896538227,-0.035074129923273745
2,Ridge,Huber,2025-12-01,24,24,0.34266830959812467,0.36968578383121553,-0.027017474233090866
2,Ridge,Huber,2026-01-01,24,24,-0.5955404842890886,-0.6040514701391544,-0.008510985850065822
2,Ridge,Huber,2026-02-01,24,24,-0.36145304578907655,-0.6557378452114477,-0.2942847994223712
2,Ridge,Huber,2026-03-01,24,24,0.15772066925065076,0.26434274197997354,-0.10662207272932278
2,Ridge,Huber,2026-04-01,24,24,0.885550586984877,0.8776357478905794,0.007914839094297577
2,Ridge,Huber,2026-05-01,24,24,0.3524366769258904,0.3350550222066886,0.017381654719201833
2,Ridge,Huber,2026-06-01,24,24,-0.898373488629332,-1.0263111695610974,-0.12793768093176539
2,Ridge,Huber,2026-07-01,24,24,-0.6212250366499461,-0.5908282247541194,0.03039681189582666
2,Ridge,SeasonalNaive,2024-08-01,24,24,-0.22285851280577162,-0.1599999999999966,0.06285851280577504
2,Ridge,SeasonalNaive,2024-09-01,24,24,-0.20121432479955104,1.1299999999999955,-0.9287856752004444
2,Ridge,SeasonalNaive,2024-10-01,24,24,-0.4734329502460497,-0.5600000000000023,-0.08656704975395257
2,Ridge,SeasonalNaive,2024-11-01,24,24,-1.0990772372578874,-0.7600000000000051,0.3390772372578823
2,Ridge,SeasonalNaive,2024-12-01,24,24,-0.2990775245643391,-0.6199999999999903,-0.3209224754356512
2,Ridge,SeasonalNaive,2025-01-01,24,24,0.16567000190184444,0.030000000000001137,0.1356700019018433
2,Ridge,SeasonalNaive,2025-02-01,24,24,-0.5884937052548622,-0.8100000000000023,-0.22150629474514005
2,Ridge,SeasonalNaive,2025-03-01,24,24,-0.2701259348715581,-0.28000000000000114,-0.009874065128443021
2,Ridge,SeasonalNaive,2025-04-01,24,24,0.15125234065492066,-0.15000000000000568,0.001252340654914974
2,Ridge,SeasonalNaive,2025-05-01,24,24,0.5700519700101836,1.009999999999991,-0.4399480299898073
2,Ridge,SeasonalNaive,2025-06-01,24,24,0.1552308156800848,0.22000000000001307,-0.06476918431992829
2,Ridge,SeasonalNaive,2025-07-01,24,24,-0.33128856564621856,0.7099999999999937,-0.3787114343537752
2,Ridge,SeasonalNaive,2025-08-01,24,24,0.5389313594252343,0.6599999999999966,-0.1210686405747623
2,Ridge,SeasonalNaive,2025-09-01,24,24,-0.5865487243131042,-0.37999999999999545,0.20654872431310878
2,Ridge,SeasonalNaive,2025-10-01,24,24,0.059120913770769334,0.4899999999999949,-0.43087908622922555
2,Ridge,SeasonalNaive,2025-11-01,24,24,0.526539359730549,1.3499999999999943,-0.8234606402694453
2,Ridge,SeasonalNaive,2025-12-01,24,24,0.34266830959812467,0.6199999999999903,-0.27733169040186567
2,Ridge,SeasonalNaive,2026-01-01,24,24,-0.5955404842890886,-0.7299999999999898,-0.1344595157109012
2,Ridge,SeasonalNaive,2026-02-01,24,24,-0.36145304578907655,0.2400000000000091,0.12145304578906746
2,Ridge,SeasonalNaive,2026-03-01,24,24,0.15772066925065076,0.269999999999996,-0.11227933074934526
2,Ridge,SeasonalNaive,2026-04-01,24,24,0.885550586984877,0.8100000000000023,0.07555058698487471
2,Ridge,SeasonalNaive,2026-05-01,24,24,0.3524366769258904,-0.1599999999999966,0.19243667692589383
2,Ridge,SeasonalNaive,2026-06-01,24,24,-0.898373488629332,-1.1000000000000085,-0.20162651137067655
2,Ridge,SeasonalNaive,2026-07-01,24,24,-0.6212250366499461,-0.45999999999999375,0.16122503664995236
2,Ridge,Micro,2024-08-01,24,24,-0.22285851280577162,0.1577606057404936,0.06509790706527802
2,Ridge,Micro,2024-09-01,24,24,-0.20121432479955104,-0.28513750105423147,-0.08392317625468043
2,Ridge,Micro,2024-10-01,24,24,-0.4734329502460497,-0.4905076537122347,-0.017074703466185004
