model,observation_cutoff,status,reason,cutoff,weight_vintage,weight_policy,representation,parent_method,basket_items,observed_weight,native_model_weight,fallback_item_weight,residual_parent_weight,forecast_weight,fallback_items,residual_buckets,historical_classification,group_fallbacks,aggregation,cross_year_policy
Ridge,2023-08-01,available,,,,,,,,,,,,,,,,,,
Huber,2023-08-01,available,,,,,,,,,,,,,,,,,,
SeasonalNaive,2023-08-01,available,,,,,,,,,,,,,,,,,,
Micro,2023-08-01,available,,2023-08-01,2023-01-01,"latest vintage at cutoff, frozen through forecast horizon",raw,parent_seasonal,540.0,0.9927199999999986,0.8934299999999991,0.1044099999999995,0.002160000000001393,1.0,"[{'item_code': 786, 'name': 'Поездка на отдых в Турцию, поездка', 'weight': 0.00112, 'parent': 67, 'reason': 'insufficient_training_rows', 'offset': 1.1166668333333343, 'last_observation': '2023-08-01'}, {'item_code': 851, 'name': 'Активированный уголь, 250 мг, 10 таблеток', 'weight': 0.00048, 'parent': 21, 'reason': 'insufficient_training_rows', 'offset': 0.37777744444444433, 'last_observation': '2023-08-01'}, {'item_code': 852, 'name': 'Бисакодил, 5 мг, 10 таблеток', 'weight': 0.00044, 'parent': 21, 'reason': 'insufficient_training_rows', 'offset': 0.3261111111111106, 'last_observation': '2023-08-01'}, {'item_code': 970, 'name': 'Сливки питьевые, л', 'weight': 0.00127, 'parent': 24, 'reason': 'short_history', 'offset': 0.03777766666666496, 'last_observation': '2023-08-01'}, {'item_code': 971, 'name': 'Зелень свежая, кг', 'weight': 0.0009, 'parent': 33, 'reason': 'short_history', 'offset': 0.6666671111111123, 'last_observation': '2023-08-01'}, {'item_code': 972, 'name': 'Грибы свежие, кг', 'weight': 0.00196, 'parent': 33, 'reason': 'short_history', 'offset': 0.4033333333333352, 'last_observation': '2023-08-01'}, {'item_code': 973, 'name': 'Ягоды замороженные, кг', 'weight': 0.00034, 'parent': 33, 'reason': 'short_history', 'offset': 0.5683337222222238, 'last_observation': '2023-08-01'}, {'item_code': 975, 'name': 'Дезинфицирующее средство для поверхностей, л', 'weight': 0.00279, 'parent': 25, 'reason': 'short_history', 'offset': -0.46222244444444427, 'last_observation': '2023-08-01'}, {'item_code': 976, 'name': 'Гель для душа, 250 мл', 'weight': 0.00162, 'parent': 30, 'reason': 'short_history', 'offset': -0.2805554444444438, 'last_observation': '2023-08-01'}, {'item_code': 977, 'name': 'Мыло туалетное жидкое, 250 мл', 'weight': 0.00116, 'parent': 30, 'reason': 'short_history', 'offset': -0.11444394444444504, 'last_observation': '2023-08-01'}, {'item_code': 978, 'name': 'Дезодорант, 50 мл', 'weight': 0.00127, 'parent': 30, 'reason': 'short_history', 'offset': -0.5594441111111108, 'last_observation': '2023-08-01'}, {'item_code': 979, 'name': 'Кресло мягкое, шт.', 'weight': 0.00162, 'parent': 20, 'reason': 'short_history', 'offset': 0.006666277777777434, 'last_observation': '2023-08-01'}, {'item_code': 980, 'name': 'Матрас для взрослых, шт.', 'weight': 0.00095, 'parent': 20, 'reason': 'short_history', 'offset': -0.03500050000000085, 'last_observation': '2023-08-01'}, {'item_code': 981, 'name': 'Салфетки влажные, упаковка 20 шт.', 'weight': 0.00064, 'parent': 54, 'reason': 'short_history', 'offset': -0.47079627777777705, 'last_observation': '2023-08-01'}, {'item_code': 982, 'name': 'Бумажные столовые салфетки, упаковка 10 шт.', 'weight': 0.0018, 'parent': 54, 'reason': 'short_history', 'offset': 0.034203555555556084, 'last_observation': '2023-08-01'}, {'item_code': 983, 'name': 'Бумажные носовые платки, упаковка 10 шт.', 'weight': 0.0005999999999999, 'parent': 54, 'reason': 'short_history', 'offset': 0.1869815000000009, 'last_observation': '2023-08-01'}, {'item_code': 984, 'name': 'Прокладки женские гигиенические, 10 шт.', 'weight': 0.00124, 'parent': 54, 'reason': 'short_history', 'offset': -0.13246355555555547, 'last_observation': '2023-08-01'}, {'item_code': 985, 'name': 'Наушники беспроводные, шт.', 'weight': 0.00199, 'parent': 37, 'reason': 'short_history', 'offset': -0.5977777777777781, 'last_observation': '2023-08-01'}, {'item_code': 986, 'name': 'Азитромицин, 500 мг, 10 капсул (таблеток)', 'weight': 0.00036, 'parent': 21, 'reason': 'short_history', 'offset': -0.33222200000000157, 'last_observation': '2023-08-01'}, {'item_code': 987, 'name': 'Цефтриаксон, 1 г', 'weight': 0.00032, 'parent': 21, 'reason': 'short_history', 'offset': 0.34500022222222054, 'last_observation': '2023-08-01'}, {'item_code': 988, 'name': 'Осельтамивир (Номидес), 75 мг, 10 капсул', 'weight': 0.00047, 'parent': 21, 'reason': 'short_history', 'offset': -0.23388900000000096, 'last_observation': '2023-08-01'}, {'item_code': 990, 'name': 'Колекальциферол (Витамин Д3), 10 мл', 'weight': 0.00041, 'parent': 21, 'reason': 'short_history', 'offset': -0.04777811111111103, 'last_observation': '2023-08-01'}, {'item_code': 991, 'name': 'Умифеновир (Арбидол), 100 мг, 10 капсул (таблеток)', 'weight': 0.00045, 'parent': 21, 'reason': 'short_history', 'offset': -0.2822221111111113, 'last_observation': '2023-08-01'}, {'item_code': 992, 'name': 'Амлодипин, 10 мг, 10 таблеток', 'weight': 0.00042, 'parent': 21, 'reason': 'short_history', 'offset': -0.023333166666667973, 'last_observation': '2023-08-01'}, {'item_code': 993, 'name': 'Омепразол, 20 мг, 10 таблеток', 'weight': 0.00054, 'parent': 21, 'reason': 'short_history', 'offset': -0.019444611111111954, 'last_observation': '2023-08-01'}, {'item_code': 995, 'name': 'Амоксициллин с клавулановой кислотой, 500 мг+125мг, 10 таблеток', 'weight': 0.00046, 'parent': 21, 'reason': 'short_history', 'offset': -0.1955553888888891, 'last_observation': '2023-08-01'}, {'item_code': 996, 'name': 'Ибупрофен, 200 мг, 10 таблеток', 'weight': 0.00049, 'parent': 21, 'reason': 'short_history', 'offset': 0.18500005555555532, 'last_observation': '2023-08-01'}, {'item_code': 997, 'name': 'Шприцы одноразовые, шт.', 'weight': 0.00022, 'parent': 21, 'reason': 'short_history', 'offset': -0.2900003888888894, 'last_observation': '2023-08-01'}, {'item_code': 998, 'name': 'Санитарно-гигиеническая маска (медицинская), шт.', 'weight': 0.00037, 'parent': 21, 'reason': 'short_history', 'offset': -0.6972225000000015, 'last_observation': '2023-08-01'}, {'item_code': 999, 'name': 'Антисептик для рук, 100 мл', 'weight': 0.00036, 'parent': 21, 'reason': 'short_history', 'offset': -0.009444500000001533, 'last_observation': '2023-08-01'}, {'item_code': 1000, 'name': 'Термометр медицинский безртутный (галинстановый), шт.', 'weight': 0.0001, 'parent': 21, 'reason': 'short_history', 'offset': -0.31611094444444476, 'last_observation': '2023-08-01'}, {'item_code': 1001, 'name': 'Установка натяжного потолка, м2', 'weight': 0.00068, 'parent': 12, 'reason': 'short_history', 'offset': -0.15111111111111106, 'last_observation': '2023-08-01'}, {'item_code': 1002, 'name': 'Услуги аренды автомобилей, час', 'weight': 0.00022, 'parent': 47, 'reason': 'short_history', 'offset': -0.2155556111111107, 'last_observation': '2023-08-01'}, {'item_code': 1003, 'name': 'Подписка на онлайн-видеосервисы, месяц', 'weight': 0.00629, 'parent': 48, 'reason': 'short_history', 'offset': 0.38999983333333355, 'last_observation': '2023-08-01'}, {'item_code': 1004, 'name': 'Проживание в гостинице 1* или в мотеле, сутки с человека', 'weight': 0.0002, 'parent': 55, 'reason': 'short_history', 'offset': -0.30669827777777825, 'last_observation': '2023-08-01'}, {'item_code': 1005, 'name': 'Проживание в гостинице 2*, сутки с человека', 'weight': 0.00036, 'parent': 55, 'reason': 'short_history', 'offset': -0.30669827777777825, 'last_observation': '2023-08-01'}, {'item_code': 1006, 'name': 'Проживание в гостинице 3*, сутки с человека', 'weight': 0.0005999999999999, 'parent': 55, 'reason': 'short_history', 'offset': 0.6833017222222222, 'last_observation': '2023-08-01'}, {'item_code': 1007, 'name': 'Проживание в гостинице 4*-5*, сутки с человека', 'weight': 0.0005999999999999, 'parent': 55, 'reason': 'short_history', 'offset': -0.15225383333333375, 'last_observation': '2023-08-01'}, {'item_code': 1008, 'name': 'Проживание в хостеле, сутки с человека', 'weight': 9e-05, 'parent': 55, 'reason': 'short_history', 'offset': 0.40441283333333344, 'last_observation': '2023-08-01'}, {'item_code': 1009, 'name': 'Экскурсионные туры по России, поездка', 'weight': 0.00041, 'parent': 55, 'reason': 'short_history', 'offset': 0.23941283333333274, 'last_observation': '2023-08-01'}, {'item_code': 1011, 'name': 'Поездка на отдых в ОАЭ, поездка', 'weight': 0.00027, 'parent': 67, 'reason': 'short_history', 'offset': -2.0905559444444446, 'last_observation': '2023-08-01'}, {'item_code': 1012, 'name': 'Услуги сиделок, час', 'weight': 0.00094, 'parent': 22, 'reason': 'short_history', 'offset': -0.13166666666666613, 'last_observation': '2023-08-01'}, {'item_code': 1013, 'name': 'Диагностика на магнитно-резонансном или компьютерном томографе, услуга', 'weight': 0.0004, 'parent': 22, 'reason': 'short_history', 'offset': 0.10166666666666736, 'last_observation': '2023-08-01'}, {'item_code': 1014, 'name': 'Гастроскопия (ФГДС, ЭГДС), услуга', 'weight': 0.0005, 'parent': 22, 'reason': 'short_history', 'offset': -0.021666666666665908, 'last_observation': '2023-08-01'}, {'item_code': 1015, 'name': 'Комиссия банка за перевод средств с карты на карту клиенту другого банка на территории России, услуга', 'weight': 0.00032, 'parent': 55, 'reason': 'short_history', 'offset': -0.11225383333333383, 'last_observation': '2023-08-01'}, {'item_code': 1020, 'name': 'Аскорбиновая кислота, 50 мг, 100 драже', 'weight': 0.00049, 'parent': 21, 'reason': 'short_history', 'offset': 0.1883333888888888, 'last_observation': '2023-08-01'}, {'item_code': 1021, 'name': 'Афобазол, 10 мг, 30 таблеток', 'weight': 0.00042, 'parent': 21, 'reason': 'short_history', 'offset': 0.31111127777777625, 'last_observation': '2023-08-01'}, {'item_code': 1022, 'name': 'Ацетилцистеин (АЦЦ), 600 мг, 10 таблеток', 'weight': 0.00042, 'parent': 21, 'reason': 'short_history', 'offset': 0.4072223888888884, 'last_observation': '2023-08-01'}, {'item_code': 1023, 'name': 'Аципол, 30 капсул', 'weight': 0.00049, 'parent': 21, 'reason': 'short_history', 'offset': -0.052777666666668686, 'last_observation': '2023-08-01'}, {'item_code': 1024, 'name': 'Валерианы экстракт, 20 мг, 10 таблеток', 'weight': 0.00023, 'parent': 21, 'reason': 'short_history', 'offset': -0.565555722222223, 'last_observation': '2023-08-01'}, {'item_code': 1025, 'name': 'Газета в розницу, шт.', 'weight': 0.00055, 'parent': 32, 'reason': 'short_history', 'offset': -0.0433333333333334, 'last_observation': '2023-08-01'}, {'item_code': 1026, 'name': 'Гриппферон, 10000 МЕ/мл, 10 мл', 'weight': 0.00042, 'parent': 21, 'reason': 'short_history', 'offset': -0.19888861111111172, 'last_observation': '2023-08-01'}, {'item_code': 1027, 'name': 'Ингавирин, 90 мг, 10 капсул', 'weight': 0.00048, 'parent': 21, 'reason': 'short_history', 'offset': -0.15999977777777807, 'last_observation': '2023-08-01'}, {'item_code': 1028, 'name': 'Канефрон Н, 60 таблеток', 'weight': 0.00023, 'parent': 21, 'reason': 'short_history', 'offset': 0.3049997777777765, 'last_observation': '2023-08-01'}, {'item_code': 1029, 'name': 'Кеторол Экспресс, 10 мг, 10 таблеток', 'weight': 0.00047, 'parent': 21, 'reason': 'short_history', 'offset': 0.3449997777777764, 'last_observation': '2023-08-01'}, {'item_code': 1030, 'name': 'Клубная карта в фитнес-клуб, месяц', 'weight': 0.0008899999999999, 'parent': 55, 'reason': 'short_history', 'offset': -0.04114272222222266, 'last_observation': '2023-08-01'}, {'item_code': 1032, 'name': 'Кроссовые туфли для взрослых, пара', 'weight': 0.00332, 'parent': 27, 'reason': 'short_history', 'offset': 0.3205556666666662, 'last_observation': '2023-08-01'}, {'item_code': 1033, 'name': 'Ксарелто, 20 мг, 10 таблеток', 'weight': 0.00043, 'parent': 21, 'reason': 'short_history', 'offset': -0.10555555555555667, 'last_observation': '2023-08-01'}, {'item_code': 1034, 'name': 'Магне В6, 10 таблеток', 'weight': 0.00044, 'parent': 21, 'reason': 'short_history', 'offset': -0.2205556111111125, 'last_observation': '2023-08-01'}, {'item_code': 1035, 'name': 'Метилурацил, 10 % мазь, 25 г', 'weight': 0.00045, 'parent': 21, 'reason': 'short_history', 'offset': -0.2822227222222232, 'last_observation': '2023-08-01'}, {'item_code': 1036, 'name': 'Мидокалм, 150 мг, 30 таблеток', 'weight': 0.00047, 'parent': 21, 'reason': 'short_history', 'offset': 0.04166649999999884, 'last_observation': '2023-08-01'}, {'item_code': 1037, 'name': 'Мирамистин, 0,01%, 150 мл', 'weight': 0.00051, 'parent': 21, 'reason': 'short_history', 'offset': -0.07555594444444501, 'last_observation': '2023-08-01'}, {'item_code': 1038, 'name': 'Натрия хлорид, 0,9%, 100 мл', 'weight': 0.00045, 'parent': 21, 'reason': 'short_history', 'offset': 0.5894440555555549, 'last_observation': '2023-08-01'}, {'item_code': 1039, 'name': 'Нафазолин, 0,1%, 15 мл', 'weight': 0.00051, 'parent': 21, 'reason': 'short_history', 'offset': 0.6227777777777767, 'last_observation': '2023-08-01'}, {'item_code': 1040, 'name': 'Парацетамол, 500 мг, 10 таблеток', 'weight': 0.00049, 'parent': 21, 'reason': 'short_history', 'offset': -0.6738889444444456, 'last_observation': '2023-08-01'}, {'item_code': 1041, 'name': 'Перекись водорода, 3%, 100 мл', 'weight': 0.00052, 'parent': 21, 'reason': 'short_history', 'offset': -0.2955554444444459, 'last_observation': '2023-08-01'}, {'item_code': 1042, 'name': 'Пиво, л', 'weight': 0.00347, 'parent': 11, 'reason': 'short_history', 'offset': -0.18333305555555532, 'last_observation': '2023-08-01'}, {'item_code': 1043, 'name': 'Поездка на отдых в Египет, поездка', 'weight': 0.0002, 'parent': 67, 'reason': 'short_history', 'offset': -1.2199995555555547, 'last_observation': '2023-08-01'}, {'item_code': 1044, 'name': 'Поливитамины, 10 шт.', 'weight': 0.0005, 'parent': 21, 'reason': 'short_history', 'offset': 0.05222216666666589, 'last_observation': '2023-08-01'}, {'item_code': 1045, 'name': 'Ренгалин, 20 таблеток', 'weight': 0.00047, 'parent': 21, 'reason': 'short_history', 'offset': -0.15833316666666755, 'last_observation': '2023-08-01'}, {'item_code': 1046, 'name': 'Сигареты с фильтром, пачка', 'weight': 0.00743, 'parent': 40, 'reason': 'short_history', 'offset': 0.0, 'last_observation': '2023-08-01'}, {'item_code': 1047, 'name': 'Синупрет, 50 таблеток', 'weight': 0.00016, 'parent': 21, 'reason': 'short_history', 'offset': 0.3233332222222221, 'last_observation': '2023-08-01'}, {'item_code': 1048, 'name': 'Сумка женская, шт.', 'weight': 0.00159, 'parent': 13, 'reason': 'short_history', 'offset': 0.10777766666666604, 'last_observation': '2023-08-01'}, {'item_code': 1049, 'name': 'Творог, кг', 'weight': 0.00581, 'parent': 24, 'reason': 'short_history', 'offset': 0.09277761111111005, 'last_observation': '2023-08-01'}, {'item_code': 1050, 'name': 'Туфли женские закрытые, пара', 'weight': 0.00206, 'parent': 27, 'reason': 'short_history', 'offset': 0.18388894444444365, 'last_observation': '2023-08-01'}, {'item_code': 1051, 'name': 'Туфли женские летние, босоножки, пара', 'weight': 0.0019, 'parent': 27, 'reason': 'short_history', 'offset': 0.1677775555555559, 'last_observation': '2023-08-01'}, {'item_code': 1052, 'name': 'Фосфоглив, 10 капсул', 'weight': 0.0005, 'parent': 21, 'reason': 'short_history', 'offset': -0.30000011111111274, 'last_observation': '2023-08-01'}, {'item_code': 1053, 'name': 'Фуросемид, 40 мг, 10 таблеток', 'weight': 0.00044, 'parent': 21, 'reason': 'short_history', 'offset': 0.7211111111111106, 'last_observation': '2023-08-01'}, {'item_code': 1054, 'name': 'Хлеб и булочные изделия из пшеничной муки различных сортов, кг', 'weight': 0.00673, 'parent': 49, 'reason': 'short_history', 'offset': 0.07333372222222165, 'last_observation': '2023-08-01'}, {'item_code': 1055, 'name': 'Цитрамон, 10 таблеток', 'weight': 0.00047, 'parent': 21, 'reason': 'short_history', 'offset': -0.27111088888889, 'last_observation': '2023-08-01'}, {'item_code': 1056, 'name': 'Энтеросгель, 225 г', 'weight': 0.00044, 'parent': 21, 'reason': 'short_history', 'offset': 0.1905553888888889, 'last_observation': '2023-08-01'}, {'item_code': 1057, 'name': 'Эргоферон, 20 таблеток', 'weight': 0.00048, 'parent': 21, 'reason': 'short_history', 'offset': -0.14888877777777765, 'last_observation': '2023-08-01'}, {'item_code': 1058, 'name': 'Эуфиллин, 150 мг, 10 таблеток', 'weight': 0.00042, 'parent': 21, 'reason': 'short_history', 'offset': 0.6044442777777772, 'last_observation': '2023-08-01'}, {'item_code': 1060, 'name': 'Поездки в страны Закавказья, поездка', 'weight': 0.00088, 'parent': 67, 'reason': 'short_history', 'offset': -0.012778055555554287, 'last_observation': '2023-08-01'}, {'item_code': 1065, 'name': 'Поездки в отдельные страны Юго-Восточной Азии, поездка', 'weight': 0.00014, 'parent': 67, 'reason': 'short_history', 'offset': -0.8483333888888885, 'last_observation': '2023-08-01'}, {'item_code': 1066, 'name': 'Молоко питьевое цельное пастеризованное более 3,2% жирности, л', 'weight': 0.00234, 'parent': 24, 'reason': 'short_history', 'offset': -0.145555611111112, 'last_observation': '2023-08-01'}, {'item_code': 1067, 'name': 'Творожок детский, кг', 'weight': 9e-05, 'parent': 24, 'reason': 'short_history', 'offset': -0.11611105555555747, 'last_observation': '2023-08-01'}, {'item_code': 1068, 'name': 'Молоко для детей, л', 'weight': 5e-05, 'parent': 24, 'reason': 'short_history', 'offset': 0.06611138888888807, 'last_observation': '2023-08-01'}, {'item_code': 1069, 'name': 'Сухие приправы, специи, кг', 'weight': 0.00173, 'parent': 53, 'reason': 'short_history', 'offset': -0.35812344444444477, 'last_observation': '2023-08-01'}, {'item_code': 1070, 'name': 'Трикотажный головной убор для взрослых, шт.', 'weight': 0.0005999999999999, 'parent': 43, 'reason': 'short_history', 'offset': -0.1750003333333328, 'last_observation': '2023-08-01'}, {'item_code': 1071, 'name': 'Крем детский, 100 г (100 мл)', 'weight': 0.00227, 'parent': 30, 'reason': 'short_history', 'offset': 0.32999999999999907, 'last_observation': '2023-08-01'}, {'item_code': 1072, 'name': 'Чемодан, шт.', 'weight': 0.00123, 'parent': 13, 'reason': 'short_history', 'offset': -0.10111133333333476, 'last_observation': '2023-08-01'}, {'item_code': 1073, 'name': 'Бумага офисная, упаковка 500 листов', 'weight': 0.00042, 'parent': 54, 'reason': 'short_history', 'offset': 0.06753711111111234, 'last_observation': '2023-08-01'}, {'item_code': 1074, 'name': 'Смарт-часы, шт.', 'weight': 0.0002, 'parent': 37, 'reason': 'short_history', 'offset': 0.4466664999999992, 'last_observation': '2023-08-01'}, {'item_code': 1075, 'name': 'Коньки, пара', 'weight': 0.0009, 'parent': 54, 'reason': 'short_history', 'offset': 0.0897593333333341, 'last_observation': '2023-08-01'}, {'item_code': 1076, 'name': 'Гипсокартон, м2', 'weight': 0.00057, 'parent': 38, 'reason': 'short_history', 'offset': -0.25500027777777806, 'last_observation': '2023-08-01'}, {'item_code': 1077, 'name': 'Кресло детское автомобильное, шт.', 'weight': 0.00057, 'parent': 17, 'reason': 'short_history', 'offset': 0.001666500000000484, 'last_observation': '2023-08-01'}, {'item_code': 1078, 'name': 'Соска (пустышка) детская, шт.', 'weight': 0.00014, 'parent': 21, 'reason': 'short_history', 'offset': -0.489999944444445, 'last_observation': '2023-08-01'}, {'item_code': 1079, 'name': 'Бутылочка для кормления, шт.', 'weight': 0.00117, 'parent': 21, 'reason': 'short_history', 'offset': -0.03000033333333363, 'last_observation': '2023-08-01'}, {'item_code': 1080, 'name': 'Ингалипт, аэрозоль для местного применения, 30 мл', 'weight': 0.00056, 'parent': 21, 'reason': 'short_history', 'offset': -0.49777750000000115, 'last_observation': '2023-08-01'}, {'item_code': 1083, 'name': 'Поездка на отдых на Черноморское побережье России и в Крым, поездка', 'weight': 0.00064, 'parent': 55, 'reason': 'short_history', 'offset': 2.208857055555554, 'last_observation': '2023-08-01'}, {'item_code': 1105, 'name': 'Воздушный и железнодорожный транспорт', 'weight': 0.00512, 'parent': 47, 'reason': 'no_item_history', 'offset': 0.0, 'last_observation': None}]",{'53': 0.0021599999999999953},"revised source hierarchy, not real-time publication vintages",,,
GroupsFixed,2023-08-01,available,,,2023-01-01,,,,,1.0,,,,1.0,,,,[],fixed,freeze
GroupsDated,2023-08-01,available,,,2023-01-01,,,,,1.0,,,,1.0,,,,[],dated,freeze
Ridge,2023-09-01,available,,,,,,,,,,,,,,,,,,
Huber,2023-09-01,available,,,,,,,,,,,,,,,,,,
SeasonalNaive,2023-09-01,available,,,,,,,,,,,,,,,,,,
