Date,Model,Forecast_MoM
2026-04-01,ETS,1.053059144236915
2026-05-01,ETS,0.620061780544205
2026-06-01,ETS,0.6760713565313666
2026-07-01,ETS,1.0160789919183868
2026-08-01,ETS,0.6380720420166506
2026-09-01,ETS,0.977080945654515
2026-10-01,ETS,0.6710668796395385
2026-11-01,ETS,0.6190685300995978
2026-12-01,ETS,0.7160733868065705
2027-01-01,ETS,0.587757387819624
2027-02-01,ETS,0.5750851116007651
2027-03-01,ETS,1.0013499266816177
2027-04-01,ETS,1.096341192404319
2027-05-01,ETS,0.6633438287116087
2027-06-01,ETS,0.7193534046987704
2027-07-01,ETS,1.0593610400857905
2027-08-01,ETS,0.6813540901840544
2027-09-01,ETS,1.0203629938219188
2027-10-01,ETS,0.7143489278069423
2027-11-01,ETS,0.6623505782670016
2027-12-01,ETS,0.7593554349739743
