Date,Model,Forecast_MoM
2026-04-01,Ridge_Ext,0.6736299716543641
2026-05-01,Ridge_Ext,0.3467799459195078
2026-06-01,Ridge_Ext,0.5795424178426174
2026-07-01,Ridge_Ext,0.9420261740744706
2026-08-01,Ridge_Ext,0.4583174126545799
2026-09-01,Ridge_Ext,0.7617819266660888
2026-10-01,Ridge_Ext,0.42342953678567596
2026-11-01,Ridge_Ext,0.5808407331155792
2026-12-01,Ridge_Ext,0.5622982175660667
2027-01-01,Ridge_Ext,0.30422280016840375
2027-02-01,Ridge_Ext,0.4053760845328469
2027-03-01,Ridge_Ext,0.3219563470875215
2027-04-01,Ridge_Ext,0.6767407490440291
2027-05-01,Ridge_Ext,0.34416993996426015
2027-06-01,Ridge_Ext,0.5863011847501127
2027-07-01,Ridge_Ext,0.9228415780271888
2027-08-01,Ridge_Ext,0.4441340449978384
2027-09-01,Ridge_Ext,0.7646290514828422
2027-10-01,Ridge_Ext,0.42379603765762397
2027-11-01,Ridge_Ext,0.5414198333984643
2027-12-01,Ridge_Ext,0.5436508177377277
