key,h = 3,h = 9,h = 12,h = 24
svm,1.16765533050327,0.54597687089436,0.4350945345825356,0.7558331947345225
rf,0.9073093765170556,1.4725662943624076,1.1425785478194237,0.694150221661698
xgb,0.9519050029913584,1.5214071035385135,1.2137174162268645,0.7433226889371867
mlp,1.0094083454270923,1.3753130113087062,1.1069332410986177,0.7164627973012874
knn,0.7318963813375978,1.4412962962962963,1.1665277777777785,0.7236119491375506
(ml) ensemble,1.1601224129273875,0.4617211213074993,0.34802647281857,0.6047541580441991
