name,svm,rf,xgb,mlp,knn
h = 3,5.838276652516352,1.8707409825093932,1.962690727817234,1.925225544689065,1.5090647037888616
h = 9,0.7827625389166406,0.5952769254623173,0.6150205572667057,0.3461099742018698,0.5826361986038588
h = 12,0.7789416220147628,0.6010695373512025,0.6384931410088711,0.3656772347560344,0.6136683670758272
h = 24,0.6970394337968728,0.6401545749085423,0.6855020788113587,0.42818676237073183,0.6673245721797777
