run_id,model,model_version,calculated_at,origin_asof,observation_cutoff,target_month,horizon,representation,units,evidence_level,basket_vintage_id,last_required_observation,prediction,actual,fact_vintage_id,fact_policy,nature,status,reason,fit_and_path_seconds
20260909_m1_02,Ridge,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-08-01,2024-08-01,12,raw,mom_percent,C,,2023-08-01,0.23494128571343253,0.09000000000000341,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.039857509997091256
20260909_m1_02,Huber,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-08-01,2024-08-01,12,raw,mom_percent,C,,2023-08-01,0.1756775051506736,0.09000000000000341,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.07882696699743974
20260909_m1_02,SeasonalNaive,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-08-01,2024-08-01,12,raw,mom_percent,C,,2023-08-01,-0.06999999999999318,0.09000000000000341,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,8.78469982126262e-05
20260909_m1_02,Micro,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-08-01,2024-08-01,12,raw,mom_percent,C,2023-01-01,2023-08-01,0.22582564565866145,0.09000000000000341,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,1.8229291529969487
20260909_m1_02,GroupsFixed,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-08-01,2024-08-01,12,raw,mom_percent,C,2023-01-01,2023-08-01,0.28936044367333136,0.09000000000000341,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.0489978389996395
20260909_m1_02,GroupsDated,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-08-01,2024-08-01,12,raw,mom_percent,C,2023-01-01,2023-08-01,0.28322884731573494,0.09000000000000341,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.007596425999508938
20260909_m1_02,Ridge,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-09-01,2024-09-01,12,raw,mom_percent,C,,2023-09-01,0.42827983570978745,0.6200000000000045,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.03837428000042564
20260909_m1_02,Huber,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-09-01,2024-09-01,12,raw,mom_percent,C,,2023-09-01,0.4767662474421286,0.6200000000000045,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.07807463200151687
20260909_m1_02,SeasonalNaive,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-09-01,2024-09-01,12,raw,mom_percent,C,,2023-09-01,1.75,0.6200000000000045,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,8.825700206216425e-05
20260909_m1_02,Micro,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-09-01,2024-09-01,12,raw,mom_percent,C,2023-01-01,2023-09-01,0.41100435861258094,0.6200000000000045,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,1.6779018869965512
20260909_m1_02,GroupsFixed,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-09-01,2024-09-01,12,raw,mom_percent,C,2023-01-01,2023-09-01,0.29810038666904487,0.6200000000000045,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.048257538001053035
20260909_m1_02,GroupsDated,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-09-01,2024-09-01,12,raw,mom_percent,C,2023-01-01,2023-09-01,0.28243219024379596,0.6200000000000045,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.007646670997928595
20260909_m1_02,Ridge,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-10-01,2024-10-01,12,raw,mom_percent,C,,2023-10-01,0.5453579325782414,1.019999999999996,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.03881747000195901
20260909_m1_02,Huber,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-10-01,2024-10-01,12,raw,mom_percent,C,,2023-10-01,0.5448463040856097,1.019999999999996,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,0.07726643299974967
20260909_m1_02,SeasonalNaive,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-10-01,2024-10-01,12,raw,mom_percent,C,,2023-10-01,0.45999999999999375,1.019999999999996,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,8.836699998937547e-05
20260909_m1_02,Micro,67012d6bcff1b71f20cfd7c59131932e9f5bf98eb728ab0107ec8f019dc89fa2,2026-09-09T07:07:08.682905+00:00,,2023-10-01,2024-10-01,12,raw,mom_percent,C,2023-01-01,2023-10-01,0.4826840643196437,1.019999999999996,fb58a27c1ab60175de109f352bde24b256f4deb4ca43954aa6647bc493796998,current_revised_raw,model,available,,1.6386183289978362
