Code,Day,Region_code,Item_code,MoM,YoY,Calc,Date
12110070704,11/01/12 00:00:00,7,704,101.27,125.03,0,2012-11-01
12110070706,11/01/12 00:00:00,7,706,114.47,120.0,0,2012-11-01
12110070710,11/01/12 00:00:00,7,710,100.71,127.92,0,2012-11-01
12110070711,11/01/12 00:00:00,7,711,97.910004,131.87,0,2012-11-01
12110070712,11/01/12 00:00:00,7,712,98.980003,105.56,0,2012-11-01
12110070714,11/01/12 00:00:00,7,714,100.0,108.58,0,2012-11-01
12110070716,11/01/12 00:00:00,7,716,99.07,111.34,0,2012-11-01
12110070717,11/01/12 00:00:00,7,717,101.13,99.730003,0,2012-11-01
12110070718,11/01/12 00:00:00,7,718,100.0,110.11,0,2012-11-01
12110070721,11/01/12 00:00:00,7,721,100.0,109.49,0,2012-11-01
12110070722,11/01/12 00:00:00,7,722,100.0,114.61,0,2012-11-01
12110070723,11/01/12 00:00:00,7,723,98.080002,110.24,0,2012-11-01
12110070726,11/01/12 00:00:00,7,726,99.029999,103.59,0,2012-11-01
12110070727,11/01/12 00:00:00,7,727,103.28,126.49,0,2012-11-01
12110070728,11/01/12 00:00:00,7,728,100.0,100.0,0,2012-11-01
12110070730,11/01/12 00:00:00,7,730,102.0,109.38,0,2012-11-01
12110070734,11/01/12 00:00:00,7,734,101.97,110.48,0,2012-11-01
12110070735,11/01/12 00:00:00,7,735,101.86,104.53,0,2012-11-01
12110070740,11/01/12 00:00:00,7,740,100.0,158.89,0,2012-11-01
12110070741,11/01/12 00:00:00,7,741,105.35,122.48,0,2012-11-01
12110070742,11/01/12 00:00:00,7,742,100.0,109.68,0,2012-11-01
12110070743,11/01/12 00:00:00,7,743,100.89,101.94,0,2012-11-01
12110070745,11/01/12 00:00:00,7,745,100.0,105.51,0,2012-11-01
12110070746,11/01/12 00:00:00,7,746,100.0,105.62,0,2012-11-01
12110070748,11/01/12 00:00:00,7,748,101.7,111.36,0,2012-11-01
12110070750,11/01/12 00:00:00,7,750,100.0,107.93,0,2012-11-01
12110070751,11/01/12 00:00:00,7,751,108.88,123.55,0,2012-11-01
12110070753,11/01/12 00:00:00,7,753,97.040001,100.91,0,2012-11-01
12110070754,11/01/12 00:00:00,7,754,107.13,100.66,0,2012-11-01
12110070786,11/01/12 00:00:00,7,786,100.0,95.43,0,2012-11-01
12120070101,12/01/12 00:00:00,7,101,100.0,99.709999,0,2012-12-01
12120070103,12/01/12 00:00:00,7,103,100.0,100.0,0,2012-12-01
12120070107,12/01/12 00:00:00,7,107,100.0,106.73,0,2012-12-01
12120070109,12/01/12 00:00:00,7,109,100.0,113.83,0,2012-12-01
12120070112,12/01/12 00:00:00,7,112,100.0,118.76,0,2012-12-01
12120070113,12/01/12 00:00:00,7,113,96.839996,75.559998,0,2012-12-01
12120070115,12/01/12 00:00:00,7,115,100.89,102.16,0,2012-12-01
12120070116,12/01/12 00:00:00,7,116,100.0,113.72,0,2012-12-01
12120070117,12/01/12 00:00:00,7,117,100.0,100.0,0,2012-12-01
12120070118,12/01/12 00:00:00,7,118,100.0,100.0,0,2012-12-01
12120070119,12/01/12 00:00:00,7,119,100.0,100.0,0,2012-12-01
12120070120,12/01/12 00:00:00,7,120,99.940002,98.68,0,2012-12-01
12120070121,12/01/12 00:00:00,7,121,102.22,115.04,0,2012-12-01
12120070122,12/01/12 00:00:00,7,122,103.07,126.3,0,2012-12-01
12120070123,12/01/12 00:00:00,7,123,100.5,108.9,0,2012-12-01
12120070124,12/01/12 00:00:00,7,124,105.17,113.74,0,2012-12-01
12120070126,12/01/12 00:00:00,7,126,100.0,101.96,0,2012-12-01
12120070130,12/01/12 00:00:00,7,130,100.01,102.98,0,2012-12-01
12120070131,12/01/12 00:00:00,7,131,100.21,106.54,0,2012-12-01
12120070134,12/01/12 00:00:00,7,134,97.260002,108.1,0,2012-12-01
12120070135,12/01/12 00:00:00,7,135,100.91,105.05,0,2012-12-01
12120070136,12/01/12 00:00:00,7,136,104.7,114.35,0,2012-12-01
12120070137,12/01/12 00:00:00,7,137,100.0,105.92,0,2012-12-01
12120070138,12/01/12 00:00:00,7,138,100.0,110.38,0,2012-12-01
12120070139,12/01/12 00:00:00,7,139,100.0,111.01,0,2012-12-01
12120070141,12/01/12 00:00:00,7,141,102.31,131.0,0,2012-12-01
12120070142,12/01/12 00:00:00,7,142,108.54,130.86,0,2012-12-01
12120070143,12/01/12 00:00:00,7,143,102.03,118.07,0,2012-12-01
12120070144,12/01/12 00:00:00,7,144,103.44,123.04,0,2012-12-01
12120070145,12/01/12 00:00:00,7,145,102.28,116.1,0,2012-12-01
12120070146,12/01/12 00:00:00,7,146,101.69,115.79,0,2012-12-01
12120070147,12/01/12 00:00:00,7,147,101.21,101.21,0,2012-12-01
12120070149,12/01/12 00:00:00,7,149,100.0,104.48,0,2012-12-01
12120070150,12/01/12 00:00:00,7,150,100.26,138.67,0,2012-12-01
12120070152,12/01/12 00:00:00,7,152,100.0,112.56,0,2012-12-01
12120070154,12/01/12 00:00:00,7,154,102.17,121.33,0,2012-12-01
12120070155,12/01/12 00:00:00,7,155,100.0,140.53999,0,2012-12-01
12120070156,12/01/12 00:00:00,7,156,100.0,108.51,0,2012-12-01
12120070158,12/01/12 00:00:00,7,158,102.36,111.82,0,2012-12-01
12120070164,12/01/12 00:00:00,7,164,100.0,104.66,0,2012-12-01
12120070165,12/01/12 00:00:00,7,165,100.0,111.6,0,2012-12-01
12120070166,12/01/12 00:00:00,7,166,101.86,104.54,0,2012-12-01
12120070167,12/01/12 00:00:00,7,167,121.35,120.39,0,2012-12-01
12120070172,12/01/12 00:00:00,7,172,100.0,111.3,0,2012-12-01
12120070173,12/01/12 00:00:00,7,173,100.0,111.17,0,2012-12-01
12120070174,12/01/12 00:00:00,7,174,100.0,111.42,0,2012-12-01
12120070181,12/01/12 00:00:00,7,181,100.0,100.0,0,2012-12-01
12120070182,12/01/12 00:00:00,7,182,100.0,100.0,0,2012-12-01
12120070185,12/01/12 00:00:00,7,185,100.0,114.99,0,2012-12-01
12120070195,12/01/12 00:00:00,7,195,99.209999,108.89,0,2012-12-01
12120070196,12/01/12 00:00:00,7,196,102.03,110.03,0,2012-12-01
12120070197,12/01/12 00:00:00,7,197,100.0,100.0,0,2012-12-01
12120070198,12/01/12 00:00:00,7,198,100.0,100.0,0,2012-12-01
12120070203,12/01/12 00:00:00,7,203,100.58,106.45,0,2012-12-01
12120070204,12/01/12 00:00:00,7,204,99.699997,108.29,0,2012-12-01
12120070205,12/01/12 00:00:00,7,205,105.32,115.02,0,2012-12-01
12120070206,12/01/12 00:00:00,7,206,103.69,116.07,0,2012-12-01
12120070207,12/01/12 00:00:00,7,207,108.23,122.8,0,2012-12-01
12120070208,12/01/12 00:00:00,7,208,100.0,106.28,0,2012-12-01
12120070209,12/01/12 00:00:00,7,209,101.33,108.45,0,2012-12-01
12120070213,12/01/12 00:00:00,7,213,107.13,113.73,0,2012-12-01
12120070216,12/01/12 00:00:00,7,216,100.08,65.300003,0,2012-12-01
12120070221,12/01/12 00:00:00,7,221,100.0,112.16,0,2012-12-01
12120070223,12/01/12 00:00:00,7,223,99.68,98.919998,0,2012-12-01
12120070228,12/01/12 00:00:00,7,228,100.0,100.0,0,2012-12-01
12120070229,12/01/12 00:00:00,7,229,100.0,100.0,0,2012-12-01
12120070230,12/01/12 00:00:00,7,230,100.0,100.0,0,2012-12-01
12120070231,12/01/12 00:00:00,7,231,100.0,108.2,0,2012-12-01
12120070233,12/01/12 00:00:00,7,233,99.190002,105.34,0,2012-12-01
12120070234,12/01/12 00:00:00,7,234,100.0,123.69,0,2012-12-01
12120070236,12/01/12 00:00:00,7,236,100.0,107.6,0,2012-12-01
12120070237,12/01/12 00:00:00,7,237,100.0,105.96,0,2012-12-01
12120070238,12/01/12 00:00:00,7,238,100.0,111.85,0,2012-12-01
12120070239,12/01/12 00:00:00,7,239,100.0,100.0,0,2012-12-01
12120070240,12/01/12 00:00:00,7,240,100.0,105.11,0,2012-12-01
12120070241,12/01/12 00:00:00,7,241,100.0,133.63,0,2012-12-01
12120070243,12/01/12 00:00:00,7,243,98.800003,100.5,0,2012-12-01
12120070244,12/01/12 00:00:00,7,244,99.599998,88.470001,0,2012-12-01
12120070245,12/01/12 00:00:00,7,245,104.66,107.43,0,2012-12-01
12120070246,12/01/12 00:00:00,7,246,96.860001,113.01,0,2012-12-01
12120070249,12/01/12 00:00:00,7,249,108.52,131.63,0,2012-12-01
12120070250,12/01/12 00:00:00,7,250,100.24,104.15,0,2012-12-01
12120070251,12/01/12 00:00:00,7,251,100.0,137.31,0,2012-12-01
12120070252,12/01/12 00:00:00,7,252,100.13,83.160004,0,2012-12-01
12120070253,12/01/12 00:00:00,7,253,103.13,108.81,0,2012-12-01
12120070254,12/01/12 00:00:00,7,254,100.16,108.01,0,2012-12-01
12120070256,12/01/12 00:00:00,7,256,100.4,101.62,0,2012-12-01
12120070257,12/01/12 00:00:00,7,257,100.0,96.150002,0,2012-12-01
12120070258,12/01/12 00:00:00,7,258,100.16,101.07,0,2012-12-01
12120070259,12/01/12 00:00:00,7,259,99.330002,102.25,0,2012-12-01
12120070260,12/01/12 00:00:00,7,260,100.0,100.0,0,2012-12-01
12120070261,12/01/12 00:00:00,7,261,100.0,105.54,0,2012-12-01
12120070263,12/01/12 00:00:00,7,263,100.0,105.96,0,2012-12-01
12120070266,12/01/12 00:00:00,7,266,100.21,107.31,0,2012-12-01
12120070267,12/01/12 00:00:00,7,267,106.8,109.29,0,2012-12-01
12120070271,12/01/12 00:00:00,7,271,108.3,115.61,0,2012-12-01
12120070273,12/01/12 00:00:00,7,273,100.0,120.31,0,2012-12-01
12120070274,12/01/12 00:00:00,7,274,100.0,100.0,0,2012-12-01
12120070275,12/01/12 00:00:00,7,275,105.24,132.32001,0,2012-12-01
12120070276,12/01/12 00:00:00,7,276,100.0,164.84,0,2012-12-01
12120070281,12/01/12 00:00:00,7,281,101.13,101.6,0,2012-12-01
12120070282,12/01/12 00:00:00,7,282,100.0,106.54,0,2012-12-01
12120070286,12/01/12 00:00:00,7,286,101.49,102.85,0,2012-12-01
12120070288,12/01/12 00:00:00,7,288,100.0,102.32,0,2012-12-01
12120070290,12/01/12 00:00:00,7,290,101.42,110.02,0,2012-12-01
12120070291,12/01/12 00:00:00,7,291,99.540001,113.59,0,2012-12-01
12120070292,12/01/12 00:00:00,7,292,102.05,111.32,0,2012-12-01
12120070294,12/01/12 00:00:00,7,294,100.0,103.34,0,2012-12-01
12120070295,12/01/12 00:00:00,7,295,100.0,110.78,0,2012-12-01
12120070296,12/01/12 00:00:00,7,296,99.870003,105.28,0,2012-12-01
12120070298,12/01/12 00:00:00,7,298,100.2,105.38,0,2012-12-01
12120070301,12/01/12 00:00:00,7,301,100.0,100.29,0,2012-12-01
12120070302,12/01/12 00:00:00,7,302,104.36,104.94,0,2012-12-01
12120070303,12/01/12 00:00:00,7,303,100.0,102.02,0,2012-12-01
12120070304,12/01/12 00:00:00,7,304,100.71,107.31,0,2012-12-01
12120070305,12/01/12 00:00:00,7,305,101.96,105.27,0,2012-12-01
12120070306,12/01/12 00:00:00,7,306,100.0,106.58,0,2012-12-01
12120070307,12/01/12 00:00:00,7,307,100.0,109.61,0,2012-12-01
12120070309,12/01/12 00:00:00,7,309,100.0,100.0,0,2012-12-01
12120070310,12/01/12 00:00:00,7,310,99.529999,94.489998,0,2012-12-01
12120070311,12/01/12 00:00:00,7,311,100.0,108.04,0,2012-12-01
12120070313,12/01/12 00:00:00,7,313,106.28,126.06,0,2012-12-01
12120070315,12/01/12 00:00:00,7,315,99.279999,99.730003,0,2012-12-01
12120070319,12/01/12 00:00:00,7,319,100.0,102.6,0,2012-12-01
12120070320,12/01/12 00:00:00,7,320,99.459999,80.160004,0,2012-12-01
12120070322,12/01/12 00:00:00,7,322,106.01,123.6,0,2012-12-01
12120070323,12/01/12 00:00:00,7,323,99.699997,104.23,0,2012-12-01
12120070324,12/01/12 00:00:00,7,324,100.0,150.0,0,2012-12-01
12120070325,12/01/12 00:00:00,7,325,101.05,100.71,0,2012-12-01
12120070326,12/01/12 00:00:00,7,326,101.05,112.95,0,2012-12-01
12120070329,12/01/12 00:00:00,7,329,100.0,98.980003,0,2012-12-01
12120070330,12/01/12 00:00:00,7,330,100.0,105.74,0,2012-12-01
12120070331,12/01/12 00:00:00,7,331,100.0,100.0,0,2012-12-01
12120070333,12/01/12 00:00:00,7,333,99.860001,97.07,0,2012-12-01
12120070335,12/01/12 00:00:00,7,335,100.0,105.37,0,2012-12-01
12120070336,12/01/12 00:00:00,7,336,100.0,104.68,0,2012-12-01
12120070337,12/01/12 00:00:00,7,337,101.77,138.83,0,2012-12-01
12120070338,12/01/12 00:00:00,7,338,100.0,103.23,0,2012-12-01
12120070340,12/01/12 00:00:00,7,340,100.0,100.53,0,2012-12-01
12120070341,12/01/12 00:00:00,7,341,100.0,111.8,0,2012-12-01
12120070342,12/01/12 00:00:00,7,342,100.0,100.26,0,2012-12-01
12120070343,12/01/12 00:00:00,7,343,104.42,118.44,0,2012-12-01
12120070345,12/01/12 00:00:00,7,345,100.0,107.45,0,2012-12-01
12120070346,12/01/12 00:00:00,7,346,100.0,111.11,0,2012-12-01
12120070347,12/01/12 00:00:00,7,347,98.989998,101.94,0,2012-12-01
12120070349,12/01/12 00:00:00,7,349,99.43,89.739998,0,2012-12-01
12120070350,12/01/12 00:00:00,7,350,100.0,123.74,0,2012-12-01
12120070351,12/01/12 00:00:00,7,351,106.8,129.47,0,2012-12-01
12120070352,12/01/12 00:00:00,7,352,100.3,97.900002,0,2012-12-01
12120070354,12/01/12 00:00:00,7,354,103.6,108.86,0,2012-12-01
12120070357,12/01/12 00:00:00,7,357,101.33,96.349998,0,2012-12-01
12120070358,12/01/12 00:00:00,7,358,96.919998,90.050003,0,2012-12-01
12120070359,12/01/12 00:00:00,7,359,100.22,104.58,0,2012-12-01
12120070360,12/01/12 00:00:00,7,360,100.23,105.1,0,2012-12-01
12120070363,12/01/12 00:00:00,7,363,100.0,101.23,0,2012-12-01
12120070365,12/01/12 00:00:00,7,365,98.790001,106.39,0,2012-12-01
12120070369,12/01/12 00:00:00,7,369,100.0,100.52,0,2012-12-01
12120070370,12/01/12 00:00:00,7,370,97.82,106.71,0,2012-12-01
12120070373,12/01/12 00:00:00,7,373,100.0,112.15,0,2012-12-01
12120070374,12/01/12 00:00:00,7,374,100.0,103.82,0,2012-12-01
12120070378,12/01/12 00:00:00,7,378,101.73,107.54,0,2012-12-01
12120070379,12/01/12 00:00:00,7,379,99.209999,106.64,0,2012-12-01
12120070380,12/01/12 00:00:00,7,380,100.7,112.59,0,2012-12-01
12120070381,12/01/12 00:00:00,7,381,100.0,101.54,0,2012-12-01
12120070382,12/01/12 00:00:00,7,382,92.25,94.089996,0,2012-12-01
12120070384,12/01/12 00:00:00,7,384,100.0,169.24001,0,2012-12-01
12120070386,12/01/12 00:00:00,7,386,100.0,122.49,0,2012-12-01
12120070388,12/01/12 00:00:00,7,388,104.25,130.72,0,2012-12-01
12120070389,12/01/12 00:00:00,7,389,100.0,106.32,0,2012-12-01
12120070390,12/01/12 00:00:00,7,390,100.39,105.84,0,2012-12-01
12120070395,12/01/12 00:00:00,7,395,101.75,111.21,0,2012-12-01
12120070396,12/01/12 00:00:00,7,396,100.0,100.58,0,2012-12-01
12120070397,12/01/12 00:00:00,7,397,100.0,106.95,0,2012-12-01
12120070399,12/01/12 00:00:00,7,399,100.0,128.19,0,2012-12-01
12120070400,12/01/12 00:00:00,7,400,100.0,101.62,0,2012-12-01
12120070402,12/01/12 00:00:00,7,402,100.0,99.360001,0,2012-12-01
12120070404,12/01/12 00:00:00,7,404,99.510002,112.45,0,2012-12-01
12120070405,12/01/12 00:00:00,7,405,100.0,100.0,0,2012-12-01
12120070406,12/01/12 00:00:00,7,406,100.6,190.28,0,2012-12-01
12120070408,12/01/12 00:00:00,7,408,100.0,109.62,0,2012-12-01
12120070410,12/01/12 00:00:00,7,410,100.19,103.78,0,2012-12-01
12120070411,12/01/12 00:00:00,7,411,100.0,103.15,0,2012-12-01
12120070412,12/01/12 00:00:00,7,412,100.0,113.33,0,2012-12-01
12120070413,12/01/12 00:00:00,7,413,100.0,100.0,0,2012-12-01
12120070415,12/01/12 00:00:00,7,415,100.46,107.98,0,2012-12-01
12120070416,12/01/12 00:00:00,7,416,100.0,101.37,0,2012-12-01
12120070420,12/01/12 00:00:00,7,420,100.0,104.81,0,2012-12-01
12120070421,12/01/12 00:00:00,7,421,100.0,105.61,0,2012-12-01
12120070426,12/01/12 00:00:00,7,426,100.0,124.94,0,2012-12-01
12120070427,12/01/12 00:00:00,7,427,100.0,100.92,0,2012-12-01
12120070430,12/01/12 00:00:00,7,430,100.0,100.0,0,2012-12-01
12120070432,12/01/12 00:00:00,7,432,99.129997,106.15,0,2012-12-01
12120070433,12/01/12 00:00:00,7,433,100.6,104.04,0,2012-12-01
12120070434,12/01/12 00:00:00,7,434,100.37,110.26,0,2012-12-01
12120070442,12/01/12 00:00:00,7,442,100.0,109.05,0,2012-12-01
12120070443,12/01/12 00:00:00,7,443,100.0,100.23,0,2012-12-01
12120070447,12/01/12 00:00:00,7,447,100.0,115.51,0,2012-12-01
12120070451,12/01/12 00:00:00,7,451,103.13,111.63,0,2012-12-01
12120070452,12/01/12 00:00:00,7,452,104.35,124.08,0,2012-12-01
12120070453,12/01/12 00:00:00,7,453,100.48,110.09,0,2012-12-01
12120070454,12/01/12 00:00:00,7,454,108.78,122.25,0,2012-12-01
12120070455,12/01/12 00:00:00,7,455,99.860001,106.44,0,2012-12-01
12120070456,12/01/12 00:00:00,7,456,100.0,110.73,0,2012-12-01
12120070457,12/01/12 00:00:00,7,457,102.23,105.17,0,2012-12-01
12120070458,12/01/12 00:00:00,7,458,100.0,111.07,0,2012-12-01
12120070459,12/01/12 00:00:00,7,459,100.0,99.489998,0,2012-12-01
12120070460,12/01/12 00:00:00,7,460,100.0,100.0,0,2012-12-01
12120070461,12/01/12 00:00:00,7,461,100.0,129.10001,0,2012-12-01
12120070464,12/01/12 00:00:00,7,464,100.0,110.17,0,2012-12-01
12120070466,12/01/12 00:00:00,7,466,103.82,106.68,0,2012-12-01
12120070467,12/01/12 00:00:00,7,467,106.29,107.84,0,2012-12-01
12120070468,12/01/12 00:00:00,7,468,100.0,110.45,0,2012-12-01
12120070469,12/01/12 00:00:00,7,469,100.0,102.47,0,2012-12-01
12120070470,12/01/12 00:00:00,7,470,101.84,108.72,0,2012-12-01
12120070471,12/01/12 00:00:00,7,471,100.0,103.92,0,2012-12-01
12120070475,12/01/12 00:00:00,7,475,107.9,126.1,0,2012-12-01
12120070479,12/01/12 00:00:00,7,479,100.0,100.0,0,2012-12-01
12120070481,12/01/12 00:00:00,7,481,100.0,120.97,0,2012-12-01
12120070482,12/01/12 00:00:00,7,482,106.69,117.13,0,2012-12-01
12120070483,12/01/12 00:00:00,7,483,100.0,132.95,0,2012-12-01
12120070484,12/01/12 00:00:00,7,484,100.0,111.49,0,2012-12-01
12120070485,12/01/12 00:00:00,7,485,100.0,104.31,0,2012-12-01
12120070486,12/01/12 00:00:00,7,486,114.35,144.38,0,2012-12-01
12120070487,12/01/12 00:00:00,7,487,100.0,100.0,0,2012-12-01
12120070488,12/01/12 00:00:00,7,488,100.0,133.27,0,2012-12-01
12120070489,12/01/12 00:00:00,7,489,103.47,106.07,0,2012-12-01
12120070496,12/01/12 00:00:00,7,496,100.0,114.68,0,2012-12-01
12120070500,12/01/12 00:00:00,7,500,100.0,101.0,0,2012-12-01
12120070501,12/01/12 00:00:00,7,501,104.04,113.66,0,2012-12-01
12120070502,12/01/12 00:00:00,7,502,98.139999,121.87,0,2012-12-01
12120070503,12/01/12 00:00:00,7,503,100.75,123.94,0,2012-12-01
12120070505,12/01/12 00:00:00,7,505,100.0,117.7,0,2012-12-01
12120070507,12/01/12 00:00:00,7,507,100.0,121.48,0,2012-12-01
12120070508,12/01/12 00:00:00,7,508,98.480003,107.22,0,2012-12-01
12120070509,12/01/12 00:00:00,7,509,100.0,100.0,0,2012-12-01
12120070511,12/01/12 00:00:00,7,511,100.0,101.93,0,2012-12-01
12120070514,12/01/12 00:00:00,7,514,100.0,106.99,0,2012-12-01
12120070518,12/01/12 00:00:00,7,518,100.0,106.25,0,2012-12-01
12120070519,12/01/12 00:00:00,7,519,100.0,100.0,0,2012-12-01
12120070527,12/01/12 00:00:00,7,527,100.0,100.0,0,2012-12-01
12120070528,12/01/12 00:00:00,7,528,100.0,107.1,0,2012-12-01
12120070533,12/01/12 00:00:00,7,533,100.0,100.0,0,2012-12-01
12120070535,12/01/12 00:00:00,7,535,100.0,100.0,0,2012-12-01
12120070538,12/01/12 00:00:00,7,538,100.43,105.14,0,2012-12-01
12120070539,12/01/12 00:00:00,7,539,99.82,100.9,0,2012-12-01
12120070540,12/01/12 00:00:00,7,540,100.0,117.37,0,2012-12-01
12120070541,12/01/12 00:00:00,7,541,100.0,107.6,0,2012-12-01
12120070543,12/01/12 00:00:00,7,543,100.0,100.0,0,2012-12-01
12120070544,12/01/12 00:00:00,7,544,100.0,114.47,0,2012-12-01
12120070548,12/01/12 00:00:00,7,548,100.0,100.0,0,2012-12-01
12120070552,12/01/12 00:00:00,7,552,100.15,97.309998,0,2012-12-01
12120070554,12/01/12 00:00:00,7,554,100.0,110.1,0,2012-12-01
12120070555,12/01/12 00:00:00,7,555,100.0,98.370003,0,2012-12-01
12120070558,12/01/12 00:00:00,7,558,100.0,100.49,0,2012-12-01
12120070559,12/01/12 00:00:00,7,559,100.33,106.19,0,2012-12-01
12120070560,12/01/12 00:00:00,7,560,97.5,97.699997,0,2012-12-01
12120070561,12/01/12 00:00:00,7,561,100.0,102.21,0,2012-12-01
12120070563,12/01/12 00:00:00,7,563,102.59,108.46,0,2012-12-01
12120070565,12/01/12 00:00:00,7,565,100.0,109.25,0,2012-12-01
12120070566,12/01/12 00:00:00,7,566,102.42,105.35,0,2012-12-01
12120070567,12/01/12 00:00:00,7,567,99.169998,99.809998,0,2012-12-01
12120070568,12/01/12 00:00:00,7,568,100.0,111.43,0,2012-12-01
12120070569,12/01/12 00:00:00,7,569,103.2,116.03,0,2012-12-01
12120070570,12/01/12 00:00:00,7,570,108.08,108.08,0,2012-12-01
12120070571,12/01/12 00:00:00,7,571,108.31,108.31,0,2012-12-01
12120070572,12/01/12 00:00:00,7,572,100.73,112.11,0,2012-12-01
12120070573,12/01/12 00:00:00,7,573,100.0,102.98,0,2012-12-01
12120070574,12/01/12 00:00:00,7,574,102.11,104.56,0,2012-12-01
12120070575,12/01/12 00:00:00,7,575,100.0,108.33,0,2012-12-01
12120070577,12/01/12 00:00:00,7,577,100.0,110.4,0,2012-12-01
12120070578,12/01/12 00:00:00,7,578,101.43,106.6,0,2012-12-01
12120070580,12/01/12 00:00:00,7,580,100.0,106.39,0,2012-12-01
12120070584,12/01/12 00:00:00,7,584,100.0,98.459999,0,2012-12-01
12120070587,12/01/12 00:00:00,7,587,103.57,113.36,0,2012-12-01
12120070588,12/01/12 00:00:00,7,588,101.25,106.83,0,2012-12-01
12120070589,12/01/12 00:00:00,7,589,100.0,111.89,0,2012-12-01
12120070590,12/01/12 00:00:00,7,590,100.0,111.89,0,2012-12-01
12120070591,12/01/12 00:00:00,7,591,101.05,107.76,0,2012-12-01
12120070592,12/01/12 00:00:00,7,592,99.510002,115.72,0,2012-12-01
12120070593,12/01/12 00:00:00,7,593,99.32,124.8,0,2012-12-01
12120070595,12/01/12 00:00:00,7,595,100.0,125.1,0,2012-12-01
12120070596,12/01/12 00:00:00,7,596,101.84,107.99,0,2012-12-01
12120070597,12/01/12 00:00:00,7,597,100.0,116.2,0,2012-12-01
12120070598,12/01/12 00:00:00,7,598,100.0,113.18,0,2012-12-01
12120070599,12/01/12 00:00:00,7,599,100.63,110.99,0,2012-12-01
12120070601,12/01/12 00:00:00,7,601,100.0,115.21,0,2012-12-01
12120070602,12/01/12 00:00:00,7,602,100.0,102.28,0,2012-12-01
12120070605,12/01/12 00:00:00,7,605,100.0,100.0,0,2012-12-01
12120070606,12/01/12 00:00:00,7,606,100.0,111.5,0,2012-12-01
12120070608,12/01/12 00:00:00,7,608,100.0,101.53,0,2012-12-01
12120070609,12/01/12 00:00:00,7,609,100.0,112.56,0,2012-12-01
12120070610,12/01/12 00:00:00,7,610,100.0,106.5,0,2012-12-01
12120070616,12/01/12 00:00:00,7,616,100.0,102.48,0,2012-12-01
12120070617,12/01/12 00:00:00,7,617,102.11,97.660004,0,2012-12-01
12120070618,12/01/12 00:00:00,7,618,97.349998,86.150002,0,2012-12-01
12120070620,12/01/12 00:00:00,7,620,99.480003,100.47,0,2012-12-01
12120070621,12/01/12 00:00:00,7,621,100.22,96.800003,0,2012-12-01
12120070623,12/01/12 00:00:00,7,623,103.13,112.9,0,2012-12-01
12120070624,12/01/12 00:00:00,7,624,94.660004,86.57,0,2012-12-01
12120070628,12/01/12 00:00:00,7,628,100.0,100.0,0,2012-12-01
12120070629,12/01/12 00:00:00,7,629,100.0,101.26,0,2012-12-01
12120070634,12/01/12 00:00:00,7,634,100.0,129.91,0,2012-12-01
12120070636,12/01/12 00:00:00,7,636,100.0,127.2,0,2012-12-01
12120070638,12/01/12 00:00:00,7,638,100.0,162.08,0,2012-12-01
12120070641,12/01/12 00:00:00,7,641,100.0,120.73,0,2012-12-01
12120070642,12/01/12 00:00:00,7,642,100.0,110.05,0,2012-12-01
12120070646,12/01/12 00:00:00,7,646,100.0,87.809998,0,2012-12-01
12120070647,12/01/12 00:00:00,7,647,107.65,114.97,0,2012-12-01
12120070651,12/01/12 00:00:00,7,651,101.26,100.43,0,2012-12-01
12120070652,12/01/12 00:00:00,7,652,100.0,107.1,0,2012-12-01
12120070653,12/01/12 00:00:00,7,653,108.76,115.44,0,2012-12-01
12120070654,12/01/12 00:00:00,7,654,101.49,103.35,0,2012-12-01
12120070655,12/01/12 00:00:00,7,655,100.0,106.39,0,2012-12-01
12120070659,12/01/12 00:00:00,7,659,100.0,107.94,0,2012-12-01
12120070661,12/01/12 00:00:00,7,661,100.0,120.41,0,2012-12-01
12120070663,12/01/12 00:00:00,7,663,100.0,100.0,0,2012-12-01
12120070664,12/01/12 00:00:00,7,664,100.0,100.0,0,2012-12-01
12120070665,12/01/12 00:00:00,7,665,100.0,126.38,0,2012-12-01
12120070666,12/01/12 00:00:00,7,666,100.0,110.41,0,2012-12-01
12120070679,12/01/12 00:00:00,7,679,100.0,100.0,0,2012-12-01
12120070690,12/01/12 00:00:00,7,690,96.830002,99.970001,0,2012-12-01
12120070692,12/01/12 00:00:00,7,692,100.0,116.58,0,2012-12-01
12120070694,12/01/12 00:00:00,7,694,100.0,107.0,0,2012-12-01
12120070695,12/01/12 00:00:00,7,695,100.0,166.66,0,2012-12-01
12120070697,12/01/12 00:00:00,7,697,101.55,102.02,0,2012-12-01
12120070698,12/01/12 00:00:00,7,698,100.0,106.68,0,2012-12-01
12120070699,12/01/12 00:00:00,7,699,102.6,102.6,0,2012-12-01
12120070701,12/01/12 00:00:00,7,701,100.0,103.99,0,2012-12-01
12120070703,12/01/12 00:00:00,7,703,100.0,145.84,0,2012-12-01
12120070704,12/01/12 00:00:00,7,704,107.02,133.81,0,2012-12-01
12120070706,12/01/12 00:00:00,7,706,100.0,120.0,0,2012-12-01
12120070710,12/01/12 00:00:00,7,710,100.0,127.61,0,2012-12-01
12120070711,12/01/12 00:00:00,7,711,100.49,132.52,0,2012-12-01
12120070712,12/01/12 00:00:00,7,712,101.56,107.21,0,2012-12-01
12120070714,12/01/12 00:00:00,7,714,94.400002,102.61,0,2012-12-01
