item_code,item_name,item_weight,source_component,source_subcomponent,subcomponent_code,external_var,mapping_source
678,"Услуги по воспитанию детей, предоставляемые наемным персоналом, час",0.00121,Услуги,,55,u_proch,service_residual_rule
958,"Чай зеленый, кг",0.00169,Продовольственные товары,"Чай, кофе, какао",50,p_tea,micro_sprav_subcomponent_exact
256,"Кетчуп, кг",0.00182,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
306,"Костюм спортивный для детей школьного возраста, шт.",0.00141,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
735,"Щетка зубная, шт.",0.00174,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
560,"Рыба охлажденная и мороженая разделанная лососевых пород, кг",0.00181,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
744,"Электроэнергия в квартирах без электроплит сверх минимального объема потребления, в расчете за 100 кВт.ч",0.00107,Услуги,,14,u_gkh,service_name_rule
283,"Компьютер планшетный, шт.",0.00162,Непродовольственные товары,Персональные компьютеры,31,n_comp,micro_sprav_subcomponent_exact
617,"Сухие супы в пакетах, 100 г",0.00132,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
1071,"Крем детский, 100 г (100 мл)",0.00137,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
315,"Крем для лица, 100 г (100 мл)",0.00159,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
484,"Плита бытовая, шт.",0.00148,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
500,"Полотенце кухонное, шт.",0.0012,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
598,"Сорочка ночная женская, шт.",0.00105,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
1048,"Сумка женская, шт.",0.00138,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
1066,"Молоко питьевое цельное пастеризованное более 3,2% жирности, л",0.00142,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
410,"Носки мужские, пара",0.00108,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
723,"Чеснок, кг",0.00111,Продовольственные товары,"Плодоовощная продукция, включая картофель",33,p_ovosh,micro_sprav_subcomponent_exact
456,"Панталоны, трусы женские, шт.",0.00127,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
210,"Дом отдыха, пансионат, день",0.00177,Услуги,,35,u_san,service_name_rule
166,"Вино игристое отечественное, л",0.00136,Продовольственные товары,Алкогольные напитки,11,p_alco,micro_sprav_subcomponent_exact
164,"Вино виноградное крепленое, л",0.00134,Продовольственные товары,Алкогольные напитки,11,p_alco,micro_sprav_subcomponent_exact
1030,"Клубная карта в фитнес-клуб, месяц",0.00185,Услуги,,55,u_proch,service_residual_rule
1079,"Бутылочка для кормления, шт.",0.00066,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1083,"Поездка на отдых на Черноморское побережье России и в Крым, поездка",0.00205,Услуги,,55,u_proch,service_residual_rule
584,"Сковорода, шт.",0.00137,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
971,"Зелень свежая, кг",0.00098,Продовольственные товары,"Плодоовощная продукция, включая картофель",33,p_ovosh,micro_sprav_subcomponent_exact
619,"Сырки творожные, глазированные шоколадом, 50 г",0.00133,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
666,"Ультразвуковое исследование брюшной полости, исследование",0.00137,Услуги,,22,u_med,service_name_rule
567,"Сапоги женские осенние с верхом из натуральной кожи, пара",0.00145,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
206,"Джемпер женский, шт.",0.00129,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
230,"Занятия на курсах профессионального обучения, академический час",0.00123,Услуги,,44,u_obr,service_name_rule
374,"Мойка из нержавеющей стали для кухни, шт.",0.00182,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
123,"Бараночные изделия, кг",0.00116,Продовольственные товары,Хлеб и хлебобулочные изделия,49,p_bread,micro_sprav_subcomponent_exact
540,"Ранец, рюкзак для школьников, шт.",0.00108,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
976,"Гель для душа, 250 мл",0.00105,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
574,"Свёкла столовая, кг",0.00077,Продовольственные товары,"Плодоовощная продукция, включая картофель",33,p_ovosh,micro_sprav_subcomponent_exact
239,"Изготовление коронки, шт.",0.00131,Услуги,,22,u_med,service_name_rule
984,"Прокладки женские гигиенические, 10 шт.",0.00108,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
233,"Зефир, пастила, кг",0.00143,Продовольственные товары,Кондитерские изделия,16,p_sweet,micro_sprav_subcomponent_exact
292,"Консервы томатные, кг",0.00128,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
485,"Плитка керамическая, облицовочная для внутренних работ, м2",0.0019,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
539,"Пшено, кг",0.00118,Продовольственные товары,Макаронные и крупяные изделия,18,p_mak_kr,micro_sprav_subcomponent_exact
587,"Смеси сухие молочные для детского питания, кг",0.00077,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
605,"Стирка и глажение белья прямого, кг",0.00081,Услуги,,12,u_bit,service_name_rule
158,"Вермишель, кг",0.00142,Продовольственные товары,Макаронные и крупяные изделия,18,p_mak_kr,micro_sprav_subcomponent_exact
182,"Выполнение работ по облицовке кафельной плиткой, м2",0.00119,Услуги,,12,u_bit,service_name_rule
454,"Пальто женское меховое и дубленка, шт.",0.00102,Непродовольственные товары,Меха и меховые изделия,23,n_meh,micro_sprav_subcomponent_exact
488,"Подгузники детские бумажные (памперсы), 10 шт.",0.00114,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
704,"Халат женский, шт.",0.00119,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
1088,"Робот-пылесос, шт.",0.00116,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
132,"Бензин автомобильный марки АИ-98, л",0.00117,Непродовольственные товары,Топливо моторное,42,n_topl,micro_sprav_subcomponent_exact
434,"Овсяные хлопья ""Геркулес"", кг",0.00132,Продовольственные товары,Макаронные и крупяные изделия,18,p_mak_kr,micro_sprav_subcomponent_exact
1069,"Сухие приправы, специи, кг",0.00139,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
291,"Консервы рыбные натуральные и с добавлением масла, 350 г",0.0013,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
570,"Сапоги, ботинки для детей школьного возраста зимние с верхом из натуральной кожи, пара",0.00111,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
234,"Зонт, шт.",0.00109,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
962,Крем для рук,0.00117,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
141,"Брюки для детей школьного возраста из джинсовой ткани, шт.",0.00098,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
593,"Соль поваренная пищевая, кг",0.00122,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
207,"Джемпер мужской, шт.",0.00127,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
245,"Йогурт, 125 г",0.00113,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
313,"Краски масляные, эмали отечественные, кг",0.00097,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
152,"Варенье, джем, повидло, кг",0.00113,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
229,"Занятия на курсах иностранных языков, академический час",0.00156,Услуги,,44,u_obr,service_name_rule
139,"Ботинки, полуботинки для детей школьного возраста, пара",0.0012,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
357,"Маргарин, кг",0.0008,Продовольственные товары,Масло и жиры,19,p_butter,micro_sprav_subcomponent_exact
747,"Электроэнергия в квартирах с электроплитами сверх минимального объема потребления, в расчете за 100 кВт.ч",0.00082,Услуги,,14,u_gkh,service_name_rule
1072,"Чемодан, шт.",0.00108,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
136,"Блузка для девочек школьного возраста, шт.",0.00106,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
155,"Велосипед для дошкольников, шт.",0.00107,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
389,"Мыло туалетное, 100 г",0.00099,Непродовольственные товары,Моющие и чистящие средства,25,n_mou_sr,micro_sprav_subcomponent_exact
405,"Начальный курс обучения вождению легкового автомобиля, курс",0.00108,Услуги,,44,u_obr,service_name_rule
968,"Рюкзак для взрослых, шт.",0.00087,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
565,"Санаторий, день",0.001,Услуги,,35,u_san,service_name_rule
240,"Изготовление съёмного протеза, протез",0.00127,Услуги,,22,u_med,service_name_rule
460,"Первичный консультативный осмотр больного у стоматолога, посещение",0.00106,Услуги,,22,u_med,service_name_rule
963,"Бритвенные станки одноразовые, шт.",0.0008,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
181,"Выполнение обойных работ, 10 м2",0.00103,Услуги,,12,u_bit,service_name_rule
601,"Спички, коробок",0.00059,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
328,"Куртка для детей школьного возраста с верхом из плащевых тканей утепленная, шт.",0.00084,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
430,"Общий анализ крови, анализ",0.00092,Услуги,,22,u_med,service_name_rule
580,"Сельдь соленая, кг",0.00079,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
147,"Бумага туалетная, рулон",0.00099,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
977,"Мыло туалетное жидкое, 250 мл",0.00099,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
380,"Молоко сгущенное с сахаром, 400 г",0.00113,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
623,"Тарелка обеденная, шт.",0.00085,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
596,"Сорочка верхняя для мальчиков школьного возраста, шт.",0.0008899999999999,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
965,"Моноблок, шт.",0.00092,Непродовольственные товары,Персональные компьютеры,31,n_comp,micro_sprav_subcomponent_exact
663,"Удаление зуба под местным обезболиванием, удаление",0.00116,Услуги,,22,u_med,service_name_rule
142,"Брюки для детей школьного возраста из полушерстяных тканей, шт.",0.00088,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
345,"Линолеум, м2",0.00085,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
970,"Сливки питьевые, л",0.00112,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
312,"Краска для волос, шт.",0.00069,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
729,"Шкаф-вешалка для прихожей, шт.",0.00078,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
731,"Шкаф навесной кухонный (полка), двухстворчатый, шт.",0.00067,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
453,"Пальто женское зимнее из шерстяных или полушерстяных тканей, шт.",0.00095,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
486,"Плиты древесностружечные, ориентированно-стружечные, м2",0.0008899999999999,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
616,"Сухие корма для домашних животных, кг",0.00104,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
247,"Какао, кг",0.00055,Продовольственные товары,"Чай, кофе, какао",50,p_tea,micro_sprav_subcomponent_exact
327,"Куртка для детей дошкольного возраста с верхом из плащевых тканей утепленная, шт.",0.00088,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
607,"Стол рабочий кухонный, шт.",0.00091,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
238,"Изготовление гроба, шт.",0.00038,Услуги,,12,u_bit,service_name_rule
507,"Помывка в бане в общем отделении, билет",0.00103,Услуги,,12,u_bit,service_name_rule
960,"Носки женские, гольфы, пара",0.0007,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1074,"Смарт-часы, шт.",0.00085,Непродовольственные товары,Средства связи,37,n_sr_sv,micro_sprav_subcomponent_exact
655,"Туфли детские летние (сандалеты), пара",0.00076,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
1086,"Горошек зеленый консервированный, кг",0.00081,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
274,"Коляска для новорожденного, шт.",0.00064,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
698,"Филе сельди соленое, кг",0.00065,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
750,"Юбка для девочек школьного возраста из полушерстяных тканей, шт.",0.00076,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
1012,"Услуги сиделок, час",0.00046,Услуги,,22,u_med,service_name_rule
618,"Сухофрукты, кг",0.00073,Продовольственные товары,"Плодоовощная продукция, включая картофель",33,p_ovosh,micro_sprav_subcomponent_exact
232,"Зеркало навесное для ванной комнаты, шт.",0.00125,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
331,"Куртка мужская из натуральной кожи, шт.",0.00068,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
350,"Майка, футболка женская бельевая, шт.",0.00079,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
647,"Трикотажная шапочка детская, шт.",0.00072,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
659,"Туфли женские модельные с верхом из натуральной кожи, пара",0.00094,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
711,"Хлопья из злаков (сухие завтраки), кг",0.00115,Продовольственные товары,Хлеб и хлебобулочные изделия,49,p_bread,micro_sprav_subcomponent_exact
978,"Дезодорант, 50 мл",0.00092,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
740,"Экскурсия автобусная, час",0.00112,Услуги,,47,u_transp,service_name_rule
138,"Ботинки, полуботинки для детей дошкольного возраста, пара",0.00078,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
721,"Часы наручные, шт.",0.00028,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
636,"Ткани декоративные для изготовления штор и занавесей, м",0.0008,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
281,"Комплект столовых приборов, комплект на 1 человека",0.00028,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
742,"Электроутюг, шт.",0.00079,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
1009,"Экскурсионные туры по России, поездка",0.00138,Услуги,,55,u_proch,service_residual_rule
809,"Шарф шерстяной, полушерстяной или из смесовой пряжи для взрослых, шт.",0.00077,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
1001,"Установка натяжного потолка, м2",0.00073,Услуги,,12,u_bit,service_name_rule
502,"Полуботинки мужские с верхом из искусственной кожи, пара",0.00083,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
589,"Содержание и ремонт жилья в государственном и муниципальном жилищных фондах, м2 общей площади",0.00078,Услуги,,14,u_gkh,service_name_rule
482,"Платье (платье-костюм, сарафан) для девочек школьного возраста из полушерстяных, смесовых  тканей, шт.",0.00051,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
718,"Чайник, шт.",0.00102,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
109,"Авторучка шариковая, шт.",0.00063,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
542,"Ремень мужской, шт.",0.00059,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
622,"Табурет для кухни, шт.",0.00063,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
432,"Овощи замороженные, кг",0.00068,Продовольственные товары,"Плодоовощная продукция, включая картофель",33,p_ovosh,micro_sprav_subcomponent_exact
714,"Цемент тарированный, 50 кг",0.00066,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
1007,"Проживание в гостинице 4*-5*, сутки с человека",0.00067,Услуги,,55,u_proch,service_residual_rule
221,"Жевательная резинка, упаковка",0.00016,Продовольственные товары,Кондитерские изделия,16,p_sweet,micro_sprav_subcomponent_exact
322,"Крупа манная, кг",0.00059,Продовольственные товары,Макаронные и крупяные изделия,18,p_mak_kr,micro_sprav_subcomponent_exact
592,"Соленые и копченые деликатесные продукты из рыбы, кг",0.0013,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
961,"Пена для бритья, 200 мл",0.00085,Непродовольственные товары,Парфюмерно-косметические товары,30,n_parf,micro_sprav_subcomponent_exact
1008,"Проживание в хостеле, сутки с человека",0.00061,Услуги,,55,u_proch,service_residual_rule
397,"Набор корпусной мебели, комплект",0.00062,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
1076,"Гипсокартон, м2",0.00075,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
703,"Футболка детская, шт.",0.00049,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
228,"Занятия в плавательных бассейнах, месяц",0.00091,Услуги,,44,u_obr,service_name_rule
471,"Печь микроволновая, шт.",0.00067,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
1070,"Трикотажный головной убор для взрослых, шт.",0.00057,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
324,"Ксерокопирование документа, лист",0.0009,Услуги,,12,u_bit,service_name_rule
786,"Поездка на отдых в Турцию, поездка",0.0004,Услуги,,67,u_z_tour,service_name_rule
1077,"Кресло детское автомобильное, шт.",0.00056,Непродовольственные товары,Легковые автомобили,17,n_avto,micro_sprav_subcomponent_exact
650,"Триммер электрический, шт.",0.00056,Непродовольственные товары,Инструменты и оборудование,15,n_instr,micro_sprav_subcomponent_exact
205,"Джемпер для детей школьного возраста, шт.",0.00045,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
214,"Дрель электрическая, шт.",0.00056,Непродовольственные товары,Инструменты и оборудование,15,n_instr,micro_sprav_subcomponent_exact
743,"Электрочайник, шт.",0.00058,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
369,"Металлочерепица, м2",0.00052,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
528,"Проезд в междугородном автобусе, в расчете на 50 км пути",0.00057,Услуги,,47,u_transp,service_name_rule
548,"Ремонт холодильников всех марок, один вид работы",0.00042,Услуги,,12,u_bit,service_name_rule
243,"Икра лососевых рыб, отечественная, кг",0.00046,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
276,"Комбинезон утепленный для детей до одного года, шт.",0.00038,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
562,"Рытье могилы, услуга",0.00051,Услуги,,12,u_bit,service_name_rule
1006,"Проживание в гостинице 3*, сутки с человека",0.00075,Услуги,,55,u_proch,service_residual_rule
1014,"Гастроскопия (ФГДС, ЭГДС), услуга",0.00059,Услуги,,22,u_med,service_name_rule
307,"Костюм трикотажный для детей ясельного возраста, шт.",0.00037,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
487,"Повторное получение гербового документа в органах ЗАГС, документ",0.00057,Услуги,,55,u_proch,service_residual_rule
1097,"Меновазин, 40 мл",0.00034,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
159,"Верошпирон, 100 мг, 10 капсул",0.00048,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1040,"Парацетамол, 500 мг, 10 таблеток",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
120,"Ацетилсалициловая кислота (Аспирин отечественный), 500 мг, 10 таблеток",0.00029,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
275,"Комбинезон (костюм) утепленный для детей дошкольного возраста, шт.",0.00047,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
595,"Сорочка верхняя для мальчиков дошкольного возраста, шт.",0.00024,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
692,"Учебник, учебное пособие, дидактический материал для общеобразовательной школы, шт.",0.00048,Непродовольственные товары,Печатные издания,32,n_pech_iz,micro_sprav_subcomponent_exact
1075,"Коньки, пара",0.00035,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
563,"Рюмка, фужер из простого стекла, шт.",0.00054,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1029,"Кеторол Экспресс, 10 мг, 10 таблеток",0.00046,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
652,"Трусы детские, шт.",0.00043,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
987,"Цефтриаксон, 1 г",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
993,"Омепразол, 20 мг, 10 таблеток",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
267,"Колбаса сырокопченая, кг",0.00053,Продовольственные товары,Мясопродукты,26,p_meat,micro_sprav_subcomponent_exact
513,"Пребывание пациента в круглосуточном стационаре, койко-день",0.00042,Услуги,,22,u_med,service_name_rule
1011,"Поездка на отдых в ОАЭ, поездка",0.0004,Услуги,,67,u_z_tour,service_name_rule
1013,"Диагностика на магнитно-резонансном или компьютерном томографе, услуга",0.00045,Услуги,,22,u_med,service_name_rule
237,"Игрушки пластмассовые для детей ясельного возраста, шт.",0.00039,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
271,"Колготки детские, шт.",0.00035,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
302,"Корвалол, 25 мл",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
303,"Корригирующие очки, шт.",0.00097,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
381,"Монитор для настольного компьютера, шт.",0.00052,Непродовольственные товары,Персональные компьютеры,31,n_comp,micro_sprav_subcomponent_exact
455,"Панкреатин, 10 таблеток",0.00038,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
505,"Пользование общественным туалетом, посещение",0.00047,Услуги,,12,u_bit,service_name_rule
511,"Постановка набоек, пара",0.00055,Услуги,,12,u_bit,service_name_rule
628,"Театры, билет",0.00033,Услуги,,46,u_cult,service_name_rule
994,"Хлоргексидин, 100 мл",0.00033,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1041,"Перекись водорода, 3%, 100 мл",0.00036,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
216,"Дротаверин (Но-шпа), 40 мг, 100 таблеток",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
231,"Земля для растений, л",0.00027,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
258,"Кирпич красный, 1000 шт.",0.00015,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
509,"Посещение детского ясли-сада, день",0.00038,Услуги,,44,u_obr,service_name_rule
996,"Ибупрофен, 200 мг, 10 таблеток",0.00049,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1002,"Услуги аренды автомобилей, час",0.00017,Услуги,,12,u_bit,service_name_rule
1038,"Натрия хлорид, 0,9%, 100 мл",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1055,"Цитрамон, 10 таблеток",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
251,"Карандаш чернографитный, шт.",0.00034,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
260,"Клинический осмотр животного, посещение",0.00037,Услуги,,22,u_med,service_name_rule
290,"Консервы рыбные в томатном соусе, 350 г",0.0005,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
337,"Левомеколь, мазь, 40 г",0.00041,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
396,"Мяч футбольный, шт.",0.00026,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
634,"Тетрадь школьная, шт.",0.00029,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
983,"Бумажные носовые платки, упаковка 10 шт.",0.00042,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1099,"Пенталгин, 24 таблетки",0.00035,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
851,"Активированный уголь, 250 мг, 10 таблеток",0.00032,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
981,"Салфетки влажные, упаковка 20 шт.",0.00045,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1045,"Ренгалин, 20 таблеток",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1020,"Аскорбиновая кислота, 50 мг, 100 драже",0.00028,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
