item_code,item_name,item_weight,source_component,source_subcomponent,subcomponent_code,external_var,mapping_source
1095,"Кардиомагнил, 100 таблеток",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
325,"Ксилометазолин (Галазолин) 0,1%, 10 мл",0.00051,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
399,"Набор фломастеров, набор",0.00032,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
615,"Супрастин, 25 мг, 10 таблеток",0.00037,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
995,"Амоксициллин с клавулановой кислотой, 500 мг+125мг, 10 таблеток",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1080,"Ингалипт, аэрозоль для местного применения, 30 мл",0.00037,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
406,"Нимесулид, 100 мг, 10 таблеток",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
483,"Платье (сарафан) летнее для девочек дошкольного возраста, шт.",0.00029,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
1092,"Гепариновая мазь,  25 г",0.00036,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
286,"Консервы мясные, 350 г",0.00041,Продовольственные товары,Мясопродукты,26,p_meat,micro_sprav_subcomponent_exact
370,"Метамизол натрия (Анальгин отечественный), 500 мг, 10 таблеток",0.00036,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
543,"Ремонт  телевизоров, один вид работы",0.00037,Услуги,,12,u_bit,service_name_rule
624,"Таурин, 4%, 5 мл",0.00036,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
651,"Троксерутин, 2% гель, 40 г",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1027,"Ингавирин, 90 мг, 10 капсул",0.00035,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1039,"Нафазолин, 0,1%, 15 мл",0.00044,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1089,"Аскофен-П, 10 таблеток",0.00035,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1094,"Диклофенак, 15 мл",0.00038,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
113,"Амброксол, 30 мг, 10 таблеток",0.00035,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
126,"Белье для новорожденных и детей ясельного возраста, шт.",0.00028,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
1025,"Газета в розницу, шт.",0.00024,Непродовольственные товары,Печатные издания,32,n_pech_iz,micro_sprav_subcomponent_exact
1093,"Граммидин, 10 таблеток",0.00034,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1096,"Лизобакт, 10 таблеток",0.00034,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1100,"Салициловая кислота, 40 мл",0.00031,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1005,"Проживание в гостинице 2*, сутки с человека",4e-05,Услуги,,55,u_proch,service_residual_rule
261,"Книга художественная, шт.",0.00028,Непродовольственные товары,Печатные издания,32,n_pech_iz,micro_sprav_subcomponent_exact
336,"Лампа энергосберегающая, шт.",0.00022,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
695,"Физиотерапевтическое лечение, процедура",0.00014,Услуги,,22,u_med,service_name_rule
1026,"Гриппферон, 10000 МЕ/мл, 10 мл",0.00032,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1091,"Валосердин, 25 мл",0.00033,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1101,"Спазмалгон, 10 таблеток",0.0004,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1102,"Трекрезан, 10 таблеток",0.00032,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
112,"Альбом для рисования, шт.",0.00023,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
150,"Валидол, 60 мг, 10 таблеток",0.00032,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
246,"Йод, 10 мл",0.00036,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
701,"Фотоаппарат, шт.",0.00019,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
748,"Эналаприл, 5 мг, 10 таблеток",0.00035,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
323,"Крупы овсяная и перловая, кг",0.00032,Продовольственные товары,Макаронные и крупяные изделия,18,p_mak_kr,micro_sprav_subcomponent_exact
347,"Лоперамид, 2 мг, 10 капсул (таблеток)",0.00036,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1035,"Метилурацил, 10 % мазь, 25 г",0.00037,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1037,"Мирамистин, 0,01%, 150 мл",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
135,"Бисопролол, 10 мг, 10 таблеток",0.00039,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
197,"Годовая стоимость полиса добровольного страхования жилья от стандартных рисков, полис",0.00027,Услуги,,55,u_proch,service_residual_rule
964,"Лампа светодиодная, шт.",0.00026,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
1103,"Цетрин, 10 таблеток",0.00029,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
722,"Чашка чайная с блюдцем, комплект",0.00028,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1090,"Беталок ЗОК, 10 таблеток",0.00028,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
116,"Аппарат для измерения артериального давления электронный, шт.",0.0002,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
544,"Ремонт брюк из всех видов тканей, один вид работы",0.00018,Услуги,,12,u_bit,service_name_rule
568,"Сапоги цельнорезиновые для взрослых, пара",0.00042,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
257,"Кинотеатры, билет",0.00023,Услуги,,46,u_cult,service_name_rule
496,"Ползунки из хлопчатобумажного трикотажного полотна, шт.",0.00019,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
973,"Ягоды замороженные, кг",0.00026,Продовольственные товары,"Плодоовощная продукция, включая картофель",33,p_ovosh,micro_sprav_subcomponent_exact
1060,"Поездки в страны Закавказья, поездка",0.00022,Услуги,,67,u_z_tour,service_name_rule
295,"Конструктор детский пластмассовый, набор",0.00029,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
411,"Носки, гольфы детские, пара",0.00017,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
519,"Прививка животного, шт.",0.00019,Услуги,,22,u_med,service_name_rule
124,"Батарейки электрические типа АА, шт.",0.00019,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
118,"Аренда индивидуального банковского сейфа, в расчете на месяц",0.00011,Услуги,,14,u_gkh,service_name_rule
458,"Пеленки для новорожденных, шт.",0.00019,Непродовольственные товары,Одежда и белье,29,n_odegd,micro_sprav_subcomponent_exact
103,"Абонентская плата за неограниченный объем местных телефонных соединений, месяц",0.00026,Услуги,,48,u_sv,service_name_rule
154,"Вата отечественная, 100 г",0.00014,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
638,"Ткани хлопчатобумажные бельевые, м",0.0001,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1028,"Канефрон Н, 60 таблеток",0.00021,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1073,"Бумага офисная, упаковка 500 листов",0.00015,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
314,"Креветки мороженые неразделанные, кг",0.00036,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
514,"Предоставление абоненту в постоянное пользование абонентской линии независимо от ее типа, месяц",0.00024,Услуги,,48,u_sv,service_name_rule
516,"Предоставление междугородных телефонных соединений (разговоров) автоматическим способом на расстояние 601-1200 км, минута",0.00019,Услуги,,48,u_sv,service_name_rule
518,"Предоставление местного телефонного соединения при повременной системе оплаты услуг связи, минута",0.00024,Услуги,,48,u_sv,service_name_rule
1004,"Проживание в гостинице 1* или в мотеле, сутки с человека",5e-05,Услуги,,55,u_proch,service_residual_rule
1065,"Поездки в отдельные страны Юго-Восточной Азии, поездка",0.00017,Услуги,,67,u_z_tour,service_name_rule
316,"Кровать для новорожденных,шт.",0.00051,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
515,"Предоставление междугородных телефонных соединений (разговоров) автоматическим способом на расстояние 1201-3000 км, минута",0.00018,Услуги,,48,u_sv,service_name_rule
107,"Абонентская плата при комбинированной системе оплаты услуг местной телефонной связи, месяц",0.00022,Услуги,,48,u_sv,service_name_rule
1024,"Валерианы экстракт, 20 мг, 10 таблеток",0.00029,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
335,"Лампа электрическая осветительная, шт.",0.00019,Непродовольственные товары,Электротовары и другие бытовые приборы,51,n_electro,micro_sprav_subcomponent_exact
362,"Матрас детский, шт.",0.00051,Непродовольственные товары,Мебель,20,n_mebel,micro_sprav_subcomponent_exact
400,"Наём жилых помещений в государственном и муниципальном жилищных фондах, м2 общей площади",0.00012,Услуги,,14,u_gkh,service_name_rule
468,"Печать цветных фотографий, шт.",0.00011,Услуги,,12,u_bit,service_name_rule
533,"Проезд в троллейбусе, поездка",0.0001,Услуги,,47,u_transp,service_name_rule
642,"Ткань платьевая из искусственного или синтетического шелка, м",8e-05,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
236,"Игрушки мягкие, шт.",0.00012,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
554,"Рубероид, 10 м",0.00011,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
1043,"Поездка на отдых в Египет, поездка",0.0002,Услуги,,67,u_z_tour,service_name_rule
1098,"Мукалтин, 10 таблеток",0.00014,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
218,"Еврошифер, 10 м2",0.00011,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
226,"Замена элементов питания в наручных часах, услуга",0.00013,Услуги,,12,u_bit,service_name_rule
241,"Изготовление фотографий для документов, 4 шт.",0.00011,Услуги,,12,u_bit,service_name_rule
248,"Кальмары мороженые, кг",0.00023,Продовольственные товары,Рыбопродукты,34,p_fish,micro_sprav_subcomponent_exact
408,"Нитки швейные, катушка",0.00011,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
421,"Обувь домашняя с текстильным верхом для детей, пара",0.00017,Непродовольственные товары,"Обувь кожаная, текстильная и комбинированная",27,n_obuv,micro_sprav_subcomponent_exact
997,"Шприцы одноразовые, шт.",6e-05,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
156,"Велосипед дорожный для взрослых, шт.",0.00059,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
346,"Лопата садовая, шт.",0.00015,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
478,"Плата за пересылку простой посылки внутри России массой 1-2 кг, шт.",0.00013,Услуги,,48,u_sv,service_name_rule
999,"Антисептик для рук, 100 мл",0.00017,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
211,"Дополнительные занятия в государственных и муниципальных общеобразовательных организациях очной формы обучения, академический час",0.00031,Услуги,,44,u_obr,service_name_rule
294,"Консервы фруктово-ягодные для детского питания, кг",9e-05,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
664,"Удостоверение завещания в нотариальной конторе, услуга",0.00012,Услуги,,55,u_proch,service_residual_rule
1064,"Поездка в Беларусь, поездка",0.0001,Услуги,,67,u_z_tour,service_name_rule
341,"Лечебный массаж, сеанс",0.00013,Услуги,,22,u_med,service_name_rule
641,"Ткань костюмная шерстяная и полушерстяная, м",6e-05,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
466,"Перчатки из натуральной кожи, пара",0.00011,Непродовольственные товары,Галантерея,13,n_galant,micro_sprav_subcomponent_exact
1078,"Соска (пустышка) детская, шт.",6e-05,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
134,"Бинт, шт.",4e-05,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
288,"Консервы овощные для детского питания, кг",8e-05,Продовольственные товары,Другие продовольственные товары,53,p_proch,micro_sprav_subcomponent_exact
449,"Оформление доверенности в нотариальной конторе, услуга",0.00012,Услуги,,55,u_proch,service_residual_rule
691,"Устная консультация юриста по семейным вопросам, консультация",0.00011,Услуги,,55,u_proch,service_residual_rule
706,"Химчистка мужского костюма, шт.",0.00012,Услуги,,12,u_bit,service_name_rule
633,"Термометр медицинский электронный стандартный, шт.",6e-05,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
795,"Варежки (перчатки) детские, пара",8e-05,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
998,"Санитарно-гигиеническая маска (медицинская), шт.",7e-05,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
1000,"Термометр медицинский безртутный (галинстановый), шт.",6e-05,Непродовольственные товары,Медицинские товары,21,n_med,micro_sprav_subcomponent_exact
467,"Перчатки трикотажные женские, пара",6e-05,Непродовольственные товары,Трикотажные изделия,43,n_tric,micro_sprav_subcomponent_exact
1063,"Поездки в отдельные страны Средней Азии, поездка",4e-05,Услуги,,67,u_z_tour,service_name_rule
285,"Консервы мясные для детского питания, кг",3e-05,Продовольственные товары,Мясопродукты,26,p_meat,micro_sprav_subcomponent_exact
386,"Музеи и выставки, билет",9e-05,Услуги,,46,u_cult,service_name_rule
569,"Сапоги цельнорезиновые для детей, пара",0.00011,Непродовольственные товары,Другие непродовольственные товары,54,n_proch,micro_sprav_subcomponent_exact
1067,"Творожок детский, кг",6e-05,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
464,"Пересылка простого письма внутри России, массой до 20 г, шт.",1e-05,Услуги,,48,u_sv,service_name_rule
535,"Проживание в студенческом общежитии, месяц",2e-05,Услуги,,14,u_gkh,service_name_rule
602,"Стекло оконное листовое, м2",5e-05,Непродовольственные товары,Строительные материалы,38,n_str,micro_sprav_subcomponent_exact
631,"Телефонный аппарат стационарный, шт.",3e-05,Непродовольственные товары,Средства связи,37,n_sr_sv,micro_sprav_subcomponent_exact
699,"Флеш-накопитель USB, шт.",3e-05,Непродовольственные товары,Телерадиотовары,41,n_tv,micro_sprav_subcomponent_exact
1068,"Молоко для детей, л",1e-05,Продовольственные товары,Молоко и молочная продукция,24,p_milk,micro_sprav_subcomponent_exact
