Feature,Pearson_r,Pearson_p,Spearman_r,Spearman_p,Abs_Pearson,N_obs
brent_pct_L11,-0.03332693463417252,0.7332676453920419,0.04330940594697858,0.6578077100728466,0.03332693463417252,107
reg_receivables_L2,-0.03298986450993942,0.7251686210128356,0.023312232546161552,0.8038287500707673,0.03298986450993942,116
reg_receivables_L9,-0.03293486132573043,0.7338730147825995,-0.09396924893825068,0.3310954017418831,0.03293486132573043,109
prod_STD3,-0.03224014191250087,0.7311728228485174,-0.05855395225045068,0.5323966266837611,0.03224014191250087,116
serv_L6,0.032212066017050144,0.735993567274287,0.015000704868877217,0.8752602920442454,0.032212066017050144,112
reg_shipped_L8,-0.0319751999730254,0.7401818231618015,-0.05144101599784001,0.5935433598199333,0.0319751999730254,110
reg_profit_L4,-0.03188225642159201,0.7363103046389594,0.14902562903805522,0.11354164691366722,0.03188225642159201,114
Ruonia_MA6,-0.03182792319662284,0.737882756982872,-0.05224166190515921,0.582636730843396,0.03182792319662284,113
serv_L10,0.03174018888661711,0.7443504636311876,0.07500559815741903,0.4404115117114342,0.03174018888661711,108
reg_wage_L6,-0.03159479369474543,0.7408715846824232,0.10566664032269425,0.26750227815666033,0.03159479369474543,112
reg_ind_prod_L4,0.03151022542642031,0.739276154664891,-0.009531313008693311,0.919830430550707,0.03151022542642031,114
nonprod_MA6,0.03090986490080815,0.7451805275438746,0.20686062550311235,0.027924542919755126,0.03090986490080815,113
nonprod_MA12,0.03076924262671363,0.7530534790841452,0.08225150682823487,0.3996472994132563,0.03076924262671363,107
ki_i_L5,-0.030606224770006754,0.74759921389252,-0.02478989979215366,0.7943776120464456,0.030606224770006754,113
mom_L5,-0.03014893641005956,0.7512464289903246,-0.0873077275222718,0.357817283317185,0.03014893641005956,113
nonprod_L9,0.030044085364797916,0.7564672460265199,-0.1381887919647956,0.15186208960025924,0.030044085364797916,109
reg_income_nom_L9,0.02988293866466527,0.7599479835602011,0.01813654588761394,0.852901504518643,0.02988293866466527,107
brent_pct_L5,-0.02983569794402607,0.7537479117838145,-0.08048922550111846,0.396730362812171,0.02983569794402607,113
reg_housing_primary_L1,0.029588964051265078,0.7535903958407385,0.036130930537538915,0.7014576507403958,0.029588964051265078,115
usd_L4,0.029515028462204586,0.7552463204941013,-0.05455503005445152,0.5642782652398497,0.029515028462204586,114
reg_housing_secondary_L1,0.029228033740957345,0.7565016931039306,0.15590482191920543,0.09614860525266719,0.029228033740957345,115
reg_wage_agri_L1,0.029186260372871753,0.7547557747622013,-0.04152006699995628,0.6566970074279159,0.029186260372871753,117
reg_agri_prices_L4,0.028902033491291012,0.7601740740955667,0.0585371190501838,0.5361480886766635,0.028902033491291012,114
reg_payables_L12,-0.02860731629937171,0.7709765945244627,-0.003025829158055304,0.9754421930207412,0.02860731629937171,106
reg_construction_L8,0.028461986810208232,0.7678704399561936,0.08818331062194365,0.3596168781730107,0.028461986810208232,110
reg_income_nom_L4,0.028291378133036674,0.7671474571379852,0.024405882228498106,0.7983925158787148,0.028291378133036674,112
reg_receivables_D1,-0.02814529850109861,0.7632398821302975,-0.13257932769487535,0.15416695348917514,0.02814529850109861,117
reg_income_real_L9,0.02803621628306544,0.7743734899711733,-0.03086562009125831,0.7523049225290006,0.02803621628306544,107
reg_payables_L5,-0.027908075052587317,0.7691969129578443,-0.03197564410169016,0.7367106573659064,0.027908075052587317,113
reg_receivables_D12,-0.02769213398290651,0.7781110522702476,-0.07613063544275675,0.43795811820087316,0.02769213398290651,106
reg_profit_L10,-0.027653343933270152,0.7763396577965248,-0.034097946943764425,0.7260874418543961,0.027653343933270152,108
reg_construction_L10,0.02762450949227388,0.776566760365651,0.10583446134103935,0.275655565964148,0.02762450949227388,108
reg_invest_prices_D6,-0.027301386046630797,0.7750752536368424,-0.04433874217962818,0.6425034343983722,0.027301386046630797,112
reg_invest_prices_L5,0.02723021726367629,0.7746515328852265,0.0641504803550532,0.49964868942084517,0.02723021726367629,113
reg_receivables_MA3,-0.02654443422434418,0.7772948656893457,0.1069584513319414,0.25312832106614064,0.02654443422434418,116
reg_receivables_L12,0.026148306953040844,0.7901878044092703,-0.06865380634312744,0.48437767929026976,0.026148306953040844,106
reg_services_D6,0.02610043743065059,0.796586880777663,0.18520030127905224,0.06507954126902017,0.02610043743065059,100
nonprod_L7,0.02606835493240788,0.7859416727947208,0.06435329726775804,0.5022045615801305,0.02606835493240788,111
reg_invest_prices,-0.025677589744008945,0.7825432540670759,0.08426268553442473,0.3643021210597719,0.025677589744008945,118
reg_invest_prices_L0,-0.025677589744008945,0.7825432540670759,0.08426268553442473,0.3643021210597719,0.025677589744008945,118
reg_housing_primary_L4,0.02542805544108593,0.7901396039356695,0.10887271158317953,0.253173579429995,0.02542805544108593,112
ki_i_L7,-0.025213991223026647,0.7927968319101409,-0.05579752931608808,0.5607942097461329,0.025213991223026647,111
reg_profit_D12,-0.025112604387880596,0.7983178138664687,-0.039246907105939,0.6895730413549335,0.025112604387880596,106
reg_receivables_L0,-0.024706458183659304,0.7905747053913299,-0.07367013927180202,0.42788169819778266,0.024706458183659304,118
reg_receivables,-0.024706458183659304,0.7905747053913299,-0.07367013927180202,0.42788169819778266,0.024706458183659304,118
reg_invest_prices_MA3,-0.024654303258055996,0.7927823956059888,0.13079502064859316,0.16167226843038177,0.024654303258055996,116
reg_wage_L9,0.024027004338618877,0.8041397589269038,0.18606849887252488,0.052724746373412526,0.024027004338618877,109
reg_payables_L11,0.0239651414318701,0.8064402845629086,0.010128399247160021,0.9175335665421243,0.0239651414318701,107
reg_wage_MA12,0.02376216727845677,0.8080479688993584,0.14991916995023657,0.12324721666076772,0.02376216727845677,107
usd_L7,0.02363549332512667,0.8055034937162838,-0.017093642010905706,0.8586703291049953,0.02363549332512667,111
reg_invest_prices_D1,0.023433912958323942,0.8019768793778514,-0.0831890482483815,0.3725468164193716,0.023433912958323942,117
reg_retail_D12,-0.023326059224209904,0.8123920659597518,-0.12660712856217046,0.19592265534488265,0.023326059224209904,106
reg_housing_secondary_D3,-0.023098088378034367,0.8081305778518825,-0.025376307888135406,0.7896250653507624,0.023098088378034367,113
reg_shipped_MA6,0.022960487225373624,0.8092517938734688,0.09530810753999694,0.315300346607338,0.022960487225373624,113
reg_income_nom_STD3,-0.022641190254713436,0.8110216357767396,0.035816465209206755,0.7051912739441912,0.022641190254713436,114
serv_D1,-0.022622604890955397,0.8086991133428626,-0.026138990867076786,0.7796704054348668,0.022622604890955397,117
reg_housing_secondary_D1,-0.02241395761524976,0.8120618269658303,-0.04732712703833019,0.6154817529474167,0.02241395761524976,115
reg_housing_primary_MA3,0.022083743587029032,0.815590775317112,0.09721054915417074,0.30351476798762245,0.022083743587029032,114
reg_agri_prices_D1,0.02198237313855408,0.8140137454821732,0.060156362863597254,0.5193885740075637,0.02198237313855408,117
usd_L6,-0.02148608291634401,0.8220863609725835,-0.09581523912665438,0.31492001370424766,0.02148608291634401,112
brent_pct_D12,-0.021365677961529442,0.8279046434961678,-0.042925202418217276,0.6621814018514556,0.021365677961529442,106
nonprod_L12,-0.02126442741552685,0.8287076976688462,-0.1559819893998302,0.11033685380546027,0.02126442741552685,106
usd_L5,0.02096158412377474,0.8255819244391727,0.010902526178193777,0.9087540640964491,0.02096158412377474,113
reg_ind_prod_L5,-0.02060199091446447,0.8285277715348414,0.0519986110084018,0.584394395020716,0.02060199091446447,113
brent_D6,0.01992457773354641,0.856372592043952,-0.024177274129230805,0.8261553152636736,0.01992457773354641,85
brent_L12,0.019720938092615242,0.8519833263496456,0.06034379796762064,0.5677252855101012,0.019720938092615242,92
reg_invest_prices_L9,-0.01951724928707326,0.8403576266714758,0.06713785835340981,0.4879067488543667,0.01951724928707326,109
reg_income_real_L4,0.019256401848908217,0.8402895958286716,0.03631515937931497,0.703843391281542,0.019256401848908217,112
reg_invest_prices_L10,0.01917892605185476,0.8438180592714416,0.11067302911828354,0.2541732558849117,0.01917892605185476,108
reg_construction_D6,0.019174412860058495,0.8409606291921429,-0.08567822244123938,0.36907144785443036,0.019174412860058495,112
usd_L3,-0.01908212085616563,0.8395916014621241,0.014233028621568491,0.87999743793213,0.01908212085616563,115
reg_wage_L3,-0.0185593644234309,0.8439294852955881,0.041258309376233364,0.661531881840921,0.0185593644234309,115
reg_agri_prices_L5,-0.018134135967744748,0.8488069834892146,0.04581829085796093,0.629882013444691,0.018134135967744748,113
reg_receivables_L1,0.018071216705090227,0.8466557497833732,0.09118142465993449,0.32820928852392617,0.018071216705090227,117
reg_agri_prices_L11,0.01804182050958809,0.8536612133957792,0.026721502688205067,0.7846905713895402,0.01804182050958809,107
reg_income_nom_L12,0.01777676259482696,0.8578504111893335,0.007735633593077497,0.9378789716653904,0.01777676259482696,104
reg_receivables_L7,-0.01708584893677474,0.8587340936292558,0.048840903634004756,0.6107172797954836,0.01708584893677474,111
reg_shipped_L11,-0.016982172161101174,0.8621686817988791,-0.035227551256809826,0.7186763059657504,0.016982172161101174,107
Ruonia_MA3,0.016897337271365664,0.8571275664599267,-0.0051339172520103084,0.9563810375012404,0.016897337271365664,116
brent_pct_D1,-0.016529621492549353,0.8595966713138496,0.09004526292773285,0.3342973640825495,0.016529621492549353,117
reg_wage_STD6,0.01641152957061464,0.8630217941434746,-0.06343697204714573,0.5044405133946375,0.01641152957061464,113
reg_housing_secondary_STD3,-0.01604848882725463,0.8654242301599504,0.011704129633342239,0.9016375912385868,0.01604848882725463,114
reg_wage_agri_D12,-0.015869902964185424,0.8717283606649047,-0.07626512319791585,0.4371469313030555,0.015869902964185424,106
reg_receivables_L11,0.01571320556225524,0.872377368459482,0.05398507357364105,0.5807634343840851,0.01571320556225524,107
reg_housing_primary_STD6,-0.015315260224262972,0.8732441826289113,-0.16866941305171765,0.07678910583519179,0.015315260224262972,111
reg_wage_agri_L11,0.014941885395307504,0.8785929120079163,0.0946685417175036,0.3320775893763822,0.014941885395307504,107
reg_income_real_L12,0.014765498999472574,0.8817372553619315,0.04453244801145039,0.6535199831787426,0.014765498999472574,104
nonprod_L8,-0.014622627182301803,0.8794870074286714,-0.06307590460599896,0.5126990288336026,0.014622627182301803,110
ki_i_L3,-0.014488369151962157,0.8778611157099951,0.16547860917276233,0.07716451161796023,0.014488369151962157,115
reg_profit_L7,-0.013971901497105498,0.8842814853636539,-0.022440158969518963,0.8151597571157794,0.013971901497105498,111
reg_receivables_L10,0.013966358343602592,0.885926320828093,0.05723684397259786,0.5562746165443915,0.013966358343602592,108
reg_payables_D6,-0.01395935652902238,0.8838568705786854,-0.12807577797419492,0.17837658287342262,0.01395935652902238,112
reg_shipped,0.013922738720753683,0.8810510775066998,0.036699995593595616,0.6931727296028933,0.013922738720753683,118
reg_shipped_L0,0.013922738720753683,0.8810510775066998,0.036699995593595616,0.6931727296028933,0.013922738720753683,118
nonprod_L11,-0.013681223903998091,0.8887674513866378,-0.0942218284332487,0.3343744287105199,0.013681223903998091,107
reg_shipped_L9,-0.013653012629042168,0.8879451098821327,0.056062856666423966,0.5625749387317381,0.013653012629042168,109
reg_retail_L8,0.013239033733997293,0.8908158130482776,0.09494123244509522,0.3238349182823328,0.013239033733997293,110
reg_shipped_L7,0.012871698664853905,0.8933375955845383,0.03585454594074416,0.708705587108476,0.012871698664853905,111
serv_D3,-0.012815082813247948,0.8918760372977921,-0.052281637197839397,0.5789541553940736,0.012815082813247948,115
reg_invest_prices_MA6,0.012379687576466828,0.896455925189252,0.11808829498130942,0.21287369709503784,0.012379687576466828,113
reg_ppi,-0.011672350815186453,0.9001683361568773,0.055235430454388744,0.5524606637184462,0.011672350815186453,118
reg_ppi_L0,-0.011672350815186453,0.9001683361568773,0.055235430454388744,0.5524606637184462,0.011672350815186453,118
reg_wage_MA6,0.01154666075693801,0.9033884807810734,0.08823003449876261,0.3527419902934382,0.01154666075693801,113
serv_L11,-0.01141871611821759,0.907071973558577,-0.04551155488275503,0.641582736800478,0.01141871611821759,107
reg_payables_D1,0.011327130405360233,0.903524658541015,-0.11692610961525587,0.2093040226145815,0.011327130405360233,117
usd_D1,-0.011278601944905714,0.903936003692983,0.1016269226674753,0.2755869802055416,0.011278601944905714,117
reg_receivables_D3,0.0109622708627934,0.9074334007439814,0.006313367999301969,0.9466100615079847,0.0109622708627934,115
reg_housing_secondary,0.01085158852960744,0.9079593691701627,0.06114324545380395,0.5143936535496271,0.01085158852960744,116
reg_housing_secondary_L0,0.01085158852960744,0.9079593691701627,0.06114324545380395,0.5143936535496271,0.01085158852960744,116
reg_receivables_D6,-0.010698821950311382,0.91085617896639,-0.15662215833656512,0.0991204736799009,0.010698821950311382,112
reg_income_real_L11,-0.010683380803155458,0.9138650306295257,0.024254902782963186,0.8059920497464484,0.010683380803155458,105
serv_STD3,-0.010644969523545407,0.9097043894663335,0.07287347480095463,0.43691936115430874,0.010644969523545407,116
reg_profit,-0.01062175105594577,0.9091135762042878,-0.0019686621235934123,0.9831200057378183,0.01062175105594577,118
reg_profit_L0,-0.01062175105594577,0.9091135762042878,-0.0019686621235934123,0.9831200057378183,0.01062175105594577,118
reg_agri_prices_MA12,-0.010532303574425228,0.9142572041011529,0.007529441781573321,0.9386462708817562,0.010532303574425228,107
reg_wage_agri_STD3,-0.010217689262139812,0.9133143798379045,0.07617780760935193,0.4163575649149486,0.010217689262139812,116
reg_wage_agri_D1,0.009320659487060224,0.9205522875438746,-0.02376505113500076,0.7992372978593675,0.009320659487060224,117
reg_services_L6,0.00912942373764204,0.9281693603197545,0.04068888125882396,0.6877283781698693,0.00912942373764204,100
reg_receivables_STD3,0.009021092525312845,0.9234333076187006,0.0287656382624998,0.7592059749206225,0.009021092525312845,116
reg_housing_primary_L3,0.008327847135476596,0.9302395523223277,0.1057901372612486,0.2647674596396407,0.008327847135476596,113
reg_agri_prices_L3,-0.007890699532895572,0.9332987543025203,0.02522260176709208,0.7890303200435805,0.007890699532895572,115
brent_pct_L10,-0.007771763402325576,0.9363741198410486,-0.015131397265594518,0.8764829737393743,0.007771763402325576,108
reg_receivables_L8,-0.007514483066580785,0.9378969872327356,-0.07853878848378314,0.41474449779111533,0.007514483066580785,110
reg_receivables_MA12,-0.007001241423782869,0.942942804680444,0.008739443160915293,0.9288106031833627,0.007001241423782869,107
reg_shipped_L12,0.006945003404464567,0.9436713633878852,0.07807154166221851,0.42633413334043035,0.006945003404464567,106
reg_income_real_STD3,0.006743921090471602,0.9432285279016103,0.0692552022081214,0.4640624750505702,0.006743921090471602,114
reg_receivables_L5,0.006525095088791661,0.945314215089413,-0.005365297782233189,0.9550230310816505,0.006525095088791661,113
reg_income_real_L10,-0.006273527683208172,0.9491098080353819,-0.004309660562500357,0.9650281403822023,0.006273527683208172,106
reg_profit_L9,-0.0062179122593308545,0.9488355766819837,-0.06166486362738974,0.5241349932577949,0.0062179122593308545,109
reg_services_D3,-0.006080135054958371,0.95139575966669,0.026961491135705676,0.7868994945521892,0.006080135054958371,103
reg_unknown20_L6,0.005999030664157778,0.9595426756775881,0.1453673977990274,0.21653856264676424,0.005999030664157778,74
reg_invest_prices_L2,-0.005775591063649611,0.9509356356910056,0.11448906732902457,0.2210429447738929,0.005775591063649611,116
reg_income_nom_L10,-0.005553164219499586,0.9549467984528004,0.008278818734720443,0.9328763836313769,0.005553164219499586,106
reg_ppi_MA12,0.005546093143038328,0.9547874943468001,-0.06641046032003822,0.49673411809056855,0.005546093143038328,107
reg_income_nom_STD6,-0.0054240018846539615,0.9549443499640798,0.1357859202082625,0.15531980306729387,0.0054240018846539615,111
reg_invest_prices_L6,0.004920428686308577,0.9589358255286398,0.05196580613121335,0.5863364370275024,0.004920428686308577,112
reg_payables_L10,-0.004588130970711756,0.9624122705794282,0.07738665253533339,0.4259957933312377,0.004588130970711756,108
reg_services_STD3,0.0043023827836953,0.9654259069476838,-0.03365664219686672,0.7344745151609946,0.0043023827836953,104
reg_services_L4,-0.004269555263898988,0.9660290501913108,0.08601451221319412,0.39001388624627364,0.004269555263898988,102
reg_payables_L6,-0.00390799767175945,0.9673799738893439,0.05906537695761835,0.5361686285597858,0.00390799767175945,112
reg_income_real_STD6,0.0035351533311221727,0.9706256199793614,0.07025588523039233,0.463729980201128,0.0035351533311221727,111
reg_retail_L2,0.0032087465304215315,0.9727295660369352,0.005090848968285805,0.9567466003061904,0.0032087465304215315,116
mom_L8,-0.0031284389034173313,0.974123875440057,-0.03518260913778138,0.7151889841708037,0.0031284389034173313,110
Ruonia_L1,-0.003108591391544878,0.9734643651626753,-0.00434516978305824,0.9629150908597739,0.003108591391544878,117
reg_construction_L6,0.0029647723786387775,0.9752501807441561,0.04483439151430497,0.6387867503672922,0.0029647723786387775,112
reg_housing_primary_L11,0.0029020119125123312,0.976560831339785,0.15256162712619437,0.12025885099452896,0.0029020119125123312,105
reg_profit_L12,0.002639247039143225,0.9785789187648165,0.0037992351397173837,0.9691679511182874,0.002639247039143225,106
reg_ppi_L2,-0.0026213114329648114,0.9777206241838483,0.04169350172161258,0.6567657115322398,0.0026213114329648114,116
reg_income_real_D1,0.002348184705590536,0.9801296085748584,0.09390220894041244,0.3181843267978702,0.002348184705590536,115
reg_agri_prices_D6,-0.00202929360125686,0.9830581013364026,-0.07505147283787524,0.43159234304423877,0.00202929360125686,112
reg_construction_L7,-0.002003546980602826,0.9833495614048335,0.027247436423822154,0.7765079943079508,0.002003546980602826,111
ki_i_STD6,-0.0018240998949898446,0.9847016077973599,0.14572112453238814,0.12354903293822239,0.0018240998949898446,113
reg_income_nom_L11,-0.0017713957585733199,0.9856913968415291,0.0005369009882381825,0.9956629275847371,0.0017713957585733199,105
reg_wage_L5,0.0015872837802510995,0.9866875458710678,0.1678372436918298,0.07558064355515644,0.0015872837802510995,113
brent_pct_L6,0.0015190083380648423,0.9873178903067087,0.02353007955781875,0.8054814035438882,0.0015190083380648423,112
reg_shipped_D12,-0.001488350911479872,0.9879190314609821,-0.02684658464776422,0.7847191120826905,0.001488350911479872,106
reg_income_nom_D1,-0.0014614864893392062,0.9876320958372168,0.08157347291961979,0.38612436034632436,0.0014614864893392062,115
reg_ind_prod_D12,0.0014173730699345202,0.9884951194181779,-0.003423881022297501,0.972212793354474,0.0014173730699345202,106
reg_shipped_L10,-0.0013257565350532742,0.9891352615583898,-0.026806982240599058,0.7830134419280959,0.0013257565350532742,108
reg_receivables_L6,0.0011920960520914008,0.9900471026387507,0.0619484339687698,0.5164227852409196,0.0011920960520914008,112
reg_receivables_MA6,-0.000921294038705992,0.9922729274864216,0.016910945222998738,0.8588959413345952,0.000921294038705992,113
reg_invest_prices_MA12,0.0007796695620890839,0.9936407376792245,0.07998804730584493,0.41278759498314066,0.0007796695620890839,107
reg_payables_D12,0.00030692601021624604,0.9975085867572524,-0.13457473548618876,0.16901715515440996,0.00030692601021624604,106
reg_payables_L2,-0.00018775147634066854,0.998404035693914,0.10296868347497008,0.2713656292663355,0.00018775147634066854,116
