Item_code,Item_name,Component,Subcomponent,Avg_weight,Observations,Freeze_months,PSI_pct,Weighted_PSI_pct,Mean_MoM,Mean_abs_MoM_pct,Freeze_spell_count,Max_freeze_spell,Avg_freeze_spell,Weighted_abs_MoM_pct,Avg_thaw_abs_move_pct,Is_education
1002,"Услуги аренды автомобилей, час",Услуги,,0.00038689655172413796,58,55,94.82758620689656,96.3458110516934,100.50620689655172,0.5062068965517241,4,22,13.75,0.00012100689655172412,9.786666666666667,False
257,"Кинотеатры, билет",Услуги,,0.0006779661016949151,118,111,94.0677966101695,95.25,100.234406779661,0.2344067796610168,8,42,13.875,0.0001291330508474575,3.951428571428569,False
691,"Устная консультация юриста по семейным вопросам, консультация",Услуги,,0.00011355932203389833,118,111,94.0677966101695,92.46268656716417,100.02957627118644,0.029576271186440756,6,99,18.5,4.27288135593221e-06,0.4960000000000008,False
525,"Проезд в городском автобусе,поездка",Услуги,,0.0019708510638297874,94,88,93.61702127659575,94.31069847781497,101.21542553191489,1.2154255319148934,7,28,12.571428571428571,0.0022027382978723406,19.041666666666664,False
107,"Абонентская плата при комбинированной системе оплаты услуг местной телефонной связи, месяц",Услуги,,0.000587966101694895,118,110,93.22033898305084,93.4995675987317,100.32550847457627,0.32550847457627113,9,22,12.222222222222221,0.00017118728813558795,4.80125,False
518,"Предоставление местного телефонного соединения при повременной системе оплаты услуг связи, минута",Услуги,,0.000562203389830498,118,110,93.22033898305084,93.59360868254443,100.46728813559322,0.46728813559322036,9,22,12.222222222222221,0.000251042372881356,6.8925,False
226,"Замена элементов питания в наручных часах, услуга",Услуги,,0.00011474576271186441,118,110,93.22033898305084,89.95568685376661,100.94940672881356,1.1373727627118646,9,66,12.222222222222221,0.00016318133305084746,16.776248250000002,False
1012,"Услуги сиделок, час",Услуги,,0.000726551724137931,58,54,93.10344827586206,92.35880398671095,100.7746551724138,0.7746551724137928,5,24,10.8,0.00043841206896551695,11.232499999999995,False
678,"Услуги по воспитанию детей, предоставляемые наемным персоналом, час",Услуги,,0.001574893617021277,94,87,92.5531914893617,95.11618481491489,100.34808510638297,0.34808510638297874,6,42,14.5,0.00036417765957446816,4.821666666666665,False
212,"Дополнительные занятия для детей дошкольного возраста, академический час",Услуги,,0.0015069811320754713,106,98,92.45283018867924,93.17641166896206,100.29188681132075,0.3032075283018867,7,22,14.0,0.00040331411490566034,3.248571142857141,True
426,"Обучение в государственных и муниципальных образовательных организациях высшего профессионального образования, семестр",Услуги,,0.0032561016949152538,118,109,92.37288135593221,92.5719639789704,100.41991528813558,0.6756779322033897,10,23,10.9,0.002146638007457627,8.858888444444442,True
103,"Абонентская плата за неограниченный объем местных телефонных соединений, месяц",Услуги,,0.0007835593220338985,118,109,92.37288135593221,92.20203331170235,100.29593220338982,0.2959322033898304,10,22,10.9,0.0001999169491525423,3.8799999999999986,False
628,"Театры, билет",Услуги,,0.000697457627118644,118,109,92.37288135593221,93.11057108140949,100.86288135593222,0.8628813559322032,10,59,10.9,0.0005172161016949151,11.31333333333333,False
464,"Пересылка простого письма внутри России, массой до 20 г, шт.",Услуги,,0.00011338983050847464,118,109,92.37288135593221,93.57249626307923,100.58796610169492,0.5879661016949154,10,21,10.9,5.69949152542373e-05,7.70888888888889,False
429,"Обучение в образовательных организациях среднего профессионального образования, семестр",Услуги,,0.001647924528301887,106,97,91.50943396226415,91.47011678497825,100.76632075471697,0.766320754716981,9,22,10.777777777777779,0.0013962990566037735,9.645,True
1004,"Проживание в гостинице 1* или в мотеле, сутки с человека",Услуги,,0.000206551724137931,58,53,91.37931034482759,91.73622704507513,100.3437930862069,0.7010344999999999,4,36,13.25,0.00013623103879310344,10.1,False
185,"Газ сетевой, месяц с человека",Услуги,,0.016821525423728816,118,107,90.67796610169492,90.89040474775055,100.42406779661017,0.4240677966101694,12,18,8.916666666666666,0.005843717796610168,4.549090909090908,False
184,"Газ сетевой, м3",Услуги,,0.011231694915254224,118,107,90.67796610169492,91.04833476692772,100.42313559322034,0.42313559322033906,12,18,8.916666666666666,0.004986166949152541,4.53909090909091,False
745,"Электроэнергия в квартирах без электроплит за минимальный объем потребления, в расчете за 100 кВт.ч",Услуги,,0.00839271186440676,118,107,90.67796610169492,90.58101258153765,100.48296610169493,0.4829661016949151,12,18,8.916666666666666,0.00394773728813558,5.180909090909089,False
746,"Электроэнергия в квартирах с электроплитами за минимальный объем потребления, в расчете за 100 кВт.ч",Услуги,,0.004059322033898306,118,107,90.67796610169492,90.5490605427975,100.48127118644068,0.481271186440678,12,18,8.916666666666666,0.0019473093220338986,5.162727272727273,False
744,"Электроэнергия в квартирах без электроплит сверх минимального объема потребления, в расчете за 100 кВт.ч",Услуги,,0.0014759322033898298,118,107,90.67796610169492,90.9853008727607,100.48296610169493,0.4829661016949151,12,18,8.916666666666666,0.000706543220338983,5.180909090909089,False
747,"Электроэнергия в квартирах с электроплитами сверх минимального объема потребления, в расчете за 100 кВт.ч",Услуги,,0.0008618644067796607,118,107,90.67796610169492,91.07177974434613,100.48127118644068,0.481271186440678,12,18,8.916666666666666,0.00044842711864406787,5.162727272727273,False
605,"Стирка и глажение белья прямого, кг",Услуги,,0.0008479661016949153,118,107,90.67796610169492,85.55866480111932,100.45923728813558,0.4592372881355932,10,32,10.7,0.0006212889830508474,4.487777777777778,False
260,"Клинический осмотр животного, посещение",Услуги,,0.0002493220338983051,118,107,90.67796610169492,92.31815091774303,100.43576271186441,0.4357627118644067,10,51,10.7,8.650932203389828e-05,4.896666666666666,False
527,"Проезд в маршрутном такси, поездка",Услуги,,0.009946779661016942,118,106,89.83050847457628,90.52244146815254,100.69983049152542,0.8313559491525424,8,33,13.25,0.007544722200677959,7.099999875,False
101,"Абонентская плата за доступ к сети Интернет, месяц",Услуги,,0.006608305084745764,118,106,89.83050847457628,89.81635846007848,100.02779660169492,0.22694916101694915,12,25,8.833333333333334,0.0013778373151694917,1.7163635454545452,False
509,"Посещение детского ясли-сада, день",Услуги,,0.002418305084745761,118,106,89.83050847457628,93.16302214746284,100.30169491525423,0.30169491525423714,9,24,11.777777777777779,0.0005164271186440676,2.421249999999999,False
324,"Ксерокопирование документа, лист",Услуги,,0.0011894915254237293,118,106,89.83050847457628,89.73354231974922,100.6710169322034,0.7105084915254237,10,27,10.6,0.0007896712216949152,7.3540002,False
228,"Занятия в плавательных бассейнах, месяц",Услуги,,0.0008289830508474574,118,106,89.83050847457628,91.13678184420364,100.8171186440678,0.8171186440677966,10,31,10.6,0.00065014406779661,8.517777777777775,False
118,"Аренда индивидуального банковского сейфа, в расчете на месяц",Услуги,,0.0003613559322033897,118,106,89.83050847457628,89.37617260787994,100.97610166949151,1.0628813813559324,13,33,8.153846153846153,0.00046619153050847463,10.451666916666667,False
1013,"Диагностика на магнитно-резонансном или компьютерном томографе, услуга",Услуги,,0.0004296551724137931,58,52,89.65517241379311,89.28571428571428,100.17517236206896,0.19413798275862065,6,19,8.666666666666666,8.318795637931033e-05,1.8766671666666663,False
174,"Водоснабжение холодное, м3",Услуги,,0.006428305084745765,118,105,88.98305084745762,88.59255939040787,100.43177963559322,0.48161019491525414,14,11,7.5,0.0031299230689830503,4.371538692307691,False
229,"Занятия на курсах иностранных языков, академический час",Услуги,,0.0005674576271186439,118,105,88.98305084745762,87.57467144563921,100.30406779661018,0.3040677966101693,12,21,8.75,0.0002626889830508474,2.7663636363636344,True
478,"Плата за пересылку простой посылки внутри России массой 1-2 кг, шт.",Услуги,,0.00010468085106382981,94,83,88.29787234042553,88.21138211382114,100.44797875531914,0.5426595425531915,11,14,7.545454545454546,6.633404031914894e-05,4.637272454545454,False
172,"Водоотведение, м3",Услуги,,0.0035047457627118655,118,104,88.13559322033898,88.46842054357286,100.19127119491525,0.4314406694915253,15,11,6.933333333333334,0.0014637660729661015,3.6364284999999987,False
507,"Помывка в бане в общем отделении, билет",Услуги,,0.000698983050847458,118,104,88.13559322033898,88.56692531522793,100.9557627118644,0.9557627118644066,13,25,8.0,0.000672464406779661,8.063846153846153,False
448,"Отопление, Гкал",Услуги,,0.010554576271186436,118,103,87.28813559322035,87.322552672148,100.4306779661017,0.47,15,18,6.866666666666666,0.004829815262288135,3.959285785714285,False
173,"Водоснабжение горячее, м3",Услуги,,0.004301525423728815,118,103,87.28813559322035,86.88679617006186,100.63042363559322,0.7824575508474576,15,18,6.866666666666666,0.0037607521666949153,6.454285,False
468,"Печать цветных фотографий, шт.",Услуги,,0.00020389830508474584,118,103,87.28813559322035,81.92019950124687,100.96313559322033,0.963135593220339,8,54,12.875,0.00019885169491525427,6.508571428571429,False
528,"Проезд в междугородном автобусе, в расчете на 50 км пути",Услуги,,0.0021977966101694906,118,102,86.4406779661017,90.60306932983733,100.69559322033898,0.6955932203389831,14,31,7.285714285714286,0.0011537737288135593,5.425714285714285,False
341,"Лечебный массаж, сеанс",Услуги,,0.0005911864406779661,118,102,86.4406779661017,87.34231651376146,100.45042372881356,0.45042372881355924,11,19,9.272727272727273,0.00026074830508474576,3.2769999999999997,False
197,"Годовая стоимость полиса добровольного страхования жилья от стандартных рисков, полис",Услуги,,0.0003622033898305085,118,102,86.4406779661017,86.54656059897052,100.54813561864408,0.8438982796610172,15,17,6.8,0.0002876601562711865,6.680714071428572,False
706,"Химчистка мужского костюма, шт.",Услуги,,0.00023762711864406776,118,102,86.4406779661017,89.90727532097004,100.37644066101694,0.48135594915254243,14,19,7.285714285714286,6.99694993220339e-05,3.66538476923077,False
1014,"Гастроскопия (ФГДС, ЭГДС), услуга",Услуги,,0.0005224137931034276,58,50,86.20689655172413,86.56765676567603,100.35724137931035,0.35724137931034483,7,22,7.142857142857143,0.0001829344827586207,2.6099999999999994,False
106,"Абонентская плата за телевизионную антенну, месяц",Услуги,,0.002015084745762712,118,101,85.59322033898306,88.35898729918411,100.66076268644066,0.7409322288135595,12,26,8.416666666666666,0.00130175935940678,5.487273000000001,False
602,"Стекло оконное листовое, м2",Непродовольственные товары,Строительные материалы,7.474576271186444e-05,118,101,85.59322033898306,86.84807256235821,100.71076271186442,0.7107627118644069,14,43,7.214285714285714,3.52949152542373e-05,5.759285714285714,False
665,"Ужин в ресторане, на 1 человека",Продовольственные товары,Общественное питание,0.0011054237288135595,118,100,84.7457627118644,76.39527752223242,100.39711864406779,0.40983050847457614,18,30,5.555555555555555,0.0007518059386440672,2.646470588235293,False
1003,"Подписка на онлайн-видеосервисы, месяц",Услуги,,0.0060358620689655185,58,49,84.48275862068965,83.75799817184642,100.44810353448275,0.8143102586206897,8,18,6.125,0.005335702926034482,5.648571285714287,False
535,"Проживание в студенческом общежитии, месяц",Услуги,,0.00013474576271186437,118,99,83.89830508474576,85.5974842767296,100.78966101694915,0.9464406779661017,19,11,5.2105263157894735,9.252542372881355e-05,6.0377777777777775,False
505,"Пользование общественным туалетом, посещение",Услуги,,0.0008113559322033795,118,98,83.05084745762711,85.4292876540631,100.94728813559321,0.9472881355932203,14,20,7.0,0.0006806177966101627,5.653571428571429,False
1008,"Проживание в хостеле, сутки с человека",Услуги,,0.00024086956521739134,46,38,82.6086956521739,81.40794223826714,101.09043495652173,1.2504346086956521,5,18,7.6,0.00028939129565217387,7.189999,False
412,"Обед в ресторане, на 1 человека",Продовольственные товары,Общественное питание,0.0006627118644067798,118,97,82.20338983050848,75.15345268542198,100.59398305084744,0.5939830508474577,21,32,4.619047619047619,0.0005502067796610171,3.464500000000001,False
666,"Ультразвуковое исследование брюшной полости, исследование",Услуги,,0.0012974576271186438,118,96,81.35593220338984,82.35140431090792,100.42720338983051,0.4272033898305087,17,29,5.647058823529412,0.0005656372881355934,1.8488235294117668,False
1005,"Проживание в гостинице 2*, сутки с человека",Услуги,,0.00033827586206896555,58,47,81.03448275862068,81.95718654434249,100.71982760344828,1.6925861896551728,6,24,7.833333333333333,0.0005281448224137931,10.639999800000002,False
460,"Первичный консультативный осмотр больного у стоматолога, посещение",Услуги,,0.0005991525423728812,118,95,80.50847457627118,84.25742574257426,100.74483059322033,0.7448305932203393,12,16,7.916666666666667,0.0005496365262711867,7.200910000000002,False
519,"Прививка животного, шт.",Услуги,,0.00017881355932203392,118,95,80.50847457627118,82.65402843601896,100.2498305338983,0.2605084491525426,14,22,6.785714285714286,4.918389296610177e-05,1.2128569285714303,False
966,"Годовая стоимость полиса обязательного страхования гражданской ответственности владельцев транспортных средств (ОСАГО), полис",Услуги,,0.0018451428571428566,70,56,80.0,80.7990089811087,100.82700002857143,0.9267142571428568,11,23,5.090909090909091,0.0014408370797142852,5.926999799999999,False
1009,"Экскурсионные туры по России, поездка",Услуги,,0.0006072413793103449,58,46,79.3103448275862,77.54116978989211,100.64896548275863,0.7268965862068967,11,12,4.181818181818182,0.00047014311689655186,3.7850002000000003,False
241,"Изготовление фотографий для документов, 4 шт.",Услуги,,0.00010254237288135594,118,93,78.8135593220339,80.49586776859503,100.7355085,0.9427965847457627,20,14,4.65,7.268813322033898e-05,3.0557893157894735,False
240,"Изготовление съёмного протеза, протез",Услуги,,0.0005828813559322032,118,92,77.96610169491525,76.94097121256179,100.47754237288136,0.47754237288135615,18,15,5.111111111111111,0.0002856127118644069,2.094705882352942,False
405,"Начальный курс обучения вождению легкового автомобиля, курс",Услуги,,0.0011284745762711872,118,90,76.27118644067797,76.95253829978968,100.635,0.6677118644067794,23,10,3.9130434782608696,0.0007556669323728812,2.709090909090908,True
1030,"Клубная карта в фитнес-клуб, месяц",Услуги,,0.000975217391304322,46,35,76.08695652173914,75.23406152474385,100.67086956521739,0.6708695652173909,10,6,3.5,0.0007705978260869393,3.102222222222221,False
543,"Ремонт  телевизоров, один вид работы",Услуги,,0.00039372881355932216,118,89,75.42372881355932,80.73611708996987,100.37898305932205,0.6737288050847456,20,17,4.45,0.0002919067661016949,3.1047367894736833,False
544,"Ремонт брюк из всех видов тканей, один вид работы",Услуги,,0.0003777966101694915,118,88,74.57627118644068,71.71377299237326,100.29940677118643,0.37330509322033884,16,15,5.5,0.00014570678161016933,2.000000062499999,False
396,"Мяч футбольный, шт.",Непродовольственные товары,Другие непродовольственные товары,0.0004038983050847458,118,83,70.33898305084746,72.47167436005036,100.39923722881356,0.5802542966101694,24,12,3.4583333333333335,0.0002310017185593219,1.6483337083333336,False
340,"Легковой автомобиль отечественный новый, шт.",Непродовольственные товары,Легковые автомобили,0.007098292682926828,82,57,69.51219512195121,71.1352781500189,100.42817073170733,0.4857317073170728,18,10,3.1666666666666665,0.003290137689756095,1.5588237647058818,False
461,"Первичный консультативный прием у врача специалиста, посещение",Услуги,,0.002750677966101695,118,82,69.49152542372882,70.09365949842872,100.69033894067796,0.7433898728813559,24,25,3.4166666666666665,0.00197830273720339,2.4045834166666666,False
1001,"Установка натяжного потолка, м2",Услуги,,0.0006117241379310344,58,40,68.96551724137932,74.32356257046226,100.51603448275863,0.5160344827586211,11,8,3.6363636363636362,0.0002733465517241381,1.5250000000000015,False
608,"Стрижка модельная в женском зале, стрижка",Услуги,,0.004829322033898302,118,81,68.64406779661016,66.41982241252241,100.45593220338982,0.4559322033898305,22,29,3.6818181818181817,0.002428379661016949,1.3163636363636373,False
740,"Экскурсия автобусная, час",Услуги,,0.0012120338983050752,118,81,68.64406779661016,79.49237868829535,100.55008476271188,0.9216101525423733,27,10,3.0,0.000746298301864397,2.7399999615384627,False
454,"Пальто женское меховое и дубленка, шт.",Непродовольственные товары,Меха и меховые изделия,0.002834237288135592,118,80,67.79661016949152,72.8022963760316,100.47313563559322,0.5387287711864408,15,20,5.333333333333333,0.001431097295593221,2.1100000666666667,False
531,"Проезд в такси, в расчете на 1 км пути",Услуги,,0.002233728813559322,118,80,67.79661016949152,63.83640640412778,100.59432205932204,0.7460169237288133,23,13,3.4782608695652173,0.0018137999027966097,2.038260608695652,False
239,"Изготовление коронки, шт.",Услуги,,0.0006886440677966102,118,80,67.79661016949152,65.86266305685454,100.50491527966099,0.5167796355932203,19,21,4.2105263157894735,0.00034256269313559333,1.6768420526315784,False
408,"Нитки швейные, катушка",Непродовольственные товары,Другие непродовольственные товары,0.0004127118644067796,118,79,66.94915254237289,66.83778234086245,100.64483045762712,0.8963559830508475,23,10,3.4347826086956523,0.0003977152674576272,3.4547829130434784,False
309,"Кофе в организациях быстрого обслуживания, 200 г",Продовольственные товары,Общественное питание,0.000929152542372881,118,78,66.10169491525424,53.292593943816144,100.50449155932202,0.6077118305084743,21,20,3.7142857142857144,0.0007746033834745759,1.84050005,False
430,"Общий анализ крови, анализ",Услуги,,0.0009910169491525425,118,75,63.559322033898304,61.18522319138019,100.36161022881356,0.5444914661016947,22,13,3.409090909090909,0.0005961838213559317,1.5209524285714284,False
218,"Еврошифер, 10 м2",Непродовольственные товары,Строительные материалы,0.0002624528301886793,106,67,63.20754716981132,55.78720345075484,100.56556599999999,0.5840566415094343,18,16,3.7222222222222223,0.0003070141586792453,0.8364705882352949,False
104,"Абонентская плата за пакет услуг сотовой связи, месяц",Услуги,,0.009934893617021262,94,59,62.76595744680851,62.49732299653059,100.46936168085108,1.2514893829787235,23,6,2.5652173913043477,0.012724721420425519,4.264545590909091,False
609,"Стрижка модельная в мужском зале, стрижка",Услуги,,0.0035013559322033907,118,74,62.71186440677966,61.14096233904539,100.55338985593221,0.5694914999999998,22,25,3.3636363636363638,0.002265843199152543,1.7136364090909084,False
413,"Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",Продовольственные товары,Общественное питание,0.005059830508474575,118,72,61.016949152542374,59.488158644022384,100.66855933898306,0.7312711694915254,30,14,2.4,0.0037363651577118637,2.2444826896551713,False
511,"Постановка набоек, пара",Услуги,,0.0004371186440677966,118,71,60.16949152542372,59.09267157813105,100.46144066949154,0.49127119491525467,30,8,2.3666666666666667,0.0002282703424576273,0.7841379655172421,False
182,"Выполнение работ по облицовке кафельной плиткой, м2",Услуги,,0.0007555932203389834,118,70,59.32203389830508,60.07178106774336,100.69177966101694,0.6917796610169491,19,11,3.6842105263157894,0.0005746983050847458,2.692222222222222,False
675,"Услуги организатора проведения торжеств, услуга",Услуги,,0.0011503389830508474,118,69,58.47457627118644,58.346839546191255,100.12313561864408,0.6211016694915255,32,7,2.15625,0.0008758957495762712,1.3706450322580648,False
663,"Удаление зуба под местным обезболиванием, удаление",Услуги,,0.0009074576271186438,118,67,56.779661016949156,59.20806873365711,101.02237287288135,1.0261017033898303,28,13,2.392857142857143,0.0008169991558474573,3.003703740740739,False
548,"Ремонт холодильников всех марок, один вид работы",Услуги,,0.0005818644067796612,118,67,56.779661016949156,59.88930964171277,100.54093217796611,0.6550000254237288,21,17,3.1904761904761907,0.00039952882627118647,2.67952380952381,False
1007,"Проживание в гостинице 4*-5*, сутки с человека",Услуги,,0.000587241379310324,58,32,55.172413793103445,53.37639459776848,101.11206884482759,1.679655293103448,9,6,3.5555555555555554,0.001006650079137873,4.2900003333333325,False
251,"Карандаш чернографитный, шт.",Непродовольственные товары,Другие непродовольственные товары,0.00039169491525423736,118,65,55.08474576271186,54.97620077888359,100.63711870338983,0.8266101101694914,23,10,2.8260869565217392,0.00031687624593220327,1.8865217826086962,False
369,"Металлочерепица, м2",Непродовольственные товары,Строительные материалы,0.000461864406779651,118,63,53.38983050847458,46.55045871559697,100.8408473559322,0.9542373898305085,24,9,2.625,0.0006736856383050256,1.0991306521739133,False
727,"Шиномонтаж колес легкового автомобиля, услуга",Услуги,,0.0028952542372881365,118,62,52.54237288135594,49.57850368809271,100.67398301694917,0.817711898305085,15,21,4.133333333333334,0.0025322644840677973,1.6364286428571435,False
181,"Выполнение обойных работ, 10 м2",Услуги,,0.0007254237288135594,118,62,52.54237288135594,53.43457943925234,100.83186440677967,0.8318644067796612,19,11,3.263157894736842,0.0006247228813559324,2.180526315789474,False
231,"Земля для растений, л",Непродовольственные товары,Другие непродовольственные товары,0.00041288135593220323,118,62,52.54237288135594,53.18144499178984,100.56906781355933,0.8177118474576274,24,9,2.5833333333333335,0.0003007525379661018,1.7313042608695646,False
638,"Ткани хлопчатобумажные бельевые, м",Непродовольственные товары,Другие непродовольственные товары,0.00012559322033898308,118,62,52.54237288135594,41.83535762483131,100.336356,0.5402541694915254,27,10,2.2962962962962963,8.304320957627116e-05,1.0776919999999994,False
355,"Маникюр,услуга",Услуги,,0.00416276595744681,94,49,52.12765957446809,47.8430871454127,100.60914893617021,0.609148936170212,16,15,3.0625,0.002850388297872337,1.3679999999999997,False
601,"Спички, коробок",Непродовольственные товары,Другие непродовольственные товары,0.0009664406779661017,118,60,50.847457627118644,51.11364433532094,101.08050844915253,1.3538983305084744,24,9,2.5,0.0012601983064406779,2.3178261304347827,False
466,"Перчатки из натуральной кожи, пара",Непродовольственные товары,Галантерея,0.00028118644067796607,118,60,50.847457627118644,44.002411091018686,100.31754234745763,0.9533051101694909,22,13,2.727272727272727,0.0002477279802542372,2.3518185454545435,False
261,"Книга художественная, шт.",Непродовольственные товары,Печатные издания,0.000824406779661017,118,59,50.0,53.75205592105263,100.25838976271184,0.2965254915254239,25,18,2.36,0.00028635852067796636,0.5704001600000009,False
210,"Дом отдыха, пансионат, день",Услуги,,0.0007772727272727273,22,11,50.0,36.43274853801169,101.79318195454545,3.5549998636363638,5,5,2.2,0.002427331573181819,8.9619992,False
1025,"Газета в розницу, шт.",Непродовольственные товары,Печатные издания,0.0004965217391304348,46,23,50.0,50.91943957968476,100.69652165217393,0.7034783478260876,14,5,1.6428571428571428,0.00034662830347826116,1.1076923076923082,False
