Date,Horizon,Model,Actual,Prediction,Error,AbsError,KPI_Hit
2024-01-01,2,Ridge_Shock,0.8700000000000045,,,,
2024-01-01,2,EBM,0.8700000000000045,1.028333416666669,-0.15833341666666456,0.15833341666666456,True
2024-01-01,2,LightGBM,0.8700000000000045,0.5551172092024075,0.31488279079759707,0.31488279079759707,True
2024-01-01,2,Prophet,0.8700000000000045,1.1809035986540768,-0.31090359865407224,0.31090359865407224,True
2024-01-01,2,ETS,0.8700000000000045,1.2334347902182543,-0.36343479021824976,0.36343479021824976,True
2024-01-01,2,SARIMA,0.8700000000000045,0.5281339819723667,0.34186601802763783,0.34186601802763783,True
2024-01-01,2,NGBoost,0.8700000000000045,0.9801017436184054,-0.11010174361840086,0.11010174361840086,True
2024-01-01,2,CatBoost,0.8700000000000045,0.41033632141844123,0.4596636785815633,0.4596636785815633,True
2024-01-01,2,Subcomp,0.8700000000000045,,,,
2024-01-01,2,Subcomp_Multi,0.8700000000000045,,,,
2024-01-01,2,Micro,0.8700000000000045,,,,
2024-01-01,12,Ridge,0.8700000000000045,1.0108609638610346,-0.1408609638610301,0.1408609638610301,True
2024-01-01,12,Ridge_Ext,0.8700000000000045,,,,
2024-01-01,12,Bayes_Ridge,0.8700000000000045,,,,
2024-01-01,12,ElasticNet,0.8700000000000045,,,,
2024-01-01,12,Huber,0.8700000000000045,,,,
2024-01-01,12,Ridge_Shock,0.8700000000000045,,,,
2024-01-01,12,EBM,0.8700000000000045,1.028333416666669,-0.15833341666666456,0.15833341666666456,True
2024-01-01,12,LightGBM,0.8700000000000045,0.6714687837196749,0.19853121628032966,0.19853121628032966,True
2024-01-01,12,Prophet,0.8700000000000045,1.3895295370777223,-0.5195295370777178,0.5195295370777178,False
2024-01-01,12,ETS,0.8700000000000045,0.9546564525438832,-0.08465645254387866,0.08465645254387866,True
2024-01-01,12,SARIMA,0.8700000000000045,0.38338376482075237,0.4866162351792522,0.4866162351792522,True
2024-01-01,12,NGBoost,0.8700000000000045,0.99690025962758,-0.12690025962757545,0.12690025962757545,True
2024-01-01,12,CatBoost,0.8700000000000045,0.5374043933430954,0.3325956066569091,0.3325956066569091,True
2024-01-01,12,Subcomp,0.8700000000000045,,,,
2024-01-01,12,Subcomp_Multi,0.8700000000000045,,,,
2024-01-01,12,Micro,0.8700000000000045,,,,
2024-02-01,1,Ridge,0.5300000000000011,0.6166766349374768,-0.08667663493747568,0.08667663493747568,True
2024-02-01,1,Ridge_Ext,0.5300000000000011,,,,
2024-02-01,1,Bayes_Ridge,0.5300000000000011,,,,
2024-02-01,1,ElasticNet,0.5300000000000011,,,,
2024-02-01,1,Huber,0.5300000000000011,,,,
2024-02-01,1,Ridge_Shock,0.5300000000000011,,,,
2024-02-01,1,EBM,0.5300000000000011,0.8666666666666742,-0.3366666666666731,0.3366666666666731,True
2024-02-01,1,LightGBM,0.5300000000000011,0.2309086885241527,0.29909131147584844,0.29909131147584844,True
2024-02-01,1,Prophet,0.5300000000000011,0.9555998658323771,-0.42559986583237597,0.42559986583237597,True
2024-02-01,1,ETS,0.5300000000000011,0.824860544255108,-0.2948605442551069,0.2948605442551069,True
2024-02-01,1,SARIMA,0.5300000000000011,0.5570982476641565,-0.02709824766415536,0.02709824766415536,True
2024-02-01,1,NGBoost,0.5300000000000011,0.45873549334194763,0.0712645066580535,0.0712645066580535,True
2024-02-01,1,CatBoost,0.5300000000000011,0.6337822933824384,-0.10378229338243727,0.10378229338243727,True
2024-02-01,1,Subcomp,0.5300000000000011,,,,
2024-02-01,1,Subcomp_Multi,0.5300000000000011,,,,
2024-02-01,1,Micro,0.5300000000000011,,,,
2024-02-01,2,Ridge,0.5300000000000011,0.649563089177704,-0.11956308917770286,0.11956308917770286,True
2024-02-01,2,Ridge_Ext,0.5300000000000011,,,,
2024-02-01,2,Bayes_Ridge,0.5300000000000011,,,,
2024-02-01,2,ElasticNet,0.5300000000000011,,,,
2024-02-01,2,Huber,0.5300000000000011,,,,
2024-02-01,2,Ridge_Shock,0.5300000000000011,,,,
2024-02-01,2,EBM,0.5300000000000011,0.8666666666666742,-0.3366666666666731,0.3366666666666731,True
2024-02-01,2,LightGBM,0.5300000000000011,0.5574632310030836,-0.027463231003082456,0.027463231003082456,True
2024-02-01,2,Prophet,0.5300000000000011,0.9862825892863775,-0.4562825892863763,0.4562825892863763,True
2024-02-01,2,ETS,0.5300000000000011,0.8694954290318664,-0.33949542903186525,0.33949542903186525,True
2024-02-01,2,SARIMA,0.5300000000000011,0.24013970340935445,0.2898602965906467,0.2898602965906467,True
2024-02-01,2,NGBoost,0.5300000000000011,0.6806322850304127,-0.1506322850304116,0.1506322850304116,True
2024-02-01,2,CatBoost,0.5300000000000011,0.588143471674357,-0.05814347167435585,0.05814347167435585,True
2024-02-01,2,Subcomp,0.5300000000000011,,,,
2024-02-01,2,Subcomp_Multi,0.5300000000000011,,,,
2024-02-01,2,Micro,0.5300000000000011,,,,
2024-02-01,12,Ridge,0.5300000000000011,0.5834948596758807,-0.053494859675879525,0.053494859675879525,True
2024-02-01,12,Ridge_Ext,0.5300000000000011,,,,
2024-02-01,12,Bayes_Ridge,0.5300000000000011,,,,
2024-02-01,12,ElasticNet,0.5300000000000011,,,,
2024-02-01,12,Huber,0.5300000000000011,,,,
2024-02-01,12,Ridge_Shock,0.5300000000000011,,,,
2024-02-01,12,EBM,0.5300000000000011,0.8666666666666742,-0.3366666666666731,0.3366666666666731,True
2024-02-01,12,LightGBM,0.5300000000000011,0.3802383387792503,0.14976166122075085,0.14976166122075085,True
2024-02-01,12,Prophet,0.5300000000000011,0.9973277924451162,-0.467327792445115,0.467327792445115,True
2024-02-01,12,ETS,0.5300000000000011,0.7608672370704046,-0.23086723707040346,0.23086723707040346,True
