Model,MAE,RMSE,MAPE,KPI_Violations,Coverage_50pct,Max_Error,Std_Error,Mean_Error
Ridge_ProdProxy_Roll24,0.2612209336461054,0.32042001947729937,44.43440953271622,1,66.66666666666666,0.5182269600474996,0.22726398540097567,-0.2612209336461054
Ridge_ProdProxy,0.3375705533217399,0.39912408666339005,48.14428403541922,1,66.66666666666666,0.5253704764243423,0.4864615037021573,-0.03920255304750716
Huber_Roll24,0.36983943688416687,0.4809778209847415,90.91129223245328,3,75.0,1.1258797903446407,0.5023590586866631,0.0023293250221871156
Rolling_Ridge,0.37297956731255627,0.4679463618960306,106.99337344741733,3,75.0,0.9949832290859888,0.4838415774358726,-0.06617916258712715
Ridge_Shock_Roll24,0.3815095449537213,0.48056860947810665,104.5770661286728,4,66.66666666666666,1.0425613334896013,0.4999447294334215,-0.04278064556336977
Ridge_Ext_ProdProxy,0.38241102074659733,0.45432522239125006,52.42739064388987,2,33.33333333333333,0.5897273463739054,0.5562769747519567,0.010740543502672987
Bayes_Ridge,0.38550995275257566,0.4845582302816861,104.98530621201357,4,66.66666666666666,0.9684633802377363,0.5055596975267765,0.022478613924517294
Ridge_Ext_Roll24,0.38587775048932943,0.4836076469963687,97.02246544065939,3,75.0,1.1343614428401452,0.5041107807660056,-0.030429977914803175
NGBoost_Shock,0.39664588503915726,0.5093609110606888,117.40238871247762,5,58.333333333333336,0.9607722901252203,0.5293835201421127,-0.05055230560213294
ElasticNet,0.39701223084136333,0.49583274552926276,106.46819109041554,4,66.66666666666666,1.0012119636957237,0.5177542596163317,0.010943535419086695
Ridge_Shock,0.4035438694787423,0.4924455785848206,110.44886110227299,3,75.0,1.012258417992058,0.5138140323256457,-0.02232023829533721
Ridge_Ext,0.403709270375618,0.4951725111881031,102.37988981507245,4,66.66666666666666,1.0628125212696489,0.5166390435331714,0.022867144743082452
Huber,0.4071775709676224,0.5034097936538483,99.58383645992929,4,66.66666666666666,1.0669420892676413,0.5247403461007664,0.03185946363046218
Subcomp,0.4099046317854338,0.4664935502072274,118.38562320554853,1,75.0,0.6632638629223919,0.5310236865638482,-0.07827270032423783
NGBoost,0.42117553436167415,0.5361960148763101,116.53160452969922,5,58.333333333333336,0.9863941213136087,0.5598904970544277,-0.012325247869172292
Huber_ProdProxy,0.42470438527238724,0.5148929268085128,57.71244793036302,2,33.33333333333333,0.6707571293216006,0.6293139825843448,0.03302524731157064
Ridge_AsymERPT,0.4332445528608548,0.5245137892392369,118.64071782264098,4,66.66666666666666,1.0667451867498698,0.5470632535473239,-0.0278632733564154
Ridge,0.43743959875329114,0.5284307141192989,123.02788148972186,6,50.0,1.0224800474914844,0.5500848781415547,-0.04314812735940876
VARPolicy,0.4571612958663797,0.601165298209499,90.47248811920153,6,50.0,1.3487247153011428,0.6199122609723424,0.09556553811980395
Ensemble,0.45925302737545853,0.5633441099582617,115.83177250355354,6,50.0,0.9740114850702938,0.5873506781624922,0.03352862480858305
CatBoost,0.4696006997424244,0.6069811292706652,95.46001185724297,5,58.333333333333336,1.2058671753600265,0.6265865738125079,0.09237379506892533
Ridge_Macro,0.47840404441491796,0.5901487419177461,106.25806982073678,4,66.66666666666666,1.1997389564343308,0.6032202083791407,0.12134167780777479
FactorPolicy,0.4915836502804794,0.5698036807001067,113.83472410084438,5,58.333333333333336,0.974058869013772,0.5927344076089603,0.05118590046232902
Micro,0.49249999999999616,0.5528336096873956,180.95034756702512,2,50.0,0.7999999999999972,0.47169022320444826,-0.3724999999999987
LightGBM,0.4944360665740272,0.6450682354782818,110.2126440930153,6,50.0,1.174386130336103,0.668435311440572,0.08087692279505632
EBM,0.4990018315018278,0.5681359301014591,142.45519835755786,6,50.0,1.0571428571428498,0.5917985226831325,-0.04169413919413856
Subcomp_Multi,0.5105687680839175,0.5463990569218279,149.7014103283844,3,25.0,0.6707275692603929,0.5855361436226844,-0.2035006088164586
Prophet,0.5173996989226585,0.6295938808460316,124.60053812847194,4,66.66666666666666,1.3329546390073257,0.6495454657072491,0.09817460014174018
SARIMA,0.5176109154175949,0.6748771762473692,117.31600778808509,5,58.333333333333336,1.3206183289973012,0.6821687353936569,0.1699545079330249
MIDAS,0.5385545248817051,0.6617281981855525,130.85279933449948,7,41.66666666666667,1.0653398526367681,0.6895191029329798,-0.04546791257053565
Micro_SM,0.5404173041115157,0.6596890367354993,119.47197194416913,4,63.63636363636363,1.3017075532166444,0.691884914561323,0.0018714871050336383
BVAR,0.5432852098794143,0.6559173243175983,145.03789153185178,6,50.0,1.2171909502828466,0.677781062860254,0.09551246654571621
ETS,0.5523388836114451,0.6634462464243882,115.14501147591002,5,58.333333333333336,1.3083033199346426,0.6894606733348114,0.06646731145653119
