date,actual,pred,error
2020-01-01,8.56,4.295502317910894,-4.2644976820891065
2020-02-01,1.54,3.6024276519678953,2.0624276519678952
2020-03-01,3.15,1.1140940117071563,-2.0359059882928436
2020-04-01,12.58,1.0406368429622341,-11.539363157037766
2020-05-01,-1.99,0.595776096553202,2.585776096553202
2020-06-01,-5.65,-2.3799408666935498,3.2700591333064506
2020-07-01,-8.01,-4.543565931287921,3.466434068712079
2020-08-01,-5.14,-3.488361697431679,1.6516383025683208
2020-09-01,-4.99,-1.6656128400292762,3.324387159970724
2020-10-01,0.4,-0.7323930888863185,-1.1323930888863185
2020-11-01,6.02,0.4271945948435222,-5.5928054051564775
2020-12-01,11.15,2.314633722557253,-8.835366277442748
2021-01-01,5.95,3.6449751579429686,-2.3050248420570316
2021-02-01,6.35,2.7294336062128934,-3.620566393787106
2021-03-01,3.03,1.1116629950118155,-1.9183370049881843
2021-04-01,2.93,0.2919386798129653,-2.6380613201870347
2021-05-01,0.38,0.772203416112877,0.392203416112877
2021-06-01,3.15,-2.2923378256386715,-5.442337825638671
2021-07-01,-5.82,-2.6416243221181333,3.178375677881867
2021-08-01,-8.01,-4.285157170753083,3.724842829246917
2021-09-01,6.14,-3.147048380927916,-9.287048380927915
2021-10-01,5.69,0.1996407630946162,-5.490359236905384
2021-11-01,1.42,1.3732216225994263,-0.04677837740057367
2021-12-01,2.35,1.9419753561400124,-0.4080246438599877
2022-01-01,7.65,2.585479648095711,-5.064520351904289
2022-02-01,3.37,4.163137444552152,0.7931374445521522
2022-03-01,16.64,3.0067038923340674,-13.633296107665933
2022-04-01,3.9,2.760178330950704,-1.139821669049296
2022-05-01,-4.64,-1.860361868680333,2.7796381313196665
2022-06-01,-11.05,-3.20351370432394,7.84648629567606
2022-07-01,-13.9,-3.433190108995497,10.466809891004504
2022-08-01,-11.3,-3.246825337462811,8.05317466253719
2022-09-01,-2.46,-0.5082768148394339,1.951723185160566
2022-10-01,2.76,2.359842388251938,-0.40015761174806164
2022-11-01,4.06,4.157009784633181,0.09700978463318144
2022-12-01,5.28,3.916660481350496,-1.363339518649504
2023-01-01,11.54,4.164202463131329,-7.37579753686867
2023-02-01,11.11,6.11889038356876,-4.991109616431239
2023-03-01,0.27,4.146336834716484,3.876336834716484
2023-04-01,5.71,1.5005972210669047,-4.209402778933095
2023-05-01,-7.64,-0.4890612703873919,7.150938729612608
2023-06-01,-0.44,-4.848468003301109,-4.408468003301109
2023-07-01,-0.37,-3.2591886725418364,-2.8891886725418363
2023-08-01,-9.54,-4.123002487098928,5.416997512901071
2023-09-01,6.91,-3.7392394645161366,-10.649239464516137
2023-10-01,-0.03,1.2409316924799483,1.2709316924799483
2023-11-01,4.95,0.8259444304344742,-4.124055569565526
2023-12-01,4.39,4.0847200374475285,-0.30527996255247114
2024-01-01,6.91,2.4963133151665353,-4.413686684833465
2024-02-01,2.62,5.28309253919545,2.66309253919545
2024-03-01,-0.14,4.0746940800911515,4.214694080091151
2024-04-01,-2.27,0.21782821301249877,2.4878282130124987
2024-05-01,5.89,-0.4170525552638462,-6.307052555263846
2024-06-01,0.77,-1.6997976061921167,-2.4697976061921167
2024-07-01,-1.58,-1.9573554420675112,-0.37735544206751115
2024-08-01,-5.1,-2.2960238883548567,2.803976111645143
2024-09-01,-2.07,-2.6921919915415082,-0.6221919915415084
2024-10-01,3.77,1.8803515550482,-1.8896484449518
2024-11-01,9.95,3.0133274264405907,-6.936672573559409
2024-12-01,6.67,3.5600191267264902,-3.1099808732735097
2025-01-01,0.54,3.255145210282954,2.715145210282954
2025-02-01,5.3,2.484122486202523,-2.815877513797477
2025-03-01,2.3,2.6258105385115686,0.3258105385115688
2025-04-01,2.8,1.1927955176170757,-1.6072044823829241
2025-05-01,-2.29,-0.6060098988937423,1.6839901011062577
