date,actual,prediction,error,baseline_pred,baseline_error,year
2024-03-01,0.5300000000000011,0.6774425607163437,0.14744256071634254,0.8273074389993812,0.29730743899938006,2024
2024-04-01,0.37999999999999545,0.5178116328182227,0.13781163281822728,0.46218401813132376,0.0821840181313283,2024
2024-05-01,0.9399999999999977,0.5748655619278367,-0.36513443807216106,0.3166310262899297,-0.623368973710068,2024
2024-06-01,0.18000000000000682,0.3946221672720469,0.2146221672720401,0.3229562668545929,0.14295626685458607,2024
2024-07-01,1.0699999999999932,0.5408596962888197,-0.5291403037111735,0.24897997835923974,-0.8210200216407535,2024
2024-08-01,0.09000000000000341,0.08627728496279019,-0.00372271503721322,0.2745410397881093,0.18454103978810588,2024
2024-09-01,0.6200000000000045,0.3567921020851941,-0.2632078979148105,0.3935803683563791,-0.22641963164362544,2024
2024-10-01,1.019999999999996,0.7768978155484376,-0.2431021844515584,0.34009779194886663,-0.6799022080511294,2024
2024-11-01,1.5,1.0949183912903635,-0.4050816087096365,0.8268160470108201,-0.6731839529891799,2024
2024-12-01,0.9099999999999966,1.0187422083831876,0.10874220838319104,0.9948032532479896,0.08480325324799298,2024
2025-01-01,0.8400000000000034,0.6288098699730398,-0.21119013002696363,0.9638129796222377,0.12381297962223425,2025
2025-02-01,1.3400000000000034,0.8214864942956979,-0.5185135057043055,0.66593940280059,-0.6740605971994134,2025
2025-03-01,0.8100000000000023,0.781012789666562,-0.028987210333440316,0.8257271460250064,0.015727146025004135,2025
2025-04-01,0.5300000000000011,0.7451857683200842,0.21518576832008307,0.7171434157196207,0.18714341571961957,2025
2025-05-01,-0.06999999999999318,0.25939847180082154,0.3293984718008147,0.4876978333980514,0.5576978333980446,2025
