Model,MAE,RMSE,MAPE,KPI_Violations,Coverage_50pct,Max_Error,Std_Error,Mean_Error
Ridge_ProdProxy_Roll24,0.2889331963224322,0.3378437274675851,105.06526294795174,0,100.0,0.4731887484198296,0.20217481627573294,-0.2889331963224322
Ridge_Ext_ProdProxy,0.3471502614660338,0.4023306640731788,96.91021081578475,1,75.0,0.57643280216368,0.4595603164674998,-0.05893386038419379
Ridge_ProdProxy,0.3544439110719928,0.41112568617184103,93.90711429210019,1,75.0,0.5884575641751013,0.45413208082144824,-0.11978050637250348
Huber_ProdProxy,0.3733877293698882,0.42978522056618534,105.1283339302313,1,75.0,0.6464264904262791,0.4954302850732234,-0.025039175132640423
Rolling_Ridge,0.45668455600389635,0.5550969666808161,121.16965079493455,4,66.66666666666666,1.0880490821398894,0.579779470036703,0.0006542414484075701
Ridge_Ext_Roll24,0.47123239632987673,0.581632465096472,116.05171346507417,5,58.333333333333336,1.2521388889149705,0.6069557976909508,0.02450705611509818
Huber_Roll24,0.4986255210562997,0.6120358732534659,127.68326525190471,5,58.333333333333336,1.261416987152316,0.6361227196093104,0.06047152453496333
EBM,0.4990018315018278,0.5681359301014591,142.45519835755786,6,50.0,1.0571428571428498,0.5917985226831325,-0.04169413919413856
Ridge_Shock_Roll24,0.5003375393708881,0.5800430852353669,128.573602946328,5,58.333333333333336,1.1006823829981869,0.6054458662167944,0.020792832585827387
Ridge_Ext,0.5054518512285936,0.5951593460626624,122.02203895540569,6,50.0,1.160409194369322,0.6170799091649983,0.07182850480074283
Subcomp,0.5069855276362005,0.5788164209176307,134.75457622632536,2,60.0,0.9807058755208686,0.6421803309368972,-0.07149816200517023
Huber,0.5151972978545736,0.6108250339524975,122.90663884446602,6,50.0,1.1669734145491049,0.6318401817362141,0.08457959634562329
NGBoost,0.5218922753534668,0.6067957545760446,114.45861474544256,7,41.66666666666667,1.1097869372317035,0.6251393829358002,0.09984209373941984
ElasticNet,0.5229212850726768,0.6022735670525584,132.21622925247502,6,50.0,1.0783238229150527,0.6253284213876485,0.06545317301685809
Bayes_Ridge,0.5243719937487524,0.5994682366542204,129.38384950320494,6,50.0,1.0576506090527147,0.6207814133425135,0.078145594043549
Ridge_Shock,0.5278020244082633,0.6059182242654346,135.68664804203968,5,58.333333333333336,1.0972613564487403,0.6310156146865187,0.04623758230007624
FactorPolicy,0.5342915962616274,0.6030837225353316,129.17940127093678,5,58.333333333333336,1.078592853485186,0.6287082261630423,0.037086999686551984
CatBoost,0.5427960054942448,0.63819554976446,107.75161512778465,7,41.66666666666667,1.1760622468743662,0.6452916583772702,0.1599760786247361
Subcomp_Multi,0.5442942270407173,0.6202812245730044,166.0347693427144,3,40.0,1.0339938270567188,0.5627298354711837,-0.36251469401149167
Ridge_AsymERPT,0.5471176730443345,0.6275790674359801,139.11305092101648,5,58.333333333333336,1.0812425373826215,0.652627168133743,0.058538736574465844
NGBoost_Shock,0.5472619487829687,0.6107851977709025,132.02186452030594,7,41.66666666666667,1.120744528455873,0.6360257260463213,0.04733456072842183
Micro,0.5479999999999962,0.6079144676679408,197.66045954182198,3,40.0,0.8599999999999994,0.45449972497241065,-0.4519999999999982
Prophet,0.5629125142627586,0.6519304923654748,155.40051057810382,5,58.333333333333336,1.209162799409677,0.673703932188424,0.09465442928670204
VARPolicy,0.5752590865989627,0.6560382524515265,141.39944756225458,7,41.66666666666667,1.1502761668245194,0.6851154767746045,-0.010873831273609283
Ridge,0.5973491027640266,0.6681450756597448,159.9726374782181,9,25.0,1.155806568599104,0.6975860531148618,0.01854002210605543
Micro_SM,0.6064824451621362,0.6980869686190307,147.76779781833176,5,58.333333333333336,1.2903956650373374,0.7256937857094796,0.06767496600022109
ETS,0.6085833186775832,0.7004102275881807,146.64566102504696,5,58.333333333333336,1.2986533167516856,0.7274368005517047,0.07421059906083727
Ridge_Macro,0.6152023516028997,0.6889997702533043,146.21509081991348,7,41.66666666666667,1.160312360418942,0.6993126443257445,0.1625905597035988
SARIMA,0.6289711178635725,0.7456891972117206,114.23762816389953,9,25.0,1.4330466483788717,0.722679664688861,0.2780443116298002
Ensemble,0.6314868869672147,0.6816230423509821,161.35417453226236,7,41.66666666666667,1.0669711822548424,0.7076815256798962,0.07437243143510014
LightGBM,0.6534068933570758,0.7526283494026147,124.8322691121292,9,25.0,1.2370138838844582,0.7709609821600372,0.1469705162465106
MIDAS,0.6588033345428705,0.7151155580966966,167.11934902898324,8,33.33333333333333,1.2173410200252164,0.7469104045750459,-0.0021691030471859087
BVAR,0.7823125106664884,0.9126649665189314,221.92715964633982,8,33.33333333333333,1.9377030854962136,0.9475555959163251,0.09958681826103151
