Date,Model,MAE_h1,MAE_h2,MAE_h12,KPI_Rate,SIRENA_Score,Window_Size
2025-05-01,ETS,0.43633109622561933,0.4614643834864242,0.35000960620056815,0.08333333333333333,0.8176630034311303,12
2025-05-01,SARIMA,0.43128002317375097,0.4457441379818962,0.64344527980338,0.08333333333333333,0.9162669254723974,12
2025-05-01,NGBoost,0.32766711473325333,0.3571759923817505,0.36083521956335335,0.08333333333333333,0.6577106814048265,12
2025-05-01,CatBoost,0.3540095614105698,0.38387805682614484,0.408588472589192,0.08333333333333333,0.7166146268526862,12
2025-05-01,Subcomp,1.0,1.0,1.0,0.0,2.0,0
2025-05-01,Subcomp_Multi,1.0,1.0,1.0,0.0,2.0,0
2025-05-01,Micro,0.3925000000000054,0.35999999999999943,1.0,0.75,0.6303125000000032,4
2025-06-01,Ridge,0.340878498029511,0.34723572750233817,0.3949813508591653,0.08333333333333333,0.6777452884214725,12
2025-06-01,Ridge_Ext,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,Bayes_Ridge,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,ElasticNet,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,Huber,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,Ridge_Shock,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,EBM,0.36696047863247355,0.36696047863247355,0.36696047863247355,0.08333333333333333,0.7033409173789078,12
2025-06-01,LightGBM,0.3400575069218661,0.4499864607464197,0.5711795825499356,0.08333333333333333,0.8035828323734548,12
2025-06-01,Prophet,0.3743109169021848,0.397383237041195,0.4042163707306314,0.08333333333333333,0.7421595987766897,12
2025-06-01,ETS,0.42068514793584716,0.4279215829243468,0.33128503722945357,0.08333333333333333,0.7762041078913101,12
2025-06-01,SARIMA,0.3929143180221985,0.4674964936670622,0.6425040592472016,0.08333333333333333,0.891646594674595,12
2025-06-01,NGBoost,0.332678637369258,0.3690849013889886,0.37779786287525735,0.08333333333333333,0.6758633598797227,12
2025-06-01,CatBoost,0.33594285565917187,0.4029865295259422,0.4330500371827502,0.08333333333333333,0.7196650054041774,12
2025-06-01,Subcomp,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,Subcomp_Multi,1.0,1.0,1.0,0.0,2.0,0
2025-06-01,Micro,0.3520000000000067,0.3379999999999995,1.0,0.8,0.5728800000000038,5
2025-07-01,Ridge,0.2832995484256138,0.3229833875694143,0.3623304747972102,0.08333333333333333,0.5961041970992238,12
2025-07-01,Ridge_Ext,1.0,1.0,1.0,0.0,2.0,0
2025-07-01,Bayes_Ridge,1.0,1.0,1.0,0.0,2.0,0
2025-07-01,ElasticNet,1.0,1.0,1.0,0.0,2.0,0
2025-07-01,Huber,1.0,1.0,1.0,0.0,2.0,0
2025-07-01,Ridge_Shock,1.0,1.0,1.0,0.0,2.0,0
