Feature,Horizon,Pearson_r,P_value,Abs_r,N,Significant
reg_ind_prod_L2,h=1,-0.2268750173066621,0.014322122895135661,0.2268750173066621,116,True
prod_D1,h=1,0.22671199949244764,0.013970117604731356,0.22671199949244764,117,True
reg_construction_L2,h=1,-0.22549043189405282,0.014943882408498334,0.22549043189405282,116,True
ki_D12,h=1,0.22472800200138446,0.020558810432156897,0.22472800200138446,106,True
reg_ind_prod_L1,h=1,-0.22286139531276414,0.015727010121352508,0.22286139531276414,117,True
ibved_q_D12,h=1,0.22016107551202607,0.07341879707540609,0.22016107551202607,67,False
mom_L11,h=1,0.21819282280081315,0.023959948509354446,0.21819282280081315,107,True
ibved_m_D12,h=1,0.21714608025258264,0.2173550152998803,0.21714608025258264,34,False
reg_ind_prod_MA6,h=1,-0.2148821784344434,0.022277690623127965,0.2148821784344434,113,True
ibved_m_L3,h=1,0.21410493775713954,0.16800066417702986,0.21410493775713954,43,False
serv_L8,h=1,0.2134507892804796,0.025156759705671456,0.2134507892804796,110,True
serv_L7,h=1,0.21332831233480717,0.02457267228790581,0.21332831233480717,111,True
mom_MA3,h=1,0.2119346756936295,0.022377665243960666,0.2119346756936295,116,True
ibved_m_L7,h=1,-0.21119933829045248,0.19682753592366672,0.21119933829045248,39,False
prod_D12,h=1,0.20484991171209563,0.03516572859475207,0.20484991171209563,106,True
reg_profit_MA3,h=1,-0.20119145378516404,0.030339693374537006,0.20119145378516404,116,True
prod_L1,h=1,0.2008667381607582,0.029888712182154484,0.2008667381607582,117,True
brent_D1,h=1,0.20026029215766417,0.06611629549549344,0.20026029215766417,85,False
ibved_q_D1,h=1,-0.19573864473461908,0.0858946597957728,0.19573864473461908,78,False
ki_MA6,h=1,0.19532735999655115,0.03814558321753727,0.19532735999655115,113,True
reg_construction_L4,h=1,-0.1936016342772185,0.03902827161736871,0.1936016342772185,114,True
ibved_q_STD3,h=1,0.19334276135310594,0.09203426022970983,0.19334276135310594,77,False
ki_D3,h=1,-0.19309446519521178,0.038678853579120216,0.19309446519521178,115,True
ki_MA3,h=1,0.19287388439803638,0.038047940905947764,0.19287388439803638,116,True
ibved_m_L8,h=1,0.19114569714068777,0.25031779321587605,0.19114569714068777,38,False
reg_ind_prod_STD3,h=1,0.19028541043676198,0.04075879749118201,0.19028541043676198,116,True
reg_income_real_L8,h=1,0.19009188613180997,0.048779719025057705,0.19009188613180997,108,True
usd_D6,h=1,-0.1888599898112608,0.046122675808541146,0.1888599898112608,112,True
reg_ppi_L4,h=1,0.1875616468339144,0.045682838258989576,0.1875616468339144,114,True
brent_pct_MA3,h=1,0.18558838740225983,0.04609042081761451,0.18558838740225983,116,True
reg_retail_D6,h=1,-0.18369864694169347,0.05252486561439603,0.18369864694169347,112,False
Ruonia_STD3,h=1,0.1836217713811676,0.048488768906075015,0.1836217713811676,116,True
ki_L1,h=1,0.18202735639026937,0.04950345213395912,0.18202735639026937,117,True
ibved_q_D6,h=1,0.18048601849366358,0.12650358267769654,0.18048601849366358,73,False
reg_ind_prod_L6,h=1,0.17962443482912668,0.05808119796941941,0.17962443482912668,112,False
prod_L6,h=1,-0.17939212303075264,0.058412010198427136,0.17939212303075264,112,False
reg_ind_prod_D6,h=1,-0.17809629236512375,0.06028570581731561,0.17809629236512375,112,False
usd_D3,h=1,-0.1777303088787251,0.05739608034013775,0.1777303088787251,115,False
reg_wage_agri_L5,h=1,0.17771206872435116,0.05968420267500982,0.17771206872435116,113,False
reg_retail_L3,h=1,0.17752483320956292,0.057689524324692834,0.17752483320956292,115,False
reg_retail_L1,h=1,-0.1765938654376769,0.056826439537166734,0.1765938654376769,117,False
reg_shipped_L6,h=1,0.17610289549765085,0.06326373484911386,0.17610289549765085,112,False
brent_L1,h=1,0.17581602279794273,0.07863489209984839,0.17581602279794273,101,False
ki_i_L1,h=1,0.17575782592568318,0.05802845036522537,0.17575782592568318,117,False
reg_income_nom_L8,h=1,0.17556487791588507,0.06915023538625494,0.17556487791588507,108,False
reg_retail_MA3,h=1,-0.17420458021690835,0.06144926025002213,0.17420458021690835,116,False
prod_L7,h=1,-0.17276661983376299,0.06979093358672854,0.17276661983376299,111,False
reg_construction_L1,h=1,-0.17255040469958957,0.06283481716923298,0.17255040469958957,117,False
reg_income_real_L7,h=1,0.17129076098115315,0.0749292019198051,0.17129076098115315,109,False
reg_wage_L12,h=1,0.17083192703528663,0.07996954376881375,0.17083192703528663,106,False
reg_ppi_D1,h=1,0.16958063357234013,0.06757004065931,0.16958063357234013,117,False
ibved_q_L5,h=1,-0.16929244830613244,0.14650319656852628,0.16929244830613244,75,False
mom_L10,h=1,0.16897309979380334,0.08043280485204504,0.16897309979380334,108,False
reg_shipped_MA3,h=1,-0.16881457310415993,0.0700599468830122,0.16881457310415993,116,False
reg_ind_prod_D3,h=1,-0.16743101746359235,0.07369040658089782,0.16743101746359235,115,False
reg_ppi_L1,h=1,-0.1660755807566056,0.07352725002957891,0.1660755807566056,117,False
reg_retail_D3,h=1,-0.16330850049228723,0.08117924785326346,0.16330850049228723,115,False
ibved_m_L11,h=1,0.1624336189719425,0.35119069077638454,0.1624336189719425,35,False
usd_L2,h=1,-0.1624007932075107,0.08155220431933412,0.1624007932075107,116,False
serv_MA6,h=1,-0.16196245971235804,0.08655134295575649,0.16196245971235804,113,False
month_sin,h=1,0.16101623524421552,0.08153483956088518,0.16101623524421552,118,False
reg_income_nom_L7,h=1,0.16065866102752926,0.09514765253631097,0.16065866102752926,109,False
reg_agri_prices_L12,h=1,-0.1601025088661979,0.10112886452084706,0.1601025088661979,106,False
reg_shipped_L1,h=1,-0.159877137703851,0.08509443499512864,0.159877137703851,117,False
brent_L6,h=1,0.1591697954119737,0.11940780504626242,0.1591697954119737,97,False
mom_L3,h=1,-0.1582410703044007,0.0912063762275016,0.1582410703044007,115,False
brent_pct_L8,h=1,0.15811884185661554,0.09898053975716709,0.15811884185661554,110,False
reg_construction_D1,h=1,0.1577847733808753,0.08931178628317135,0.1577847733808753,117,False
reg_ind_prod_L9,h=1,0.1575661002269257,0.1017744033432445,0.1575661002269257,109,False
reg_profit_L6,h=1,0.15666161453802602,0.0990343434527177,0.15666161453802602,112,False
mom_L1,h=1,0.15631133002167466,0.09238009917773812,0.15631133002167466,117,False
reg_wage_L10,h=1,0.156284857572825,0.10626684203224893,0.156284857572825,108,False
ki_i_STD3,h=1,0.15615960666399428,0.09413800967911527,0.15615960666399428,116,False
reg_profit_L1,h=1,-0.1555279618961274,0.09404508004135542,0.1555279618961274,117,False
ibved_q_L9,h=1,0.1553775863644661,0.1957103429613241,0.1553775863644661,71,False
nonprod_L3,h=1,-0.15370173344103985,0.10100059324510273,0.15370173344103985,115,False
ki_L0,h=1,0.15273259508369758,0.09870968158200442,0.15273259508369758,118,False
ki,h=1,0.15273259508369758,0.09870968158200442,0.15273259508369758,118,False
reg_wage_agri_L6,h=1,0.15224903192624575,0.10903764838463685,0.15224903192624575,112,False
reg_ppi_L5,h=1,0.14853316286540919,0.1163927050981111,0.14853316286540919,113,False
Ruonia_L12,h=1,-0.1473916992624652,0.13161973452171136,0.1473916992624652,106,False
reg_income_real_L6,h=1,0.1464479985140402,0.1268462958999621,0.1464479985140402,110,False
ibved_q_L8,h=1,0.1447041536220304,0.22522111051465196,0.1447041536220304,72,False
reg_retail_L4,h=1,0.14449592827707705,0.12506574535806406,0.14449592827707705,114,False
ibved_q_D3,h=1,0.14390111465317282,0.21491026210185155,0.14390111465317282,76,False
reg_income_nom_L6,h=1,0.1427686825169693,0.13677763350870994,0.1427686825169693,110,False
reg_wage_STD3,h=1,-0.14163865670139794,0.1293597826271045,0.14163865670139794,116,False
reg_ind_prod_L3,h=1,0.13863021550755253,0.1395290067164574,0.13863021550755253,115,False
reg_housing_primary_L9,h=1,0.13816213147499562,0.15584363579390517,0.13816213147499562,107,False
nonprod_MA3,h=1,0.1380977249485078,0.13931586882108868,0.1380977249485078,116,False
serv_L12,h=1,-0.13677671779160938,0.1620873936253341,0.13677671779160938,106,False
nonprod_L2,h=1,-0.13661032491310848,0.14366753985648498,0.13661032491310848,116,False
ibved_q_L10,h=1,0.13311828265799866,0.27194623617115476,0.13311828265799866,70,False
reg_agri_prices_L9,h=1,0.13284403212757626,0.16849547043127996,0.13284403212757626,109,False
ibved_q_L3,h=1,0.13253582429221425,0.25053447059911377,0.13253582429221425,77,False
reg_housing_primary_L6,h=1,0.13225593790103052,0.16841185460510516,0.13225593790103052,110,False
brent_pct_L2,h=1,0.13160865236758668,0.15905665838317126,0.13160865236758668,116,False
reg_profit_D6,h=1,-0.13117294155255194,0.16801965512994146,0.13117294155255194,112,False
reg_services_L1,h=1,0.13082555698180728,0.18343891409601312,0.13082555698180728,105,False
Ruonia_L11,h=1,-0.12973747376205763,0.18289672290745682,0.12973747376205763,107,False
usd_D12,h=1,-0.1297341092042863,0.18501652090955917,0.1297341092042863,106,False
reg_housing_primary_L8,h=1,0.12923194077932104,0.1825359815525746,0.12923194077932104,108,False
mom_L12,h=1,0.12678414360344906,0.19529313851098087,0.12678414360344906,106,False
reg_housing_primary_L10,h=1,0.12540037557992456,0.20025329976308853,0.12540037557992456,106,False
brent_pct_L4,h=1,-0.1247939283438548,0.18585923407041335,0.1247939283438548,114,False
Ruonia,h=1,0.12435915050317943,0.17968666466556435,0.12435915050317943,118,False
Ruonia_L0,h=1,0.12435915050317943,0.17968666466556435,0.12435915050317943,118,False
mom_L9,h=1,0.12432743662164648,0.19772655156042532,0.12432743662164648,109,False
serv_MA3,h=1,-0.12428470996023343,0.18376519031128016,0.12428470996023343,116,False
reg_retail_L11,h=1,-0.1238061363436437,0.20390199149073773,0.1238061363436437,107,False
reg_ind_prod_D1,h=1,0.12286339107087933,0.18693249692884897,0.12286339107087933,117,False
reg_shipped_D6,h=1,-0.12270446592328996,0.1974361582662807,0.12270446592328996,112,False
reg_wage_L11,h=1,0.1224043720544044,0.2091094519222433,0.1224043720544044,107,False
reg_housing_secondary_L6,h=1,0.1219396689603227,0.2044246655518059,0.1219396689603227,110,False
prod_L9,h=1,0.12071676420143973,0.21116508120126912,0.12071676420143973,109,False
prod_L3,h=1,-0.11888511653510171,0.2057041042079874,0.11888511653510171,115,False
reg_shipped_D1,h=1,0.11878201790077982,0.20211451979100792,0.11878201790077982,117,False
ibved_q_L11,h=1,0.11764094318768753,0.33570064315642734,0.11764094318768753,69,False
reg_wage_agri_L4,h=1,0.11759300632221413,0.2127493444561033,0.11759300632221413,114,False
reg_agri_prices_STD3,h=1,-0.11749884062108193,0.2090606635759875,0.11749884062108193,116,False
reg_retail_MA6,h=1,0.11747554767774902,0.21527394216851464,0.11747554767774902,113,False
mom_L2,h=1,-0.1173156678303963,0.20977635224388283,0.1173156678303963,116,False
reg_ppi_L3,h=1,0.11713427647016537,0.21250770690466317,0.11713427647016537,115,False
reg_services_L11,h=1,0.11634404067175437,0.2615278129400621,0.11634404067175437,95,False
reg_agri_prices_L10,h=1,0.11590103963207303,0.23228490271164678,0.11590103963207303,108,False
reg_housing_secondary_L7,h=1,0.11483669492303644,0.23442146436162645,0.11483669492303644,109,False
reg_services_MA3,h=1,0.11385347490857049,0.24981636244400607,0.11385347490857049,104,False
reg_housing_primary_L7,h=1,0.11312993030475796,0.2414947905795964,0.11312993030475796,109,False
brent_pct_L12,h=1,0.11299548446255603,0.24880216946196504,0.11299548446255603,106,False
reg_housing_secondary_L8,h=1,0.11264902925715713,0.24573962038872127,0.11264902925715713,108,False
reg_payables_STD3,h=1,0.11240690307256598,0.22961157938816085,0.11240690307256598,116,False
mom_L4,h=1,-0.11208662126179188,0.23510369972422054,0.11208662126179188,114,False
reg_housing_primary_L5,h=1,0.11116991299430493,0.2454005150710381,0.11116991299430493,111,False
brent_L5,h=1,0.11098843273831714,0.2765961779788481,0.11098843273831714,98,False
reg_profit_L2,h=1,-0.10991832912361883,0.2401552477625102,0.10991832912361883,116,False
prod_MA6,h=1,0.10894747841245728,0.2506905712795677,0.10894747841245728,113,False
reg_construction_L11,h=1,0.10893554380171937,0.26402407097353386,0.10893554380171937,107,False
ki_D1,h=1,-0.10881646722555939,0.24286150053169,0.10881646722555939,117,False
reg_wage_L1,h=1,0.10779844589536142,0.24732383351375875,0.10779844589536142,117,False
reg_ppi_L11,h=1,-0.10776464589039778,0.2692227590494751,0.10776464589039778,107,False
reg_ind_prod_L11,h=1,-0.10757974131895873,0.2700500073369091,0.10757974131895873,107,False
mom_L6,h=1,-0.1069093163799678,0.26188454924996535,0.1069093163799678,112,False
reg_invest_prices_D3,h=1,-0.10578034032769987,0.2605315895001776,0.10578034032769987,115,False
reg_income_real_L1,h=1,0.10565487924050829,0.26110060848850536,0.10565487924050829,115,False
reg_ppi_D3,h=1,-0.10551988991209782,0.261713788366732,0.10551988991209782,115,False
ibved_q_L12,h=1,-0.10541499852191184,0.3922492880115072,0.10541499852191184,68,False
reg_ppi_L12,h=1,-0.10537769046755564,0.2823468419218554,0.10537769046755564,106,False
usd_L12,h=1,-0.10537705885958351,0.28234974282510367,0.10537705885958351,106,False
reg_construction_L5,h=1,-0.10525059006089717,0.26722573560673124,0.10525059006089717,113,False
brent_pct_L1,h=1,0.10518969117801653,0.25901642880435605,0.10518969117801653,117,False
reg_ppi_L6,h=1,0.10385085116151664,0.27585682425380537,0.10385085116151664,112,False
ibved_m_L10,h=1,0.10274745634940956,0.5509684100352138,0.10274745634940956,36,False
reg_income_nom_L1,h=1,0.1026249677579881,0.2751003652473237,0.1026249677579881,115,False
reg_shipped_L2,h=1,-0.10251648016387298,0.2734873159598192,0.10251648016387298,116,False
brent_L2,h=1,0.10236052837491483,0.3108687420258712,0.10236052837491483,100,False
ibved_q_L7,h=1,0.1009692996693729,0.39534318273098124,0.1009692996693729,73,False
reg_income_real,h=1,0.10003428113290118,0.2874646809139448,0.10003428113290118,115,False
reg_income_real_L0,h=1,0.10003428113290118,0.2874646809139448,0.10003428113290118,115,False
reg_invest_prices_D12,h=1,-0.09979701321730954,0.30875682852547603,0.09979701321730954,106,False
reg_wage_D6,h=1,0.09975686517213558,0.295331712621996,0.09975686517213558,112,False
reg_income_real_MA3,h=1,0.09973258708480247,0.293255267672398,0.09973258708480247,113,False
reg_shipped_L5,h=1,0.09919881791711661,0.29585927918919247,0.09919881791711661,113,False
ki_L7,h=1,-0.09914539804615304,0.30053328125378376,0.09914539804615304,111,False
reg_wage_D3,h=1,0.09900615958202574,0.292472480359979,0.09900615958202574,115,False
reg_retail_L5,h=1,0.09809005027887645,0.30131709905564663,0.09809005027887645,113,False
ibved_m_L6,h=1,0.09746069449186501,0.5496552819177848,0.09746069449186501,40,False
reg_wage_agri_MA6,h=1,0.09731218403036322,0.3051853090983257,0.09731218403036322,113,False
reg_invest_prices_L12,h=1,0.09722162613275807,0.32147045294826415,0.09722162613275807,106,False
reg_income_nom_L0,h=1,0.09685563405833211,0.3031331824464907,0.09685563405833211,115,False
reg_income_nom,h=1,0.09685563405833211,0.3031331824464907,0.09685563405833211,115,False
reg_ind_prod_L10,h=1,0.09671086720629145,0.31940070742447013,0.09671086720629145,108,False
ki_i_L6,h=1,0.09576006384920682,0.31520005562145775,0.09576006384920682,112,False
reg_shipped_L4,h=1,0.0954689069855876,0.31230109706404335,0.0954689069855876,114,False
ki_L8,h=1,-0.09540129682662077,0.3214851137720898,0.09540129682662077,110,False
reg_agri_prices_L2,h=1,-0.0951296585701388,0.30973046189821546,0.0951296585701388,116,False
reg_income_nom_MA3,h=1,0.09456164138759178,0.3191228336045309,0.09456164138759178,113,False
brent_L7,h=1,0.09432458415004952,0.36065262592712777,0.09432458415004952,96,False
reg_services_MA6,h=1,0.09371645307448229,0.35124919803517407,0.09371645307448229,101,False
ibved_m_L5,h=1,-0.09364625229971885,0.5603194777975934,0.09364625229971885,41,False
ibved_m_L2,h=1,0.09352009191572437,0.5459705196099344,0.09352009191572437,44,False
Ruonia_L10,h=1,-0.09338353104851337,0.3364113151867548,0.09338353104851337,108,False
reg_wage_D12,h=1,-0.0932554804793755,0.3416988849686273,0.0932554804793755,106,False
reg_shipped_L3,h=1,0.09318861695547123,0.321892140556912,0.09318861695547123,115,False
ibved_q_L4,h=1,-0.0931138498952622,0.4236906961849008,0.0931138498952622,76,False
Ruonia_L3,h=1,-0.09281322443365284,0.32385379870449416,0.09281322443365284,115,False
ki_i_L8,h=1,0.09235202588620035,0.33726456761766194,0.09235202588620035,110,False
serv_L9,h=1,0.09234918199333111,0.33953669715669815,0.09234918199333111,109,False
ki_i_L9,h=1,0.09203659720092934,0.34118093121071386,0.09203659720092934,109,False
reg_agri_prices_L7,h=1,-0.09195453637364204,0.3371207204577097,0.09195453637364204,111,False
reg_housing_secondary_L12,h=1,0.09190460431462882,0.353467410574164,0.09190460431462882,104,False
reg_retail_L10,h=1,-0.09120097751142169,0.34787560290444614,0.09120097751142169,108,False
serv_L2,h=1,-0.09092206050980413,0.33171371869508975,0.09092206050980413,116,False
nonprod_L4,h=1,-0.09076081376256916,0.336871760212594,0.09076081376256916,114,False
usd_L10,h=1,-0.08958649405873287,0.35651164279227054,0.08958649405873287,108,False
brent_pct_D3,h=1,0.08884435688611395,0.34506219753859513,0.08884435688611395,115,False
reg_agri_prices_MA3,h=1,-0.08882710777194368,0.3430212649185068,0.08882710777194368,116,False
brent_pct_L9,h=1,0.08811707207947417,0.3622231856032146,0.08811707207947417,109,False
reg_ppi_D6,h=1,-0.08785059485485552,0.3570109128894363,0.08785059485485552,112,False
reg_profit_L3,h=1,-0.08712427417918288,0.3545191492236788,0.08712427417918288,115,False
prod_L4,h=1,-0.0866717776047488,0.35917941131238684,0.0866717776047488,114,False
reg_wage_agri_D6,h=1,-0.08663219828159553,0.363744723741921,0.08663219828159553,112,False
reg_ind_prod_L7,h=1,0.0862566817189999,0.368033829741524,0.0862566817189999,111,False
reg_services_L2,h=1,0.08578358840074904,0.3865731945182104,0.08578358840074904,104,False
Ruonia_L4,h=1,-0.0856000791306621,0.36517414558748534,0.0856000791306621,114,False
reg_construction_D3,h=1,0.08544569061174782,0.36390205340666665,0.08544569061174782,115,False
reg_profit_D1,h=1,0.08523638610539794,0.3608545943350722,0.08523638610539794,117,False
ki_i_L10,h=1,0.08432780904407576,0.38555324275934055,0.08432780904407576,108,False
serv_D6,h=1,-0.08424266692879774,0.37717680577620943,0.08424266692879774,112,False
reg_retail_D1,h=1,0.08352671565081358,0.37060262885148904,0.08352671565081358,117,False
nonprod_STD3,h=1,0.08330276183504164,0.3739878429494777,0.08330276183504164,116,False
reg_housing_primary_D12,h=1,0.08098023174914475,0.41612281381517385,0.08098023174914475,103,False
serv_L0,h=1,-0.0808874318338933,0.38389787429454014,0.0808874318338933,118,False
serv,h=1,-0.0808874318338933,0.38389787429454014,0.0808874318338933,118,False
reg_housing_secondary_D6,h=1,-0.08046560372866633,0.40554996329459153,0.08046560372866633,109,False
brent_pct_L0,h=1,0.0803730257972427,0.38693929801027105,0.0803730257972427,118,False
brent_pct,h=1,0.0803730257972427,0.38693929801027105,0.0803730257972427,118,False
reg_ind_prod_L8,h=1,0.07967705607443491,0.40799312808560273,0.07967705607443491,110,False
reg_construction_L3,h=1,-0.07956139271185811,0.3979873435460614,0.07956139271185811,115,False
brent_pct_STD3,h=1,-0.0794377787588534,0.39663507820879196,0.0794377787588534,116,False
reg_wage_agri_L3,h=1,0.07906852477044941,0.4009259342861012,0.07906852477044941,115,False
reg_ppi_MA3,h=1,-0.07737716219255635,0.4090360919383459,0.07737716219255635,116,False
reg_payables_L4,h=1,-0.07665858930955283,0.4175590429951474,0.07665858930955283,114,False
reg_services_D1,h=1,-0.07598344425041345,0.44106676642834397,0.07598344425041345,105,False
reg_income_nom_MA6,h=1,0.0754606356351053,0.4333248241186986,0.0754606356351053,110,False
ibved_m_D6,h=1,0.07543298611133067,0.643642522435399,0.07543298611133067,40,False
reg_profit_STD3,h=1,-0.07526370018638907,0.42198863140705106,0.07526370018638907,116,False
serv_L4,h=1,-0.07525262749929086,0.4261758650923015,0.07525262749929086,114,False
reg_construction_L12,h=1,0.07472542051396949,0.44648479441987093,0.07472542051396949,106,False
reg_housing_secondary_L4,h=1,0.07450466320859073,0.43496505994877727,0.07450466320859073,112,False
reg_income_real_MA6,h=1,0.07433419289453465,0.44024108140385787,0.07433419289453465,110,False
Ruonia_L2,h=1,-0.07428912733500476,0.4280404198541334,0.07428912733500476,116,False
ki_L9,h=1,-0.07404108760909027,0.44418176292808315,0.07404108760909027,109,False
Ruonia_L7,h=1,-0.07368598788807725,0.44213815052590577,0.07368598788807725,111,False
mom_L7,h=1,-0.07306383635324787,0.44601181546246393,0.07306383635324787,111,False
reg_ppi_MA6,h=1,0.07280815311739777,0.4434539283982095,0.07280815311739777,113,False
reg_payables_MA3,h=1,-0.0726952876113118,0.43804431489240936,0.0726952876113118,116,False
reg_agri_prices_L1,h=1,-0.07258165841794192,0.4367530143041439,0.07258165841794192,117,False
reg_wage_L0,h=1,0.07244496319255113,0.43562542734038046,0.07244496319255113,118,False
reg_wage,h=1,0.07244496319255113,0.43562542734038046,0.07244496319255113,118,False
reg_housing_secondary_D12,h=1,-0.0722223720536706,0.46846483921673804,0.0722223720536706,103,False
reg_ppi_L9,h=1,-0.07207945272408454,0.456377324477231,0.07207945272408454,109,False
reg_construction_L9,h=1,0.07206608081435331,0.4564610900180532,0.07206608081435331,109,False
reg_ppi_L10,h=1,-0.07079034891215676,0.4665961373924139,0.07079034891215676,108,False
